© 2000-2021 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Role of JAK family kinases in IL-6-type Cytokine Signaling	1.07E00	1.2E-01	NaN	SOCS3,STAT3,STAT5B	
Assembly of RNA Polymerase III Complex	1.06E00	1.67E-01	NaN	POLR3D,SF3A1	
Neuroinflammation Signaling Pathway	1.05E00	5.99E-02	3.357	ATF4,CXCL10,ELP1,HMOX1,ICAM1,IL1B,MYD88,NLRP3,PIK3R1,PSEN2,RELB,RIPK1,TIRAP,TLR2,TNF,TNFRSF1A,TRAF6	
Erythropoietin Signaling Pathway	1.05E00	6.63E-02	-0.632	CCND1,FOXO3,IL1B,IRS2,NFKBIA,PIK3R1,RASD1,RELB,SRC,STAT5B,TNF	
Protein Ubiquitination Pathway	1.05E00	6.06E-02	NaN	CDC34,DNAJA1,DNAJB5,DNAJC12,HSP90AA1,HSPA1A/HSPA1B,HSPA5,HSPB8,HSPH1,TRAF6,UBE2F,UBE2H,UBE2S,USP16,USP36,VHL	
Salvage Pathways of Pyrimidine Ribonucleotides	1.04E00	7.61E-02	-1.633	G6PC,GRK5,MAP2K6,PCK1,PIM1,SGK1,UCK2	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	1.02E00	6.42E-02	NaN	CCN2,CSF1,CXCL3,ICAM1,IL1B,MYH14,RELB,SERPINE1,TNF,TNFRSF1A,TNFRSF1B,VEGFA	
Melanocyte Development and Pigmentation Signaling	1.02E00	7.53E-02	-0.447	ADCY9,ATF4,PIK3R1,RASD1,RPS6KA5,SH2B2,SRC	
Glioblastoma Multiforme Signaling	1.02E00	6.55E-02	1.890	CCND1,CCNE1,E2F2,E2F4,FOXO1,FZD7,PIK3R1,RASD1,RND3,SRC,TSC1	
Gα12/13 Signaling	1.02E00	6.92E-02	0.447	ELP1,MAP3K1,NFKBIA,PIK3R1,RASD1,RELB,ROCK2,SRC,TEC	
Regulation Of The Epithelial Mesenchymal Transition By Growth Factors Pathway	1.01E00	6.38E-02	-0.302	FOXO1,ID2,MAP2K6,MAP3K1,OCLN,PIK3R1,RASD1,RELB,STAT3,TNF,TNFRSF1A,TNFRSF1B	
BEX2 Signaling Pathway	1E00	7.89E-02	2.236	CCND1,NFKBIA,RELB,STAT3,TSC1,VEGFA	
Natural Killer Cell Signaling	9.91E-01	6.47E-02	1.897	HSPA1A/HSPA1B,Hspa1b,HSPA5,MAP3K1,MAP3K13,MAP3K14,MYD88,PIK3R1,RASD1,RELB,TRAF6	
Bladder Cancer Signaling	9.91E-01	7.08E-02	NaN	CCND1,E2F2,E2F4,HDAC11,HDAC5,RASD1,RPS6KA5,VEGFA	
Role of p14/p19ARF in Tumor Suppression	9.91E-01	1.11E-01	NaN	PIK3R1,POLR3D,SF3A1	
Thyroid Cancer Signaling	9.83E-01	7.79E-02	0.000	CCND1,CXCR4,FOXO1,IRS2,PIK3R1,RASD1	
IL-7 Signaling Pathway	9.83E-01	7.79E-02	NaN	CCND1,CDC25A,FOXO1,FOXO3,PIK3R1,STAT5B	
VDR/RXR Activation	9.63E-01	7.69E-02	NaN	CEBPB,CXCL10,FOXO1,GADD45A,HES1,IGFBP1	
Atherosclerosis Signaling	9.43E-01	6.9E-02	NaN	CSF1,CXCR4,F3,ICAM1,IL1B,RELB,S100A8,TNF	
Ovarian Cancer Signaling	9.32E-01	6.45E-02	NaN	CCND1,E2F2,E2F4,FZD7,HDAC11,HDAC5,PIK3R1,RASD1,SRC,VEGFA	
Th1 and Th2 Activation Pathway	9.32E-01	6.45E-02	NaN	CXCR4,ICAM1,IRF1,MAP2K6,PIK3R1,PSEN2,S1PR1,SOCS3,STAT3,STAT5B	
Gαi Signaling	9.28E-01	6.62E-02	0.707	ADCY9,CNR2,GPR17,HCAR2,RASD1,RGS12,S1PR1,SRC,STAT3	
TR/RXR Activation	9.24E-01	7.5E-02	NaN	BCL3,CYP7A1,G6PC,PCK1,PIK3R1,PPARGC1A	
Role of Oct4 in Mammalian Embryonic Stem Cell Pluripotency	9.24E-01	8.89E-02	NaN	CCNF,ETS2,FOXA2,PCGF6	
Apelin Pancreas Signaling Pathway	9.24E-01	8.89E-02	NaN	EIF2AK3,PIK3R1,PRKAB1,RELB	
PFKFB4 Signaling Pathway	9.24E-01	8.89E-02	0.000	ATF4,GCK,MAP2K6,RPS6KA5	
5-aminoimidazole Ribonucleotide Biosynthesis I	9.17E-01	3.33E-01	NaN	PPAT	
Thiosulfate Disproportionation III (Rhodanese)	9.17E-01	3.33E-01	NaN	MOCS3	
1D-myo-inositol Hexakisphosphate Biosynthesis V (from Ins(1,3,4)P3)	9.17E-01	3.33E-01	NaN	IPPK	
S-adenosyl-L-methionine Biosynthesis	9.17E-01	3.33E-01	NaN	MAT2B	
N-acetylglucosamine Degradation I	9.17E-01	3.33E-01	NaN	GNPDA1	
Renin-Angiotensin Signaling	9.1E-01	6.78E-02	NaN	ADCY9,MAP3K1,PIK3R1,PTGER2,RASD1,RELB,STAT3,TNF	
Differential Regulation of Cytokine Production in Macrophages and T Helper Cells by IL-17A and IL-17F	8.89E-01	1.33E-01	NaN	IL1B,TNF	
Insulin Secretion Signaling Pathway	8.86E-01	5.79E-02	0.000	ADCY9,AGO3,ATF4,EIF2AK3,EIF2B4,EIF2S1,GCK,KLF11,PIK3R1,RPS6KA5,SLC2A5,SRC,STAT2,STAT3,STAT5B	
Mouse Embryonic Stem Cell Pluripotency	8.66E-01	6.86E-02	2.449	FZD7,ID1,ID2,ID3,PIK3R1,RASD1,STAT3	
Pyridoxal 5'-phosphate Salvage Pathway	8.66E-01	7.69E-02	-2.000	G6PC,GRK5,MAP2K6,PIM1,SGK1	
Colorectal Cancer Metastasis Signaling	8.6E-01	5.73E-02	1.387	ADCY9,CCND1,E2F4,FZD7,PIK3R1,PTGER2,RASD1,RELB,RND3,SRC,STAT3,TLR2,TNF,TNFRSF1A,VEGFA	
PI3K Signaling in B Lymphocytes	8.6E-01	6.38E-02	0.447	ATF3,ATF4,BLNK,FOXO3,IRS2,NFKBIA,PIK3R1,RASD1,RELB	
Interferon Signaling	8.57E-01	9.68E-02	NaN	IRF1,PTPN2,STAT2	
FGF Signaling	8.54E-01	7.14E-02	0.816	ATF4,MAP2K6,MAP3K1,PIK3R1,RPS6KA5,STAT3	
NAD Signaling Pathway	8.45E-01	6.34E-02	1.414	CEBPB,EIF2AK3,PARP16,PIK3R1,POLR2H,PPARGC1A,PRKAB1,TIPARP,VEGFA	
IL-8 Signaling	8.45E-01	5.94E-02	2.333	CCND1,ELP1,HMOX1,ICAM1,NFKBIA,PIK3R1,RASD1,RND3,ROCK2,SRC,TRAF6,VEGFA	
Androgen Signaling	8.3E-01	6.13E-02	NaN	CCND1,GTF2F1,GTF2F2,GTF2H1,HSP90AA1,POLR2H,RELB,SRC,TAF2,TAF4B	
Xenobiotic Metabolism Signaling	8.3E-01	5.66E-02	NaN	CYP2B6,EIF2AK3,HDAC5,HMOX1,HSP90AA1,IL1B,MAP2K6,MAP3K1,MAP3K13,MAP3K14,PIK3R1,PPARGC1A,RASD1,RELB,TNF	
Cardiac Hypertrophy Signaling (Enhanced)	8.27E-01	5.19E-02	1.400	ADCY9,ADRA1A,ATP2A3,EIF2B4,FZD7,GATA4,HDAC11,HDAC5,IL17RA,IL1B,MAP2K6,MAP3K1,MAP3K13,MAP3K14,MKNK2,PDE12,PDE9A,PIK3R1,RASD1,RCAN1,RELB,ROCK2,RPS6KA5,STAT3,TNF,TNFRSF1A,TNFRSF1B	
PDGF Signaling	8.18E-01	6.98E-02	1.342	MAP3K1,PIK3R1,RASD1,SRC,STAT3,SYNJ2	
Heme Degradation	8.04E-01	2.5E-01	NaN	HMOX1	
N-acetylglucosamine Degradation II	8.04E-01	2.5E-01	NaN	GNPDA1	
Molybdenum Cofactor Biosynthesis	8.04E-01	2.5E-01	NaN	MOCS3	
Differential Regulation of Cytokine Production in Intestinal Epithelial Cells by IL-17A and IL-17F	8.01E-01	1.18E-01	NaN	IL1B,TNF	
Nucleotide Excision Repair Pathway	7.99E-01	9.09E-02	NaN	ERCC6,GTF2H1,POLR2H	
1D-myo-inositol Hexakisphosphate Biosynthesis II (Mammalian)	7.62E-01	1.11E-01	NaN	IPPK,SYNJ2	
Th1 Pathway	7.62E-01	6.42E-02	-0.816	ICAM1,IRF1,MAP2K6,PIK3R1,PSEN2,SOCS3,STAT3	
HGF Signaling	7.59E-01	6.2E-02	1.633	CCND1,ETS2,MAP3K1,MAP3K13,MAP3K14,PIK3R1,RASD1,STAT3	
Coagulation System	7.45E-01	8.57E-02	NaN	F3,PLAUR,SERPINE1	
Stearate Biosynthesis I (Animals)	7.42E-01	7.55E-02	1.000	ACOT1,HNF4A,LIPT2,THEM4	
Maturity Onset Diabetes of Young (MODY) Signaling	7.35E-01	6.94E-02	NaN	FOXA2,GCK,HNF4A,KLF11,ONECUT1	
Tight Junction Signaling	7.3E-01	5.81E-02	NaN	ACTG1,CLDN14,CPSF2,MYH14,OCLN,RELB,TJP3,TNF,TNFRSF1A,TNFRSF1B	
DNA damage-induced 14-3-3σ Signaling	7.26E-01	1.05E-01	NaN	CCNE1,HUS1	
Xenobiotic Metabolism General Signaling Pathway	7.21E-01	6.06E-02	0.707	EIF2AK3,HMOX1,MAP2K6,MAP3K1,MAP3K13,MAP3K14,PIK3R1,RASD1	
Leptin Signaling in Obesity	7.19E-01	6.85E-02	1.000	ADCY9,FOXO1,PIK3R1,SOCS3,STAT3	
eNOS Signaling	7.14E-01	5.88E-02	-0.816	ADCY9,AQP4,HSP90AA1,HSPA1A/HSPA1B,Hspa1b,HSPA5,PIK3R1,PRKAB1,VEGFA	
Tetrapyrrole Biosynthesis II	7.14E-01	2E-01	NaN	ALAS1	
Rapoport-Luebering Glycolytic Shunt	7.14E-01	2E-01	NaN	TIGAR	
Tyrosine Degradation I	7.14E-01	2E-01	NaN	TAT	
Folate Polyglutamylation	7.14E-01	2E-01	NaN	FPGS	
PD-1, PD-L1 cancer immunotherapy pathway	7.1E-01	6.45E-02	0.000	CBLB,PIK3R1,STAT5B,TNF,TNFRSF1A,TNFRSF1B	
Cholecystokinin/Gastrin-mediated Signaling	7.08E-01	6.19E-02	0.816	IL1B,MAP2K6,RASD1,RND3,ROCK2,SRC,TNF	
Role of CHK Proteins in Cell Cycle Checkpoint Control	7.03E-01	7.27E-02	NaN	CDC25A,E2F2,E2F4,HUS1	
EGF Signaling	7.03E-01	7.27E-02	1.000	MAP3K1,PIK3R1,SRC,STAT3	
AMPK Signaling	6.97E-01	5.46E-02	-1.265	ADRA1A,ATF4,CCND1,FOXO1,FOXO3,HNF4A,IRS2,PIK3R1,PPARGC1A,PPAT,PPM1K,PRKAB1,TSC1	
TGF-β Signaling	6.95E-01	6.38E-02	1.000	BMP2,HNF4A,MAP2K6,RASD1,SERPINE1,TRAF6	
Cardiomyocyte Differentiation via BMP Receptors	6.9E-01	1E-01	NaN	BMP2,GATA4	
Molecular Mechanisms of Cancer	6.88E-01	5.08E-02	NaN	ADCY9,ARHGEF3,BMP2,CCND1,CCNE1,CDC25A,DAXX,E2F2,E2F4,FOXO1,FZD7,HDAC11,HDAC5,MAP2K6,NFKBIA,PIK3R1,PSEN2,RABIF,RASD1,RELB,RND3,SRC	
IL-15 Signaling	6.86E-01	6.67E-02	0.000	PIK3R1,RASD1,RELB,STAT3,STAT5B	
CNTF Signaling	6.84E-01	7.14E-02	NaN	PIK3R1,RASD1,RPS6KA5,STAT3	
ATM Signaling	6.82E-01	6.32E-02	NaN	ATF4,BLM,CDC25A,GADD45A,H2AX,NFKBIA	
Docosahexaenoic Acid (DHA) Signaling	6.74E-01	7.89E-02	NaN	FOXO1,IL1B,PIK3R1	
IL-15 Production	6.58E-01	5.98E-02	-1.633	CLK1,ERBB3,IRF1,MAP2K6,RELB,SRC,TEC	
Role of MAPK Signaling in the Pathogenesis of Influenza	6.56E-01	6.49E-02	NaN	CXCL10,MAP2K6,RABGEF1,RASD1,TNF	
UVA-Induced MAPK Signaling	6.54E-01	6.19E-02	NaN	PARP16,PIK3R1,RASD1,RPS6KA5,SMPD3,TIPARP	
Cancer Drug Resistance By Drug Efflux	6.48E-01	6.9E-02	NaN	FOXO1,FOXO3,PIK3R1,RASD1	
Pathogenesis of Multiple Sclerosis	6.44E-01	1.67E-01	NaN	CXCL10	
Trehalose Degradation II (Trehalase)	6.44E-01	1.67E-01	NaN	GCK	
Chondroitin and Dermatan Biosynthesis	6.44E-01	1.67E-01	NaN	CHSY3	
UDP-N-acetyl-D-glucosamine Biosynthesis II	6.44E-01	1.67E-01	NaN	UAP1	
GDP-mannose Biosynthesis	6.44E-01	1.67E-01	NaN	GMPPB	
IL-3 Signaling	6.4E-01	6.41E-02	1.000	FOXO1,PIK3R1,RASD1,STAT3,STAT5B	
NF-κB Signaling	6.35E-01	5.05E-02	1.886	BMP2,IL1B,MAP2K6,MAP3K1,MAP3K14,MYD88,NFKBIA,PELI1,PIK3R1,RASD1,RELB,RIPK1,TIRAP,TLR2,TNF,TNFAIP3,TNFRSF1A,TNFRSF1B,TRAF6	
Bupropion Degradation	6.29E-01	9.09E-02	NaN	CYP2B6,CYP4B1	
Xenobiotic Metabolism AHR Signaling Pathway	6.27E-01	6.33E-02	1.000	HDAC5,HSP90AA1,IL1B,RELB,TNF	
Endometrial Cancer Signaling	6.14E-01	6.67E-02	NaN	CCND1,FOXO3,PIK3R1,RASD1	
PCP pathway	6.14E-01	6.67E-02	NaN	CELSR1,FZD7,JUNB,ROCK2	
Necroptosis Signaling Pathway	6.09E-01	5.63E-02	1.414	NLRP3,PELI1,RIPK1,STAT2,TIMM10,TNF,TNFRSF1A,TNFRSF1B	
Glioma Signaling	6E-01	5.74E-02	NaN	CCND1,E2F2,E2F4,HDAC11,HDAC5,PIK3R1,RASD1	
Th2 Pathway	6E-01	5.74E-02	-0.816	CXCR4,ICAM1,PIK3R1,PSEN2,S1PR1,SOCS3,STAT5B	
BAG2 Signaling Pathway	5.99E-01	6.17E-02	2.000	HSP90AA1,HSPA1A/HSPA1B,Hspa1b,HSPA5,RELB	
Oncostatin M Signaling	5.9E-01	7.14E-02	NaN	RASD1,STAT3,STAT5B	
Telomerase Signaling	5.8E-01	5.83E-02	NaN	ETS2,HDAC11,HDAC5,HSP90AA1,PIK3R1,RASD1	
Phosphatidylglycerol Biosynthesis II (Non-plastidic)	5.75E-01	8.33E-02	NaN	ABHD5,PGS1	
PEDF Signaling	5.72E-01	6.02E-02	NaN	NFKBIA,PIK3R1,RASD1,RELB,ROCK2	
Triacylglycerol Biosynthesis	5.7E-01	6.98E-02	NaN	ABHD5,LIPT2,LPIN2	
Paxillin Signaling	5.56E-01	5.71E-02	0.447	ACTG1,ARFIP2,PIK3R1,PTPN12,RASD1,SRC	
Antioxidant Action of Vitamin C	5.56E-01	5.71E-02	0.000	HMOX1,NFKBIA,RELB,SLC2A5,STAT5B,TNF	
Retinoic acid Mediated Apoptosis Signaling	5.53E-01	6.82E-02	NaN	IRF1,PARP16,TIPARP	
Aryl Hydrocarbon Receptor Signaling	5.5E-01	5.41E-02	1.134	CCND1,CCNE1,HSP90AA1,IL1B,RELB,SRC,TNF,TRIP11	
PTEN Signaling	5.41E-01	5.37E-02	1.000	CCND1,ELP1,FOXO1,FOXO3,PIK3R1,RASD1,RELB,SYNJ2	
Gap Junction Signaling	5.35E-01	5.18E-02	NaN	ACTG1,ADCY9,GJB2,PIK3R1,RASD1,SRC,TUBA1A,TUBA1B,TUBA1C,TUBB4B	
Epithelial Adherens Junction Signaling	5.23E-01	5.3E-02	NaN	ACTG1,MYH14,RASD1,SRC,TUBA1A,TUBA1B,TUBA1C,TUBB4B	
Estrogen Receptor Signaling	5.16E-01	4.8E-02	0.775	ADCY9,ATF4,CCND1,EIF2B4,FBXO32,FOXO1,FOXO3,HES1,HSP90AA1,NDUFA4L2,NDUFS6,PIK3R1,PPARGC1A,PRKAB1,RASD1,RELB,ROCK2,SRC,VEGFA	
Agrin Interactions at Neuromuscular Junction	5.1E-01	5.97E-02	NaN	ACTG1,ERBB3,RASD1,SRC	
Iron homeostasis signaling pathway	4.99E-01	5.3E-02	NaN	BMP2,CDC34,HMOX1,SLC39A14,STAT3,STAT5B,TFRC	
Heme Biosynthesis II	4.95E-01	1.11E-01	NaN	ALAS1	
GDP-glucose Biosynthesis	4.95E-01	1.11E-01	NaN	GCK	
Protein Kinase A Signaling	4.91E-01	4.76E-02	0.000	ADCY9,AKAP8,ATF4,CDC14B,CDC25A,DUSP1,DUSP11,MAP3K1,NFKBIA,PDE12,PDE9A,PPP1R10,PTPN1,PTPN12,PTPN2,RELB,ROCK2,TNS2	
Myc Mediated Apoptosis Signaling	4.85E-01	6.25E-02	NaN	TNF,TNFRSF1A,TNFRSF1B	
Sphingosine-1-phosphate Signaling	4.83E-01	5.36E-02	0.816	ADCY9,CASP4,PIK3R1,RND3,S1PR1,SMPD3	
ErbB Signaling	4.76E-01	5.49E-02	0.000	ERBB3,FOXO1,MAP2K6,PIK3R1,RASD1	
Glioma Invasiveness Signaling	4.71E-01	5.71E-02	NaN	PIK3R1,PLAUR,RASD1,RND3	
HOTAIR Regulatory Pathway	4.71E-01	5.1E-02	1.134	AGO3,ICAM1,IRF1,NFKBIA,PIK3R1,RELB,ROCK2,STAT3	
Acetone Degradation I (to Methylglyoxal)	4.62E-01	6.9E-02	NaN	CYP2B6,CYP4B1	
Crosstalk between Dendritic Cells and Natural Killer Cells	4.6E-01	5.63E-02	NaN	ACTG1,RELB,TNF,TNFRSF1B	
Embryonic Stem Cell Differentiation into Cardiac Lineages	4.58E-01	1E-01	NaN	GATA4	
Glucose and Glucose-1-phosphate Degradation	4.58E-01	1E-01	NaN	GCK	
Calcium Transport I	4.58E-01	1E-01	NaN	ATP2A3	
Melanoma Signaling	4.56E-01	6E-02	NaN	CCND1,PIK3R1,RASD1	
Cell Cycle: G2/M DNA Damage Checkpoint Regulation	4.56E-01	6E-02	NaN	CDC34,GADD45A,WEE1	
Apelin Endothelial Signaling Pathway	4.55E-01	5.11E-02	2.236	ADCY9,HDAC5,ICAM1,PIK3R1,PRKAB1,RASD1,RELB	
Cardiac Hypertrophy Signaling	4.53E-01	4.82E-02	0.302	ADCY9,ADRA1A,EIF2B4,GATA4,MAP2K6,MAP3K1,MAP3K13,MAP3K14,PIK3R1,RASD1,RND3,ROCK2	
GNRH Signaling	4.51E-01	4.95E-02	-0.378	ADCY9,ATF4,MAP2K6,MAP3K1,MAP3K13,MAP3K14,RASD1,RELB,SRC	
Neuregulin Signaling	4.45E-01	5.17E-02	-1.000	ERBB3,HSP90AA1,PIK3R1,RASD1,SRC,STAT5B	
LPS/IL-1 Mediated Inhibition of RXR Function	4.44E-01	4.82E-02	1.897	ALAS1,CYP2B6,CYP7A1,IL1B,MAP3K1,MYD88,PPARGC1A,TNF,TNFRSF1A,TNFRSF1B,TRAF6	
UVC-Induced MAPK Signaling	4.42E-01	5.88E-02	NaN	RASD1,SMPD3,SRC	
ERK/MAPK Signaling	4.4E-01	4.85E-02	1.000	ATF4,DUSP1,ETS2,MKNK2,PIK3R1,PPP1R10,RASD1,RPS6KA5,SRC,STAT3	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	4.27E-01	5.08E-02	NaN	BMP2,FZD7,GATA4,PIK3R1,RASD1,STAT3	
Glycogen Degradation II	4.25E-01	9.09E-02	NaN	GDPGP1	
Purine Nucleotides De Novo Biosynthesis II	4.25E-01	9.09E-02	NaN	PPAT	
Chemokine Signaling	4.13E-01	5.33E-02	NaN	CXCR4,RASD1,ROCK2,SRC	
Neurotrophin/TRK Signaling	4.13E-01	5.33E-02	NaN	ATF4,MAP2K6,PIK3R1,RASD1	
Macropinocytosis Signaling	4.13E-01	5.33E-02	NaN	CSF1,PIK3R1,RASD1,SRC	
Gαq Signaling	4.11E-01	4.85E-02	1.633	ADRA1A,HMOX1,NFKBIA,PIK3R1,RELB,RGS16,RND3,ROCK2	
Circadian Rhythm Signaling	4.09E-01	6.25E-02	NaN	ATF4,PER2	
Renal Cell Carcinoma Signaling	4.03E-01	5.26E-02	NaN	PIK3R1,RASD1,VEGFA,VHL	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	4.02E-01	5.56E-02	NaN	NFKBIA,PIK3R1,RELB	
Virus Entry via Endocytic Pathways	3.97E-01	5.05E-02	NaN	ACTG1,PIK3R1,RASD1,SRC,TFRC	
Cleavage and Polyadenylation of Pre-mRNA	3.96E-01	8.33E-02	NaN	CPSF2	
Bile Acid Biosynthesis, Neutral Pathway	3.96E-01	8.33E-02	NaN	CYP7A1	
Retinoate Biosynthesis I	3.93E-01	6.06E-02	NaN	BMP2,DHRS3	
Pyrimidine Ribonucleotides Interconversion	3.93E-01	6.06E-02	NaN	CTPS1,PCK1	
Reelin Signaling in Neurons	3.85E-01	4.88E-02	-1.633	ARHGEF3,CNR2,MAP2K6,PDK4,PIK3R1,SRC	
Type I Diabetes Mellitus Signaling	3.85E-01	4.56E-02	0.832	IL1B,IRF1,MAP2K6,MAP3K14,MYD88,NFKBIA,RELB,RIPK1,SOCS2,SOCS3,TNF,TNFRSF1A,TNFRSF1B,TRAF6	
Role of NFAT in Cardiac Hypertrophy	3.83E-01	4.65E-02	-0.378	ADCY9,GATA4,HDAC11,HDAC5,MAP2K6,MAP3K1,PIK3R1,RASD1,RCAN1,SRC	
SPINK1 General Cancer Pathway	3.78E-01	5.36E-02	NaN	PIK3R1,RASD1,STAT3	
MIF-mediated Glucocorticoid Regulation	3.77E-01	5.88E-02	NaN	NFKBIA,RELB	
Glycogen Degradation III	3.7E-01	7.69E-02	NaN	GDPGP1	
Phagosome Maturation	3.7E-01	4.73E-02	NaN	CTSC,DYNLL1,TUBA1A,TUBA1B,TUBA1C,TUBB4B,VPS37B	
Role of BRCA1 in DNA Damage Response	3.64E-01	5E-02	0.000	BLM,E2F2,E2F4,GADD45A	
Relaxin Signaling	3.63E-01	4.7E-02	1.000	ADCY9,NFKBIA,PDE12,PDE9A,PIK3R1,RELB,VEGFA	
Pyrimidine Ribonucleotides De Novo Biosynthesis	3.62E-01	5.71E-02	NaN	CTPS1,PCK1	
Opioid Signaling Pathway	3.58E-01	4.51E-02	0.905	ADCY9,ATF4,GRK5,MAP2K6,NFKBIA,RASD1,RGS1,RGS12,RGS16,RGS3,RPS6KA5,SRC	
Ephrin Receptor Signaling	3.47E-01	4.55E-02	0.000	ATF4,CXCR4,MAP3K14,RASD1,RGS3,ROCK2,SRC,STAT3,VEGFA	
Telomere Extension by Telomerase	3.46E-01	7.14E-02	NaN	PINX1	
Choline Biosynthesis III	3.46E-01	7.14E-02	NaN	HMOX1	
Colanic Acid Building Blocks Biosynthesis	3.46E-01	7.14E-02	NaN	GMPPB	
Huntington's Disease Signaling	3.42E-01	4.46E-02	-1.000	ARFIP2,ATF4,CASP4,HDAC11,HDAC5,HSPA1A/HSPA1B,Hspa1b,HSPA5,PIK3R1,POLR2H,SGK1,UBE2S	
mTOR Signaling	3.35E-01	4.5E-02	0.816	DDIT4,HMOX1,PIK3R1,PRKAB1,RASD1,RND3,RPS6KA5,TSC1,VEGFA	
Role of Cytokines in Mediating Communication between Immune Cells	3.34E-01	5.41E-02	NaN	IL1B,TNF	
Notch Signaling	3.34E-01	5.41E-02	NaN	HES1,PSEN2	
Granzyme B Signaling	3.24E-01	6.67E-02	NaN	LMNB2	
IL-2 Signaling	3.24E-01	4.92E-02	NaN	PIK3R1,RASD1,STAT5B	
Thrombin Signaling	3.13E-01	4.41E-02	1.134	ADCY9,ARHGEF3,GATA4,PIK3R1,RASD1,RELB,RND3,ROCK2,SRC	
Mechanisms of Viral Exit from Host Cells	3.09E-01	5.13E-02	NaN	ACTG1,LMNB2	
Estrogen Biosynthesis	3.09E-01	5.13E-02	NaN	CYP2B6,CYP4B1	
White Adipose Tissue Browning Pathway	3.06E-01	4.48E-02	0.000	ADCY9,ATF4,CEBPB,PPARGC1A,PRKAB1,VEGFA	
Extrinsic Prothrombin Activation Pathway	3.05E-01	6.25E-02	NaN	F3	
Chondroitin Sulfate Degradation (Metazoa)	3.05E-01	6.25E-02	NaN	HEXB	
Regulation of Cellular Mechanics by Calpain Protease	3.03E-01	4.6E-02	NaN	CCND1,CCNE1,RASD1,SRC	
Mitotic Roles of Polo-Like Kinase	2.96E-01	4.69E-02	NaN	CDC25A,HSP90AA1,WEE1	
Wnt/Ca+ pathway	2.96E-01	4.69E-02	NaN	ATF4,FZD7,RELB	
Fc Epsilon RI Signaling	2.88E-01	4.42E-02	NaN	MAP2K6,PIK3R1,RASD1,SYNJ2,TNF	
Dermatan Sulfate Degradation (Metazoa)	2.87E-01	5.88E-02	NaN	HEXB	
D-myo-inositol (1,4,5)-trisphosphate Degradation	2.87E-01	5.88E-02	NaN	SYNJ2	
Pregnenolone Biosynthesis	2.87E-01	5.88E-02	NaN	CYP2B6	
Primary Immunodeficiency Signaling	2.86E-01	4.88E-02	NaN	BLNK,UNG	
CXCR4 Signaling	2.82E-01	4.32E-02	0.816	ADCY9,CXCR4,PIK3R1,RASD1,RND3,ROCK2,SRC	
Leukocyte Extravasation Signaling	2.78E-01	4.28E-02	0.378	ACTG1,CLDN14,CXCR4,ICAM1,PIK3R1,ROCK2,SRC,TEC	
MIF Regulation of Innate Immunity	2.75E-01	4.76E-02	NaN	NFKBIA,RELB	
tRNA Splicing	2.75E-01	4.76E-02	NaN	PDE12,PDE9A	
ErbB4 Signaling	2.7E-01	4.48E-02	NaN	PIK3R1,PSEN2,RASD1	
D-myo-inositol (1,3,4)-trisphosphate Biosynthesis	2.69E-01	5.56E-02	NaN	SYNJ2	
FAK Signaling	2.68E-01	4.31E-02	NaN	ACTG1,ASAP1,PIK3R1,RASD1,SRC	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	2.66E-01	4.35E-02	1.000	ACTG1,HMOX1,PIK3R1,SRC	
Gαs Signaling	2.56E-01	4.24E-02	-0.447	ADCY9,ATF4,HCAR2,PTGER2,SRC	
The Visual Cycle	2.54E-01	5.26E-02	NaN	DHRS3	
Histidine Degradation VI	2.54E-01	5.26E-02	NaN	CYP2B6	
Methionine Degradation I (to Homocysteine)	2.54E-01	5.26E-02	NaN	MAT2B	
Ephrin B Signaling	2.39E-01	4.23E-02	NaN	CXCR4,RGS3,ROCK2	
Ephrin A Signaling	2.37E-01	4.35E-02	NaN	PIK3R1,ROCK2	
Melatonin Degradation I	2.37E-01	4.35E-02	NaN	CYP2B6,CYP4B1	
Cysteine Biosynthesis III (mammalia)	2.27E-01	4.76E-02	NaN	MAT2B	
Tumoricidal Function of Hepatic Natural Killer Cells	2.15E-01	4.55E-02	NaN	ICAM1	
Ubiquinol-10 Biosynthesis (Eukaryotic)	2.15E-01	4.55E-02	NaN	CYP2B6	
CDP-diacylglycerol Biosynthesis I	2.15E-01	4.55E-02	NaN	ABHD5	
Pyrimidine Deoxyribonucleotides De Novo Biosynthesis I	2.15E-01	4.55E-02	NaN	PCK1	
Superpathway of D-myo-inositol (1,4,5)-trisphosphate Metabolism	2.03E-01	4.35E-02	NaN	SYNJ2	
Vitamin-C Transport	2.03E-01	4.35E-02	NaN	GJB2	
Dilated Cardiomyopathy Signaling Pathway	-0E00	2.82E-02	NaN	ACTG1,ADCY9,BAG3,MYH14	
Synaptic Long Term Potentiation	-0E00	2.36E-02	NaN	ATF4,PPP1R10,RASD1	
Axonal Guidance Signaling	-0E00	2.66E-02	NaN	BMP2,CXCR4,FZD7,PIK3R1,RASD1,RGS3,ROCK2,SEMA4B,TUBA1A,TUBA1B,TUBA1C,TUBB4B,VEGFA	
