© 2000-2021 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
1D-myo-inositol Hexakisphosphate Biosynthesis V (from Ins(1,3,4)P3)	1.76E00	6.67E-01	NaN	IPMK,IPPK	
PPARα/RXRα Activation	1.75E00	1.25E-01	0.728	ABCA1,ADCY9,BCL3,CLOCK,ELP1,FASN,HSP90B1,IKBKE,IL1B,IRS1,ITGB5,MAP2K3,NFKB2,NFKBIA,NFKBIB,NFKBIE,NR2C2,PPARGC1A,PRKAB1,RALB,RASD1,RELB,STAT5B	
VDR/RXR Activation	1.74E00	1.54E-01	1.633	CD14,CDKN1A,CEBPA,CEBPB,CXCL10,FOXO1,GADD45A,GTF2B,HES1,IGFBP1,LRP5,PRKCZ	
IL-3 Signaling	1.74E00	1.54E-01	0.905	AKT1,CRKL,CSF2RB,FOS,FOXO1,PRKCZ,RALB,RASD1,STAT1,STAT3,STAT5A,STAT5B	
Granulocyte Adhesion and Diapedesis	1.72E00	1.27E-01	NaN	C5AR1,Ccl2,CCL3L3,CCR2,CLDN1,CLDN14,CLDN2,CXCL10,Cxcl11,CXCL13,CXCL2,Cxcl9,CXCR4,FPR2,ICAM1,IL1B,IL1RN,ITGAM,TNF,TNFRSF1A,TNFRSF1B	
GM-CSF Signaling	1.7E00	1.57E-01	1.667	AKT1,CCND1,CISH,CSF2RB,HCK,PIM1,RALB,RASD1,STAT1,STAT3,STAT5B	
Phosphatidylethanolamine Biosynthesis II	1.7E00	3.75E-01	NaN	CHKA,CHKB,SELENOI	
Histidine Degradation III	1.7E00	3.75E-01	NaN	AMDHD1,HAL,MTHFD2	
IL-15 Production	1.69E00	1.37E-01	0.775	AATK,AXL,CLK1,EGFR,EPHA1,ERBB3,FGR,HCK,IRF1,KIT,MAP2K3,NFKB2,PRKCZ,RELB,STAT1,TEC	
Glucocorticoid Receptor Signaling	1.67E00	1.04E-01	NaN	AKT1,CDKN1A,CEBPA,CSF2RB,DUSP1,EGFR,ELP1,ESR1,FOS,G6PC,GABPB1,GJA1,GTF2B,GTF2F1,GTF2F2,GTF2H3,HSP90B1,HSPA4,HSPA5,ICAM1,IKBKE,IL13RA1,IL17RA,IL1B,IL1RN,IL6R,KRT18,KRT23,MYC,NDUFS6,NFKB2,NFKBIA,NFKBIB,NFKBIE,PCK1,PDK4,POLR2H,PRKAB1,RALB,RASD1,RPS6KA5,SERPINE1,SGK1,STAT1,STAT3,STAT5A,STAT5B,TAF1,TAF4B,TAT,TLR2,TNF,TSC22D3,VIPR1	
ERK5 Signaling	1.66E00	1.55E-01	0.632	AKT1,ATF4,CREB3,EGFR,FOS,GNA12,MYC,RALB,RASD1,RPS6KA5,SGK1	
Role of MAPK Signaling in Inhibiting the Pathogenesis of Influenza	1.66E00	1.55E-01	1.508	CXCL10,EIF2AK2,IL1B,MAP2K3,MYD88,NFKB2,NFKBIA,NFKBIB,NFKBIE,PLA2R1,TNF	
Agranulocyte Adhesion and Diapedesis	1.65E00	1.22E-01	NaN	ACTA1,ACTG1,C5AR1,Ccl2,CCL3L3,CCR2,CLDN1,CLDN14,CLDN2,CXCL10,Cxcl11,CXCL13,CXCL2,Cxcl9,CXCR4,ICAM1,IL1B,IL1RN,ITGA6,MYH9,MYO18A,TNF,TNFRSF1A	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	1.64E00	1.24E-01	1.789	AKT1,ELP1,FOS,IKBKE,IRF1,IRF8,MAP3K13,NFKB2,NFKBIA,NFKBIB,NFKBIE,PPM1L,PPP1CA,PPP1R3C,PRKCZ,RELB,RND3,STAT1,TLR2,TNF,TNFRSF1A,TNFRSF1B	
HGF Signaling	1.62E00	1.32E-01	0.632	AKT1,CCND1,CDK2,CDKN1A,CRKL,ETS2,FOS,ITGA6,ITGA8,ITGAM,ITGB5,ITGB8,MAP3K13,PRKCZ,RALB,RASD1,STAT3	
MSP-RON Signaling Pathway	1.58E00	1.64E-01	NaN	ACTA1,ACTG1,CCR2,CSF1,CSF2RB,ITGAM,PRKCZ,TLR2,TNF	
Caveolar-mediated Endocytosis Signaling	1.58E00	1.51E-01	NaN	ACTA1,ACTG1,COPG1,EGFR,FLOT1,ITGA6,ITGA8,ITGAM,ITGB5,ITGB8,PTPN1	
PI3K Signaling in B Lymphocytes	1.56E00	1.28E-01	2.138	AKT1,ATF3,ATF4,ATF6,ATF6B,FOS,IKBKE,IRS1,IRS2,NFKB2,NFKBIA,NFKBIB,NFKBIE,PIK3AP1,PRKCZ,RALB,RASD1,RELB	
NAD Signaling Pathway	1.53E00	1.27E-01	1.213	AKT1,ARNTL,CEBPB,CLOCK,EIF2AK3,GJA1,NFKB2,NMRK1,PARP10,PARP14,PARP9,POLR2H,PPARGC1A,PRKAB1,SREBF1,TIPARP,TP53,VEGFA	
Mechanisms of Viral Exit from Host Cells	1.52E00	1.79E-01	NaN	ACTA1,ACTG1,CHMP4C,LMNB1,LMNB2,PRKCZ,VPS37C	
IL-17A Signaling in Gastric Cells	1.52E00	2.17E-01	1.000	CXCL10,EGFR,FOS,IL17RA,TNF	
Role of JAK1, JAK2 and TYK2 in Interferon Signaling	1.52E00	2.17E-01	NaN	NFKB2,RELB,STAT1,STAT2,STAT3	
Apelin Cardiac Fibroblast Signaling Pathway	1.52E00	2.17E-01	1.342	AGTR1,AKT1,CCN2,PRKAB1,SERPINE1	
ERK/MAPK Signaling	1.47E00	1.17E-01	1.886	ATF4,BCAR1,CREB3,CRKL,DUSP1,ESR1,ETS2,FOS,ITGA6,ITGA8,ITGAM,ITGB5,ITGB8,MKNK2,MYC,PPM1L,PPP1CA,PPP1R3C,RALB,RASD1,RPS6KA5,STAT1,STAT3,TLN2	
Insulin Secretion Signaling Pathway	1.47E00	1.12E-01	2.785	ADCY9,ATF4,BET1L,CREB3,EIF2AK3,EIF2B1,EIF2B2,EIF2B3,EIF2B4,EIF2S1,EIF4A1,EIF4A2,FGR,GOSR2,HCK,PRKCZ,RPS6KA5,SEC61A1,SPCS2,SRP19,SRP54,SRP68,SSR1,SSR2,STAT1,STAT2,STAT3,STAT5A,STAT5B	
Agrin Interactions at Neuromuscular Junction	1.45E00	1.49E-01	1.890	ACTA1,ACTG1,DAG1,EGFR,ERBB3,GABPB1,LAMB1,NRG4,RALB,RASD1	
G-Protein Coupled Receptor Signaling	1.45E00	1.11E-01	NaN	ADCY9,ADRA1A,AGTR1,AKT1,APEX1,ATF4,CREB3,DUSP1,ELP1,FICD,FPR2,GPR17,HCAR2,IKBKE,NFKB2,NFKBIA,NFKBIB,NFKBIE,P2RY13,PDE12,PDE4C,PTGER2,RALB,RASD1,RELB,RGS16,RGS4,S1PR1,STAT3,VIPR1	
Thyroid Cancer Signaling	1.43E00	1.43E-01	0.302	AKT1,CCND1,CXCR4,FOS,FOXO1,IRS1,IRS2,MYC,RALB,RASD1,TP53	
FAK Signaling	1.42E00	1.29E-01	NaN	ACTA1,ACTG1,AKT1,BCAR1,CAPN5,CRKL,EGFR,ITGA6,ITGA8,ITGAM,ITGB5,ITGB8,RALB,RASD1,TLN2	
Growth Hormone Signaling	1.41E00	1.47E-01	-1.265	CEBPA,FOS,IRS1,PRKCZ,RPS6KA5,SOCS3,STAT1,STAT3,STAT5A,STAT5B	
Pyrimidine Ribonucleotides Interconversion	1.39E00	1.82E-01	0.447	CTPS1,DHX29,ENTPD7,NME6,PCK1,SLC25A42	
Ceramide Signaling	1.38E00	1.36E-01	0.632	AKT1,FOS,NFKB2,PPM1L,PRKCZ,RALB,RASD1,RELB,S1PR1,TNF,TNFRSF1A,TNFRSF1B	
HIF1α Signaling	1.36E00	1.14E-01	0.209	AKT1,APEX1,ARNT,CAMK1D,CCNG2,CDKN1A,HK2,HMOX1,HSPA4,HSPA5,IL6R,MAP2K3,MKNK2,PRKCZ,PROK1,RALB,RASD1,RBX1,SAT1,SERPINE1,STAT3,TP53,VEGFA	
FLT3 Signaling in Hematopoietic Progenitor Cells	1.36E00	1.39E-01	1.265	AKT1,ATF4,CREB3,RALB,RASD1,RPS6KA5,STAT1,STAT2,STAT3,STAT5A,STAT5B	
Relaxin Signaling	1.35E00	1.21E-01	-0.632	ADCY9,AKT1,APEX1,FICD,FOS,GNA12,GNAT1,GUCY1A1,NFKB2,NFKBIA,NFKBIB,NFKBIE,PDE12,PDE4C,PRKCZ,RELB,SLC39A7,VEGFA	
RANK Signaling in Osteoclasts	1.34E00	1.35E-01	0.378	AKT1,BIRC2,ELP1,FOS,IKBKE,MAP3K13,NFKB2,NFKBIA,NFKBIB,NFKBIE,RELB,TAB2	
IL-8 Signaling	1.34E00	1.14E-01	2.668	AKT1,CCND1,CCND2,EGFR,ELP1,FOS,GNA12,GNAT1,HMOX1,ICAM1,IKBKE,IRAK3,IRAK4,ITGAM,NFKBIA,NFKBIB,NFKBIE,PRKCZ,PROK1,RALB,RASD1,RND3,VEGFA	
MIF-mediated Glucocorticoid Regulation	1.33E00	1.76E-01	1.342	CD14,NFKB2,NFKBIA,NFKBIB,NFKBIE,RELB	
1D-myo-inositol Hexakisphosphate Biosynthesis II (Mammalian)	1.32E00	2.22E-01	1.000	IPMK,IPPK,SEC16A,SYNJ2	
Triacylglycerol Biosynthesis	1.31E00	1.63E-01	1.134	ABHD5,ELOVL6,LIPT2,LPGAT1,LPIN1,LPIN2,PLPP5	
Assembly of RNA Polymerase I Complex	1.31E00	2.73E-01	NaN	POLR1A,POLR1B,POLR1E	
Crosstalk between Dendritic Cells and Natural Killer Cells	1.3E00	1.41E-01	1.342	ACTA1,ACTG1,CSF2RB,FSCN1,NFKB2,RELB,TLN2,TNF,TNFRSF1B,TNFSF10	
IL-17A Signaling in Airway Cells	1.25E00	1.43E-01	1.414	AKT1,IKBKE,IL17RA,NFKB2,NFKBIA,NFKBIB,NFKBIE,RELB,STAT3	
Lymphotoxin β Receptor Signaling	1.23E00	1.48E-01	2.236	AKT1,BIRC2,ELP1,IKBKE,NFKB2,NFKBIA,RELB,TRAF3	
Telomerase Signaling	1.22E00	1.26E-01	1.667	AKT1,CDKN1A,DKC1,EGFR,ETS2,HDAC11,HDAC5,HSP90B1,MYC,PPM1L,RALB,RASD1,TP53	
PFKFB4 Signaling Pathway	1.22E00	1.56E-01	1.134	ATF4,CREB3,HK2,MAP2K3,RPS6KA5,TP53,XDH	
BER pathway	1.21E00	2.5E-01	NaN	APEX1,LIG3,XRCC1	
p53 Signaling	1.2E00	1.28E-01	-0.816	AKT1,CCND1,CCND2,CDK2,CDKN1A,COQ8A,CSNK1D,GADD45A,GNL3,TIGAR,TP53,TP53INP1	
Role of CHK Proteins in Cell Cycle Checkpoint Control	1.19E00	1.45E-01	-0.378	CDC25A,CDK2,CDKN1A,E2F2,E2F4,HUS1,PPM1L,TP53	
STAT3 Pathway	1.19E00	1.19E-01	1.897	CDC25A,CDKN1A,CISH,CSF2RB,EGFR,IL13RA1,IL17RA,IL1B,IL6R,MYC,PIM1,RALB,RASD1,SOCS3,STAT3,VEGFA	
14-3-3-mediated Signaling	1.19E00	1.2E-01	1.134	AKT1,FOS,FOXO1,PRKCZ,RALB,RASD1,TNF,TNFRSF1A,TSC1,TUBA1A,TUBA1B,TUBA1C,TUBB,TUBB4B,TUBB6	
Antioxidant Action of Vitamin C	1.17E00	1.24E-01	-0.905	CSF2RB,HMOX1,IKBKE,NFKB2,NFKBIA,NFKBIB,NFKBIE,PLA2R1,RELB,STAT5A,STAT5B,TNF,TXNRD1	
Tryptophan Degradation to 2-amino-3-carboxymuconate Semialdehyde	1.13E00	3.33E-01	NaN	AFMID,KYNU	
GDP-mannose Biosynthesis	1.13E00	3.33E-01	NaN	GMPPA,GMPPB	
Lanosterol Biosynthesis	1.11E00	1E00	NaN	LSS	
4-hydroxybenzoate Biosynthesis	1.11E00	1E00	NaN	TAT	
UDP-N-acetyl-D-galactosamine Biosynthesis I	1.11E00	1E00	NaN	GALE	
4-hydroxyphenylpyruvate Biosynthesis	1.11E00	1E00	NaN	TAT	
Endocannabinoid Cancer Inhibition Pathway	1.1E00	1.15E-01	-0.500	ADCY9,AKT1,ATF3,ATF4,CAMKK2,CASP4,CCND1,CCND2,CCNE1,CDKN1A,CREB3,MAP2K3,MYC,PRKAB1,PROK1,VEGFA	
Myc Mediated Apoptosis Signaling	1.1E00	1.46E-01	0.378	IKBKE,MYC,NFKB2,TNF,TNFRSF1A,TNFRSF1B,TP53	
Type II Diabetes Mellitus Signaling	1.1E00	1.13E-01	1.604	ACSL3,AKT1,CEBPB,IKBKE,IRS1,IRS2,NFKB2,NFKBIA,NFKBIB,NFKBIE,PRKAB1,PRKCZ,RELB,SOCS3,TNF,TNFRSF1A,TNFRSF1B	
Role of JAK1 and JAK3 in γc Cytokine Signaling	1.08E00	1.32E-01	NaN	IRS1,IRS2,RALB,RASD1,SOCS3,STAT1,STAT3,STAT5A,STAT5B	
Germ Cell-Sertoli Cell Junction Signaling	1.07E00	1.11E-01	NaN	ACTA1,ACTG1,AKT1,BCAR1,ITGA6,MAP2K3,MAP3K13,RALB,RASD1,RND3,TNF,TNFRSF1A,TUBA1A,TUBA1B,TUBA1C,TUBB,TUBB4B,TUBB6	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	1.06E00	1.06E-01	NaN	ADAMTS4,AKT1,BIRC2,BMP1,CSF1,CSNK1D,ELP1,FOS,FOXO1,FZD7,IKBKE,IL1B,IL1RN,LRP5,MAP2K3,NFKBIA,NFKBIB,NFKBIE,SMAD6,TAB2,TNF,TNFRSF1A,TNFRSF1B	
Colorectal Cancer Metastasis Signaling	1.05E00	1.03E-01	2.132	ADCY9,AKT1,CCND1,E2F4,EGFR,FOS,FZD7,GNA12,GNAT1,IL6R,LRP5,MYC,NFKB2,PROK1,PTGER2,RALB,RASD1,RELB,RND3,STAT1,STAT3,TLR1,TLR2,TNF,TNFRSF1A,TP53,VEGFA	
Tumor Microenvironment Pathway	1.05E00	1.09E-01	2.357	AKT1,CCND1,CSF1,CXCR4,FOS,FOXO1,ICAM1,IL1B,IL6R,MYC,NFKB2,PROK1,RALB,RASD1,RELB,STAT3,TNF,TNFRSF1A,VEGFA	
DNA Double-Strand Break Repair by Non-Homologous End Joining	1.04E00	2.14E-01	NaN	LIG3,LIG4,XRCC1	
Colanic Acid Building Blocks Biosynthesis	1.04E00	2.14E-01	NaN	GALE,GMPPA,GMPPB	
Iron homeostasis signaling pathway	1.03E00	1.14E-01	NaN	ARNT,BMP1,CDC34,EGFR,HMOX1,HPX,IL6R,PCBP1,SLC11A2,SLC39A14,STAT3,STAT5A,STAT5B,STEAP3,TFRC	
Protein Ubiquitination Pathway	1.02E00	1.02E-01	NaN	BIRC2,CDC34,DNAJB11,DNAJB5,DNAJB9,DNAJC11,DNAJC12,DNAJC17,DNAJC5,HSP90B1,HSPA13,HSPA4,HSPA5,HSPB8,HSPH1,RBX1,TAP1,UBE2H,UBE2J2,UBE2S,UBE2U,USO1,USP16,USP18,USP36,USP40,USP42	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	1.02E00	1.12E-01	2.309	C3AR1,C5AR1,DDX58,EIF2AK2,EIF2S1,IFIH1,IL1B,MYD88,NFKB2,PRKCZ,RELB,RNASEL,TLR1,TLR2,TNF,TNFSF10	
Ephrin Receptor Signaling	1.01E00	1.06E-01	1.508	AKT1,ATF4,BCAR1,CREB3,CRKL,CXCR4,EFNA1,EPHA1,GNA12,GNAT1,ITGA6,ITGA8,ITGAM,ITGB5,ITGB8,PROK1,RALB,RASD1,RGS3,STAT3,VEGFA	
Phosphatidylcholine Biosynthesis I	1E00	2.86E-01	NaN	CHKA,CHKB	
Glycoaminoglycan-protein Linkage Region Biosynthesis	1E00	2.86E-01	NaN	B3GAT3,XYLT2	
Ovarian Cancer Signaling	9.96E-01	1.1E-01	2.449	AKT1,CCND1,E2F2,E2F4,EGFR,FZD7,GJA1,HDAC11,HDAC5,PA2G4,PROK1,RALB,RASD1,RBL2,TFDP1,TP53,VEGFA	
IGF-1 Signaling	9.87E-01	1.18E-01	-0.707	AKT1,CCN2,FOS,FOXO1,IGFBP1,IRS1,IRS2,PRKCZ,RALB,RASD1,SOCS3,STAT3	
mTOR Signaling	9.75E-01	1.05E-01	-0.302	AKT1,ATG13,DDIT4,EIF3A,EIF3B,EIF3D,EIF3J,EIF4A1,EIF4A2,HMOX1,IRS1,PPM1L,PRKAB1,PRKCZ,PROK1,RALB,RASD1,RND3,RPS6KA5,TSC1,VEGFA	
Salvage Pathways of Pyrimidine Ribonucleotides	9.75E-01	1.2E-01	-0.632	CDK2,CSNK1D,EIF2AK2,G6PC,GRK5,MAP2K3,NME6,PCK1,PIM1,SGK1,UCK2	
Oncostatin M Signaling	9.67E-01	1.43E-01	0.447	RALB,RASD1,STAT1,STAT3,STAT5A,STAT5B	
IL-17 Signaling	9.59E-01	1.08E-01	1.698	AKT1,CEBPB,Chil3/Chil4,FOS,HSP90B1,IL17RA,IL1B,LCN2,MAP2K3,PROK1,RALB,RASD1,RGS16,TAB2,TNF,TNFSF10,VEGFA	
RAR Activation	9.43E-01	1.05E-01	NaN	ADCY9,AKT1,CSF2RB,DHRS3,DUSP1,FOS,GTF2H3,NFKB2,PNRC1,PPARGC1A,PRKCZ,PRMT1,RELB,SMAD6,SORBS3,STAT5A,STAT5B,TRIM24,VEGFA,ZBTB16	
PEDF Signaling	9.39E-01	1.2E-01	2.236	AKT1,IKBKE,NFKB2,NFKBIA,NFKBIB,NFKBIE,RALB,RASD1,RELB,TP53	
Role of IL-17A in Arthritis	9.24E-01	1.32E-01	NaN	IL17RA,MAP2K3,NFKB2,NFKBIA,NFKBIB,NFKBIE,RELB	
Apelin Endothelial Signaling Pathway	9.24E-01	1.09E-01	1.897	ADCY9,AKT1,ARNT,FOS,GNA12,GNAT1,HDAC5,ICAM1,KLF2,NFKB2,PRKAB1,PRKCZ,RALB,RASD1,RELB	
Paxillin Signaling	9.17E-01	1.14E-01	1.633	ACTA1,ACTG1,ARFIP2,BCAR1,ITGA6,ITGA8,ITGAM,ITGB5,ITGB8,RALB,RASD1,TLN2	
ATM Signaling	9.03E-01	1.16E-01	-0.707	ATF4,BLM,CDC25A,CDK2,CDKN1A,CREB3,GADD45A,H2AX,NFKBIA,PPM1L,TP53	
Neuroinflammation Signaling Pathway	9.03E-01	9.86E-02	3.800	AKT1,ATF4,BACE1,BIRC2,CREB3,CXCL10,ELP1,FOS,HMOX1,ICAM1,IKBKE,IL1B,IL6R,IRAK3,IRAK4,MYD88,NFKB2,PSEN1,PSEN2,RELB,RIPK1,STAT1,TIRAP,TLR1,TLR2,TNF,TNFRSF1A,TRAF3	
Remodeling of Epithelial Adherens Junctions	8.96E-01	1.25E-01	NaN	ACTA1,ACTG1,TUBA1A,TUBA1B,TUBA1C,TUBB,TUBB4B,TUBB6	
Retinoic acid Mediated Apoptosis Signaling	8.93E-01	1.36E-01	2.449	IRF1,PARP10,PARP14,PARP9,TIPARP,TNFSF10	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	8.93E-01	1.3E-01	0.447	AKT1,CRKL,NFKB2,NFKBIA,NFKBIB,NFKBIE,RELB	
IL-15 Signaling	8.79E-01	1.2E-01	0.707	AKT1,MYC,NFKB2,RALB,RASD1,RELB,STAT3,STAT5A,STAT5B	
Pyridoxal 5'-phosphate Salvage Pathway	8.7E-01	1.23E-01	-1.134	CDK2,CSNK1D,EIF2AK2,G6PC,GRK5,MAP2K3,PIM1,SGK1	
UVA-Induced MAPK Signaling	8.57E-01	1.13E-01	1.000	EGFR,FOS,PARP10,PARP14,PARP9,RALB,RASD1,RPS6KA5,STAT1,TIPARP,TP53	
Sumoylation Pathway	8.57E-01	1.13E-01	-1.667	CBX4,CEBPA,DAXX,FOS,ISG20,NFKB2,NFKBIA,RND3,SUMO3,TDG,TP53	
Differential Regulation of Cytokine Production in Intestinal Epithelial Cells by IL-17A and IL-17F	8.42E-01	1.76E-01	NaN	IL1B,LCN2,TNF	
Superpathway of Geranylgeranyldiphosphate Biosynthesis I (via Mevalonate)	8.42E-01	1.76E-01	NaN	COX10,HMGCR,MVD	
Phagosome Formation	8.3E-01	1.07E-01	NaN	C3AR1,C5AR1,ITGA6,ITGA8,ITGAM,ITGB5,ITGB8,MARCO,MRC1,MSR1,PRKCZ,RND3,TLR1,TLR2	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	8.27E-01	1.02E-01	NaN	AGTR1,CCN2,CD14,CSF1,EGFR,ICAM1,IL1B,IL6R,MYH9,MYO18A,NFKB2,PROK1,RELB,SERPINE1,STAT1,TNF,TNFRSF1A,TNFRSF1B,VEGFA	
IL-7 Signaling Pathway	8.27E-01	1.17E-01	0.378	AKT1,CCND1,CDC25A,CDK2,FOXO1,MYC,STAT1,STAT5A,STAT5B	
Spermine Biosynthesis	8.21E-01	5E-01	NaN	AMD1	
S-methyl-5'-thioadenosine Degradation II	8.21E-01	5E-01	NaN	LACC1	
Palmitate Biosynthesis I (Animals)	8.21E-01	5E-01	NaN	FASN	
Xanthine and Xanthosine Salvage	8.21E-01	5E-01	NaN	LACC1	
Fatty Acid Biosynthesis Initiation II	8.21E-01	5E-01	NaN	FASN	
Cardiolipin Biosynthesis II	8.21E-01	5E-01	NaN	PGS1	
Putrescine Biosynthesis III	8.21E-01	5E-01	NaN	ODC1	
Role of IL-17A in Psoriasis	8.12E-01	2.22E-01	NaN	IL17RA,S100A9	
Folate Transformations I	8.12E-01	2.22E-01	NaN	MTHFD2,MTHFR	
Regulation Of The Epithelial Mesenchymal Transition By Growth Factors Pathway	8.12E-01	1.01E-01	0.471	AKT1,EGFR,EGR1,FOS,FOXO1,ID2,IKBKE,IL6R,MAP2K3,NFKB2,OCLN,RALB,RASD1,RELB,STAT3,TNF,TNFRSF1A,TNFRSF1B,TNFSF10	
HMGB1 Signaling	8.01E-01	1.03E-01	2.309	AKT1,FOS,ICAM1,IL1B,KAT2A,MAP2K3,NFKB2,RALB,RASD1,RELB,RND3,SERPINE1,TNF,TNFRSF1A,TNFRSF1B,TNFSF10	
B Cell Receptor Signaling	7.93E-01	1.01E-01	1.807	AKT1,ATF4,CREB3,EGR1,ELP1,FOXO1,IKBKE,MAP2K3,MAP3K13,NFKB2,NFKBIA,NFKBIB,NFKBIE,PIK3AP1,RALB,RASD1,RELB,SYNJ2	
D-myo-inositol (1,3,4)-trisphosphate Biosynthesis	7.85E-01	1.67E-01	NaN	IPMK,SEC16A,SYNJ2	
Glioblastoma Multiforme Signaling	7.72E-01	1.01E-01	2.309	AKT1,CCND1,CCND2,CCNE1,CDK2,CDKN1A,E2F2,E2F4,EGFR,FOXO1,FZD7,MYC,RALB,RASD1,RND3,TP53,TSC1	
Assembly of RNA Polymerase II Complex	7.64E-01	1.25E-01	2.449	GTF2B,GTF2F1,GTF2H3,POLR2H,TAF1,TAF4B	
Superpathway of Cholesterol Biosynthesis	7.62E-01	1.43E-01	2.000	HMGCR,LBR,LSS,MVD	
Cholecystokinin/Gastrin-mediated Signaling	7.54E-01	1.06E-01	1.508	BCAR1,EGFR,FOS,GNA12,IL1B,IL1RN,MAP2K3,PRKCZ,RALB,RASD1,RND3,TNF	
AMPK Signaling	7.54E-01	9.66E-02	-0.471	ADRA1A,AKT1,ATF4,CAMKK2,CCND1,CDKN1A,CREB3,FASN,FOXO1,GNA12,GNAT1,HMGCR,IRS1,IRS2,MAP2K3,PHLPP1,PPARGC1A,PPM1G,PPM1K,PPM1L,PRKAB1,RAB3A,TSC1	
ErbB Signaling	7.54E-01	1.1E-01	1.000	AKT1,EGFR,ERBB3,FOS,FOXO1,MAP2K3,NRG4,PRKCZ,RALB,RASD1	
Gap Junction Signaling	7.4E-01	9.84E-02	NaN	ACTA1,ACTG1,ADCY9,AKT1,CSNK1D,EGFR,GJA1,GJB2,GUCY1A1,PRKCZ,RALB,RASD1,SLC39A7,TUBA1A,TUBA1B,TUBA1C,TUBB,TUBB4B,TUBB6	
NAD biosynthesis II (from tryptophan)	7.4E-01	2E-01	NaN	AFMID,KYNU	
Aldosterone Signaling in Epithelial Cells	7.38E-01	1.01E-01	NaN	DNAJB11,DNAJB5,DNAJB9,DNAJC11,DNAJC12,DNAJC17,DNAJC5,DUSP1,HSP90B1,HSPA13,HSPA4,HSPA5,HSPB8,HSPH1,PRKCZ,SGK1	
Inflammasome pathway	7.35E-01	1.58E-01	NaN	IL1B,MYD88,NFKB2	
PXR/RXR Activation	7.24E-01	1.17E-01	NaN	AKT1,FOXO1,G6PC,IGFBP1,NR1I2,PPARGC1A,TNF	
Melanoma Signaling	7.08E-01	1.2E-01	1.342	AKT1,CCND1,CDKN1A,RALB,RASD1,TP53	
Amyloid Processing	7.08E-01	1.2E-01	NaN	AKT1,BACE1,CAPN5,CSNK1D,PSEN1,PSEN2	
Cell Cycle: G2/M DNA Damage Checkpoint Regulation	7.08E-01	1.2E-01	0.447	CDC34,CDKN1A,CKS1B,GADD45A,TP53,WEE1	
Atherosclerosis Signaling	7.01E-01	1.03E-01	NaN	CCR2,CSF1,CXCR4,F3,ICAM1,IL1B,IL1RN,MSR1,NFKB2,PLA2R1,RELB,TNF	
NGF Signaling	7.01E-01	1.03E-01	1.265	AKT1,ATF4,CREB3,IKBKE,MAP3K13,NFKB2,PRKCZ,RALB,RASD1,RELB,RPS6KA5,TP53	
Hereditary Breast Cancer Signaling	6.95E-01	1.01E-01	NaN	AKT1,BLM,CCND1,CCND2,CDKN1A,GADD45A,H2AX,HDAC11,HDAC5,POLR2H,RALB,RASD1,TP53,WEE1	
Epithelial Adherens Junction Signaling	6.86E-01	9.93E-02	NaN	ACTA1,ACTG1,AKT1,EGFR,MYH9,MYO18A,NECTIN1,RALB,RASD1,TUBA1A,TUBA1B,TUBA1C,TUBB,TUBB4B,TUBB6	
UVB-Induced MAPK Signaling	6.8E-01	1.18E-01	0.000	AKT1,EGFR,FOS,PRKCZ,RPS6KA5,TP53	
UVC-Induced MAPK Signaling	6.8E-01	1.18E-01	0.447	EGFR,FOS,PRKCZ,RALB,RASD1,TP53	
Hematopoiesis from Multipotent Stem Cells	6.74E-01	1.82E-01	NaN	CSF1,THPO	
Glycogen Degradation II	6.74E-01	1.82E-01	NaN	GDPGP1,TYMP	
Renin-Angiotensin Signaling	6.68E-01	1.02E-01	0.000	ADCY9,AGTR1,FOS,NFKB2,PRKCZ,PTGER2,RALB,RASD1,RELB,STAT1,STAT3,TNF	
Guanine and Guanosine Salvage I	6.62E-01	3.33E-01	NaN	LACC1	
Glutathione Biosynthesis	6.62E-01	3.33E-01	NaN	GCLC	
Tetrahydrobiopterin Biosynthesis I	6.62E-01	3.33E-01	NaN	PTS	
Inosine-5'-phosphate Biosynthesis II	6.62E-01	3.33E-01	NaN	ATIC	
Geranylgeranyldiphosphate Biosynthesis	6.62E-01	3.33E-01	NaN	COX10	
Thiosulfate Disproportionation III (Rhodanese)	6.62E-01	3.33E-01	NaN	MOCS3	
Adenine and Adenosine Salvage I	6.62E-01	3.33E-01	NaN	LACC1	
Tetrahydrobiopterin Biosynthesis II	6.62E-01	3.33E-01	NaN	PTS	
Gα12/13 Signaling	6.58E-01	1E-01	0.378	AKT1,CDH4,ELP1,GNA12,IKBKE,NFKB2,NFKBIA,NFKBIB,NFKBIE,RALB,RASD1,RELB,TEC	
Gαq Signaling	6.5E-01	9.7E-02	1.265	ADRA1A,AGTR1,AKT1,GNA12,GNAT1,HMOX1,IKBKE,NFKB2,NFKBIA,NFKBIB,NFKBIE,PRKCZ,RELB,RGS16,RGS4,RND3	
tRNA Splicing	6.36E-01	1.19E-01	1.342	APEX1,FICD,PDE12,PDE4C,TSEN2	
