© 2000-2021 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Choline Biosynthesis III	1.14E00	2.14E-01	NaN	CEPT1,HMOX1,PLD4	
Role of JAK2 in Hormone-like Cytokine Signaling	1.14E00	1.56E-01	NaN	GHR,JAK2,SOCS3,STAT5A,STAT5B	
HGF Signaling	1.14E00	1.09E-01	-1.508	CDK2,CDKN1A,ITGA8,ITGB3,ITGB5,MAP3K13,MAP3K4,MAP3K6,MAP3K8,NRAS,PIK3R1,PRKCD,PRKD3,RAP2A	
eNOS Signaling	1.12E00	1.05E-01	-2.111	AQP1,AQP8,CASP3,CHRNA2,HSP90AA1,HSP90AB1,HSPA1A/HSPA1B,Hspa1b,HSPA4,HSPA8,ITPR3,KDR,PDGFC,PIK3R1,PRKCD,PRKD3	
Toll-like Receptor Signaling	1.11E00	1.22E-01	1.134	CD14,IL18,IL1A,IL1B,SIGIRR,TICAM1,TNF,TNFAIP3,TRAF1	
Dopamine Receptor Signaling	1.11E00	1.22E-01	NaN	COMT,PPP1R10,PPP1R11,PPP1R14A,PPP1R14B,PPP2CA,PPP2R1B,PTS,SLC18A1	
Osteoarthritis Pathway	1.11E00	9.78E-02	0.728	ADAMTS4,ALPL,BMP2,CASP3,CCN4,CNMD,DDIT4,FZD6,FZD7,HES1,IL1B,ITGA8,ITGB3,ITGB5,MYBBP1A,PDGFC,PTCH1,RBP4,S100A8,SERPINA12,SLC39A8,TNF	
Necroptosis Signaling Pathway	1.11E00	1.06E-01	0.775	AXL,CAPN5,DAPK1,DNM1L,NLRP3,PLA2G12A,PPIF,PPP3CC,PYGL,SLC25A3,TICAM1,TIMM10,TNF,TNFSF10,TOMM40	
Erythropoietin Signaling Pathway	1.09E00	1.02E-01	-1.698	HBA1/HBA2,HBB,IL18,IL1A,IL1B,ITPR3,JAK2,NFKBID,NRAS,PIK3R1,PRKCD,PRKD3,RAP2A,STAT5A,STAT5B,TNF,TNFSF10	
IL-8 Signaling	1.09E00	9.9E-02	-1.500	ARAF,ELP1,GNA14,GNG12,HMOX1,ITGB3,KDR,MYL9,NRAS,PDGFC,PIK3R1,PLD4,PRKCD,PRKD3,RAP2A,RHOBTB1,RHOH,RHOU,RND3,TEK	
Induction of Apoptosis by HIV1	1.09E00	1.25E-01	1.414	CASP3,CYCS,DIABLO,ELP1,NFKBID,SLC25A3,TNF,TRAF1	
Mitotic Roles of Polo-Like Kinase	1.09E00	1.25E-01	0.000	FZR1,HSP90AA1,HSP90AB1,PLK2,PLK3,PPP2CA,PPP2R1B,WEE1	
ErbB2-ErbB3 Signaling	1.09E00	1.25E-01	-0.707	ERBB3,MYC,NRAS,NRG4,PIK3R1,RAP2A,STAT5A,STAT5B	
Aspartate Degradation II	1.08E00	2.86E-01	NaN	GOT1,MDH2	
Lymphotoxin β Receptor Signaling	1.07E00	1.3E-01	1.633	CASP3,CYCS,DIABLO,ELP1,NFKBID,PIK3R1,TRAF1	
IL-22 Signaling	1.07E00	1.67E-01	-2.000	IL22RA1,SOCS3,STAT5A,STAT5B	
Spliceosomal Cycle	1.05E00	1.36E-01	2.449	DDX39B,HSPA8,RBM8A,RNF113A,SF3B4,U2AF2	
Glucocorticoid Receptor Signaling	1.02E00	8.65E-02	NaN	ARG2,CDKN1A,CXCL3,DUSP1,ELP1,FKBP5,G6PC,GHR,GTF2F1,HLA-DMA,HLA-DQA1,HLA-DQB1,HSP90AA1,HSP90AB1,HSPA1A/HSPA1B,Hspa1b,HSPA4,HSPA8,IL13RA1,IL17RB,IL1A,IL1B,IL22RA1,JAK2,KRT19,MED1,MT-ND6,MYC,NDUFA8,NDUFAF1,NDUFS6,NFKBID,NR3C2,NRAS,PC,PFKFB1,PIK3R1,PLA2G12A,PPP3CC,RAP2A,RXRG,SERPINE1,STAT5A,STAT5B,TNF	
Role of JAK family kinases in IL-6-type Cytokine Signaling	1.01E00	1.6E-01	NaN	JAK2,SOCS3,STAT5A,STAT5B	
Adrenomedullin signaling pathway	1.01E00	9.74E-02	-0.728	ADM,ARAF,CALCRL,CASP3,CTH,GNA14,IL18,IL1A,IL1B,ITPR3,MAPK15,MAX,NPR1,NRAS,PIK3R1,RAP2A,RXRG,SHF,TNF	
Role of Tissue Factor in Cancer	1E00	1.07E-01	NaN	CASP3,GNA14,IL1B,ITGB3,JAK2,NRAS,PIK3R1,PLAUR,RAP2A,RPS6KA1,STAT5A,STAT5B	
NF-κB Activation by Viruses	1E00	1.15E-01	-0.333	ELP1,ITGB3,NFKBID,NRAS,PIK3R1,PRKCD,PRKD3,RAP2A,TNFRSF14	
IL-3 Signaling	1E00	1.15E-01	-1.667	JAK2,NRAS,PIK3R1,PPP3CC,PRKCD,PRKD3,RAP2A,STAT5A,STAT5B	
Endothelin-1 Signaling	9.87E-01	9.78E-02	-1.500	ARAF,CASP3,ECE2,GNA14,HMOX1,ITPR3,MAPK15,MYC,NPR1,NRAS,PIK3R1,PLA2G12A,PLA2R1,PLD4,PRKCD,PRKD3,RAP2A,SHF	
Acute Myeloid Leukemia Signaling	9.83E-01	1.11E-01	0.000	ARAF,IDH1,MYC,NRAS,PIK3R1,PIM1,PML,RAP2A,STAT5A,STAT5B	
Sucrose Degradation V (Mammalian)	9.75E-01	2.5E-01	NaN	ALDOA,GALM	
Phosphatidylethanolamine Biosynthesis II	9.75E-01	2.5E-01	NaN	CEPT1,ETNK1	
IL-6 Signaling	9.75E-01	1.04E-01	0.302	CD14,ELP1,HSPB1,IL18,IL1A,IL1B,JAK2,NFKBID,NRAS,PIK3R1,RAP2A,SOCS3,TNF	
Ethanol Degradation II	9.67E-01	1.54E-01	-1.000	ACSS2,ADH4,DHRS4,DHRS9	
IL-4 Signaling	9.51E-01	1.13E-01	NaN	HLA-DMA,HLA-DQA1,HLA-DQB1,IL13RA1,JAK2,NR3C2,NRAS,PIK3R1,RAP2A	
Heparan Sulfate Biosynthesis	9.43E-01	1.16E-01	-2.121	AADAC,B3GALT6,Ces2a,Ces2e,CHST7,NDST1,PLA1A,SULT1C2	
Semaphorin Signaling in Neurons	9.39E-01	1.21E-01	NaN	DPYSL2,DPYSL3,PLXNA2,RHOBTB1,RHOH,RHOU,RND3	
Differential Regulation of Cytokine Production in Intestinal Epithelial Cells by IL-17A and IL-17F	9.39E-01	1.76E-01	NaN	IL1A,IL1B,TNF	
γ-linolenate Biosynthesis II (Animals)	9.39E-01	1.76E-01	NaN	ACSL3,FADS2,SLC27A1	
Pregnenolone Biosynthesis	9.39E-01	1.76E-01	NaN	CYP26A1,CYP26B1,CYP4A11	
Cardiac Hypertrophy Signaling	9.36E-01	9.24E-02	-1.342	ADRA1B,CACNA2D4,EIF2B2,EIF2B3,EIF2B4,GATA4,GNA14,GNG12,HSPB1,MAP3K13,MAP3K4,MAP3K6,MAP3K8,MYL9,NRAS,PIK3R1,PPP3CC,RAP2A,RHOBTB1,RHOH,RHOU,RND3,RPS6KA1	
Salvage Pathways of Pyrimidine Ribonucleotides	9.36E-01	1.09E-01	-0.333	ARAF,CDK2,DAPK1,G6PC,GRK5,MAP3K6,MAP3K8,PIM1,PRKCD,PRPF4B	
Sertoli Cell-Sertoli Cell Junction Signaling	9.28E-01	9.5E-02	NaN	ACTG1,CLDN1,CLDN14,EPB41,ITGA8,ITGB3,ITGB5,MAP3K13,MAP3K4,MAP3K6,MAP3K8,NECTIN3,NRAS,OCLN,RAP2A,TJP3,TNF,TUBA8,TUBB	
GM-CSF Signaling	9.17E-01	1.14E-01	-1.633	CISH,JAK2,NRAS,PIK3R1,PIM1,PPP3CC,RAP2A,STAT5B	
Antioxidant Action of Vitamin C	9.07E-01	1.05E-01	0.333	HMOX1,JAK2,NFKBID,PLA2G12A,PLA2R1,PLD4,SLC23A2,STAT5A,STAT5B,TNF,TXNRD3	
JAK/Stat Signaling	9E-01	1.1E-01	-2.333	CDKN1A,CISH,JAK2,NRAS,PIK3R1,RAP2A,SOCS3,STAT5A,STAT5B	
p53 Signaling	8.89E-01	1.06E-01	-1.342	ATM,CDK2,CDKN1A,COQ8A,GADD45A,GADD45B,MED1,PIK3R1,PML,TP53BP2	
Docosahexaenoic Acid (DHA) Signaling	8.89E-01	1.32E-01	NaN	CASP3,CYCS,IL1B,PIK3R1,PNPLA2	
Leucine Degradation I	8.86E-01	2.22E-01	NaN	ACADM,HMGCL	
GDP-glucose Biosynthesis	8.86E-01	2.22E-01	NaN	PGM3,PGM5	
Hepatic Fibrosis Signaling Pathway	8.86E-01	8.64E-02	-0.365	ARAF,CACNA2D4,CASP3,COL3A1,COL5A3,FZD6,FZD7,IL18,IL1A,IL1B,ITGA8,ITGB3,ITGB5,JAK2,KDR,LEPR,MYC,MYL9,NFKBID,NRAS,PDCD4,PDGFC,PIK3R1,PRKCD,PRKD3,PTCH1,RAP2A,RHOBTB1,RHOH,RHOU,RND3,SERPINE1,SUCNR1,TFRC,TNF	
IL-12 Signaling and Production in Macrophages	8.83E-01	1.02E-01	NaN	APOA4,ELP1,IL18,IRF1,JMJD6,MAP3K8,PIK3R1,PRKCD,PRKD3,RBP4,S100A8,TNF	
Mitochondrial L-carnitine Shuttle Pathway	8.83E-01	1.67E-01	NaN	ACSL3,CPT1A,SLC27A1	
B Cell Development	8.76E-01	1.43E-01	NaN	HLA-DMA,HLA-DQA1,HLA-DQB1,Ighd	
3-phosphoinositide Degradation	8.73E-01	9.5E-02	-0.302	ALPL,CA3,DUSP1,EPHX2,G6PC,NUDT2,PPP1R10,PPP1R11,PPP1R14A,PPP1R14B,PPP2CA,PPP2R1B,PPP3CC,PTPMT1,PTPRF,RNGTT,SOCS3	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	8.7E-01	9.58E-02	-0.632	ALPL,CA3,DUSP1,EPHX2,G6PC,NUDT2,PPP1R10,PPP1R11,PPP1R14A,PPP1R14B,PPP2CA,PPP2R1B,PPP3CC,PTPRF,RNGTT,SOCS3	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	8.7E-01	9.58E-02	-0.632	ALPL,CA3,DUSP1,EPHX2,G6PC,NUDT2,PPP1R10,PPP1R11,PPP1R14A,PPP1R14B,PPP2CA,PPP2R1B,PPP3CC,PTPRF,RNGTT,SOCS3	
Integrin Signaling	8.7E-01	9.31E-02	-1.291	ACTG1,ARF4,ARHGAP26,BCAR3,CAPN5,ITGA8,ITGB3,ITGB5,MYL9,NRAS,PIK3R1,RAP2A,RHOBTB1,RHOH,RHOU,RND3,TSPAN2,TSPAN7,ZYX	
HMGB1 Signaling	8.66E-01	9.68E-02	0.577	IL18,IL1A,IL1B,KAT2A,KAT7,NRAS,PIK3R1,RAP2A,RHOBTB1,RHOH,RHOU,RND3,SERPINE1,TNF,TNFSF10	
Maturity Onset Diabetes of Young (MODY) Signaling	8.66E-01	1.11E-01	NaN	ABCC9,APOA4,CACNA2D4,CEL,FABP2,FOXA2,HNF4A,OGDH	
Epoxysqualene Biosynthesis	8.63E-01	5E-01	NaN	FDFT1	
All-trans-decaprenyl Diphosphate Biosynthesis	8.63E-01	5E-01	NaN	PDSS2	
L-DOPA Degradation	8.63E-01	5E-01	NaN	COMT	
Alanine Degradation III	8.63E-01	5E-01	NaN	GPT2	
Alanine Biosynthesis II	8.63E-01	5E-01	NaN	GPT2	
L-cysteine Degradation III	8.63E-01	5E-01	NaN	GOT1	
Spermidine Biosynthesis I	8.63E-01	5E-01	NaN	SRM	
Cysteine Biosynthesis/Homocysteine Degradation	8.63E-01	5E-01	NaN	CTH	
Threonine Degradation II	8.63E-01	5E-01	NaN	GCAT	
Cardiolipin Biosynthesis II	8.63E-01	5E-01	NaN	PTPMT1	
Putrescine Biosynthesis III	8.63E-01	5E-01	NaN	ODC1	
EIF2 Signaling	8.54E-01	9.27E-02	-0.277	AGO1,ATF3,ATF5,EIF2AK4,EIF2B2,EIF2B3,EIF2B4,EIF3B,EIF3D,EIF3J,EIF3K,EIF4A1,MYC,MYCN,NRAS,PIK3R1,RAP2A,SREBF1,TRIB3	
Glioblastoma Multiforme Signaling	8.54E-01	9.52E-02	-1.807	CDK2,CDKN1A,FZD6,FZD7,ITPR3,MYC,NF2,NRAS,PDGFC,PIK3R1,PRKCD,RAP2A,RHOBTB1,RHOH,RHOU,RND3	
Serotonin Degradation	8.51E-01	1.2E-01	-1.633	ADH4,DHRS4,DHRS9,UGT2B17,UGT2B28,UGT2B7	
VEGF Signaling	8.48E-01	1.04E-01	-0.816	ACTG1,EIF2B2,EIF2B3,EIF2B4,ELAVL1,KDR,NRAS,PDGFC,PIK3R1,RAP2A	
Noradrenaline and Adrenaline Degradation	8.36E-01	1.38E-01	-1.000	ADH4,COMT,DHRS4,DHRS9	
IL-17 Signaling	8.33E-01	9.55E-02	0.258	CXCL3,HSP90AA1,HSP90AB1,IL17RB,IL18,IL1A,IL1B,JAK2,NRAS,PDGFC,PIK3R1,RAP2A,RGS16,TNF,TNFSF10	
Heparan Sulfate Biosynthesis (Late Stages)	8.3E-01	1.13E-01	-2.646	AADAC,Ces2a,Ces2e,CHST7,NDST1,PLA1A,SULT1C2	
Histidine Degradation VI	8.3E-01	1.58E-01	NaN	CYP26A1,CYP26B1,CYP4A11	
Methionine Degradation I (to Homocysteine)	8.3E-01	1.58E-01	NaN	AHCYL1,MAT1A,NSUN4	
Inflammasome pathway	8.3E-01	1.58E-01	NaN	IL18,IL1B,NLRP3	
Natural Killer Cell Signaling	8.24E-01	9.41E-02	0.500	COL3A1,COL5A3,HSPA1A/HSPA1B,Hspa1b,HSPA4,HSPA8,IL18,JAK2,MAP3K13,MAP3K4,MAP3K6,MAP3K8,NRAS,PIK3R1,RAP2A,TNFSF10	
CDK5 Signaling	8.24E-01	1.01E-01	-0.632	LAMB1,LAMB3,MAPK15,NRAS,PPP1R10,PPP1R11,PPP1R14A,PPP1R14B,PPP2CA,PPP2R1B,RAP2A	
Senescence Pathway	8.24E-01	8.83E-02	-0.209	ARAF,ATF3,ATM,BHLHE40,CACNA2D4,CAPN5,CDK2,CDKN1A,FZR1,GADD45A,GADD45B,GATA4,IL1A,ITPR3,MAPK15,MCU,NRAS,PIK3R1,PML,PPP2CA,PPP2R1B,PPP3CC,RAP2A,SERPINE1,ZFP36L1	
Calcium Transport I	8.1E-01	2E-01	NaN	ATP2A2,ATP2A3	
γ-glutamyl Cycle	8.1E-01	2E-01	NaN	GCLC,OPLAH	
Glycine Betaine Degradation	8.1E-01	2E-01	NaN	BHMT,BHMT2	
Tight Junction Signaling	7.93E-01	9.3E-02	NaN	ACTG1,BET1L,CLDN1,CLDN14,EPB41,MYH14,MYL9,NECTIN3,NUDT21,OCLN,PPP2CA,PPP2R1B,SMURF1,TIAM1,TJP3,TNF	
Cardiac Hypertrophy Signaling (Enhanced)	7.85E-01	8.27E-02	0.164	ADRA1B,ATP2A2,ATP2A3,CACNA2D4,EIF2B2,EIF2B3,EIF2B4,FGFR2,FZD6,FZD7,GATA4,GDE1,GHR,GNA14,GNG12,HDAC11,HSPB1,IL13RA1,IL17RB,IL18,IL1A,IL1B,IL22RA1,ITGA8,ITGB3,ITGB5,ITPR3,JAK2,MAP3K13,MAP3K4,MAP3K6,MAP3K8,MYC,NPR1,NRAS,PIK3R1,PPP3CC,PRKCD,PRKD3,RAP2A,RCAN1,TNF,TNFSF10	
Endoplasmic Reticulum Stress Pathway	7.83E-01	1.5E-01	NaN	CASP3,ERN1,XBP1	
Acute Phase Response Signaling	7.8E-01	9.25E-02	-0.905	ELP1,HMOX1,IL18,IL1A,IL1B,JAK2,KLKB1,MBL2,NFKBID,NRAS,PIK3R1,RAP2A,RBP4,SERPINE1,SOCS3,TNF	
Remodeling of Epithelial Adherens Junctions	7.8E-01	1.09E-01	NaN	ACTG1,CLIP1,DNM1L,HGS,TUBA8,TUBB,ZYX	
Angiopoietin Signaling	7.72E-01	1.05E-01	-2.646	ELP1,NFKBID,NRAS,PIK3R1,RAP2A,STAT5A,STAT5B,TEK	
Actin Nucleation by ARP-WASP Complex	7.67E-01	1.02E-01	-1.342	ITGA8,ITGB3,ITGB5,NRAS,RAP2A,RHOBTB1,RHOH,RHOU,RND3	
Oncostatin M Signaling	7.59E-01	1.19E-01	-2.236	JAK2,NRAS,RAP2A,STAT5A,STAT5B	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	7.57E-01	9.09E-02	NaN	CD14,COL22A1,COL27A1,COL3A1,COL5A3,CXCL3,FGFR2,IL1A,IL1B,KDR,KLF6,LEPR,MYH14,MYL9,PDGFC,SERPINE1,TNF	
Cell Cycle: G1/S Checkpoint Regulation	7.54E-01	1.08E-01	0.000	ATM,CDC34,CDK2,CDKN1A,HDAC11,MAX,MYC	
HER-2 Signaling in Breast Cancer	7.45E-01	9.04E-02	-0.243	ARAF,ARF4,CASP3,CDKN1A,COX10,COX6C,ERBB3,IL1A,ITGB3,ITGB5,MYC,NFKBID,NRAS,PIK3R1,PRKCD,PRKD3,RAP2A	
Purine Nucleotides De Novo Biosynthesis II	7.42E-01	1.82E-01	NaN	ADSL,PPAT	
Mouse Embryonic Stem Cell Pluripotency	7.3E-01	9.8E-02	0.632	FZD6,FZD7,ID1,ID2,ID3,JAK2,MYC,NRAS,PIK3R1,RAP2A	
Synaptic Long Term Potentiation	7.24E-01	9.45E-02	-1.732	GNA14,ITPR3,NRAS,PPP1R10,PPP1R11,PPP1R14A,PPP1R14B,PPP3CC,PRKCD,PRKD3,RAP2A,RPS6KA1	
TNFR2 Signaling	7.24E-01	1.25E-01	NaN	NFKBID,TNF,TNFAIP3,TRAF1	
Role of CHK Proteins in Cell Cycle Checkpoint Control	7.14E-01	1.09E-01	-0.447	ATM,CDK2,CDKN1A,PPP2CA,PPP2R1B,RFC5	
MSP-RON Signaling Pathway	7.14E-01	1.09E-01	NaN	ACTG1,F11,JAK2,KLKB1,PIK3R1,TNF	
Telomerase Signaling	7.12E-01	9.71E-02	0.707	CDKN1A,HDAC11,HSP90AA1,HSP90AB1,MYC,NRAS,PIK3R1,PPP2CA,PPP2R1B,RAP2A	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	7.1E-01	1.04E-01	1.890	CXCL3,IL18,IL1A,IL1B,NLRP3,TICAM1,TNF	
ErbB4 Signaling	7.1E-01	1.04E-01	-0.816	NRAS,NRG4,PIK3R1,PRKCD,PRKD3,PSEN2,RAP2A	
Methylglyoxal Degradation I	7.03E-01	3.33E-01	NaN	GLO1	
5-aminoimidazole Ribonucleotide Biosynthesis I	7.03E-01	3.33E-01	NaN	PPAT	
Glutathione Biosynthesis	7.03E-01	3.33E-01	NaN	GCLC	
Tetrahydrobiopterin Biosynthesis I	7.03E-01	3.33E-01	NaN	PTS	
D-glucuronate Degradation I	7.03E-01	3.33E-01	NaN	CRYL1	
Inosine-5'-phosphate Biosynthesis II	7.03E-01	3.33E-01	NaN	ADSL	
Geranylgeranyldiphosphate Biosynthesis	7.03E-01	3.33E-01	NaN	COX10	
Thyroid Hormone Biosynthesis	7.03E-01	3.33E-01	NaN	IYD	
Adenine and Adenosine Salvage I	7.03E-01	3.33E-01	NaN	APRT	
Tetrahydrobiopterin Biosynthesis II	7.03E-01	3.33E-01	NaN	PTS	
Glutamate Degradation II	7.03E-01	3.33E-01	NaN	GOT1	
S-adenosyl-L-methionine Biosynthesis	7.03E-01	3.33E-01	NaN	MAT1A	
Aspartate Biosynthesis	7.03E-01	3.33E-01	NaN	GOT1	
Retinoic acid Mediated Apoptosis Signaling	7.01E-01	1.14E-01	0.000	CASP3,CYCS,IRF1,RXRG,TNFSF10	
Tumoricidal Function of Hepatic Natural Killer Cells	6.95E-01	1.36E-01	NaN	CASP3,CYCS,LYVE1	
Ubiquinol-10 Biosynthesis (Eukaryotic)	6.95E-01	1.36E-01	NaN	CYP26A1,CYP26B1,CYP4A11	
TR/RXR Activation	6.88E-01	1E-01	NaN	BCL3,CYP7A1,ENO1,G6PC,MED1,PIK3R1,RXRG,SREBF1	
Role of JAK1 and JAK3 in γc Cytokine Signaling	6.86E-01	1.03E-01	NaN	JAK2,NRAS,PIK3R1,RAP2A,SOCS3,STAT5A,STAT5B	
UDP-N-acetyl-D-galactosamine Biosynthesis II	6.84E-01	1.67E-01	NaN	PGM3,UAP1	
3-phosphoinositide Biosynthesis	6.8E-01	8.81E-02	-0.302	ALPL,CA3,DUSP1,EPHX2,G6PC,NUDT2,PIK3R1,PPP1R10,PPP1R11,PPP1R14A,PPP1R14B,PPP2CA,PPP2R1B,PPP3CC,PTPRF,RNGTT,SOCS3	
Clathrin-mediated Endocytosis Signaling	6.7E-01	8.84E-02	NaN	ACTG1,AP2A2,APOA4,CLTB,DNM1L,F2R,HGS,HSPA8,ITGB3,ITGB5,PDGFC,PIK3R1,PPP3CC,RBP4,S100A8,TFRC	
Cyclins and Cell Cycle Regulation	6.68E-01	9.88E-02	-0.816	ATM,CDC34,CDK2,CDKN1A,HDAC11,PPP2CA,PPP2R1B,WEE1	
Phagosome Formation	6.62E-01	9.16E-02	NaN	ITGA8,ITGB3,ITGB5,MBL2,MSR1,PIK3R1,PRKCD,PRKD3,RHOBTB1,RHOH,RHOU,RND3	
Insulin Secretion Signaling Pathway	6.62E-01	8.49E-02	-1.091	ABCC9,AGO1,BET1L,CACNA2D4,EIF2B2,EIF2B3,EIF2B4,EIF4A1,EIF4EBP3,GHR,GNA14,ITPR3,JAK2,PC,PIK3R1,PRKCD,PRKD3,SEC61B,SEC61G,SRP54,STAT5A,STAT5B	
MIF-mediated Glucocorticoid Regulation	6.6E-01	1.18E-01	1.000	CD14,CD74,NFKBID,PLA2G12A	
IL-23 Signaling Pathway	6.48E-01	1.09E-01	0.447	IL1B,JAK2,PIK3R1,SOCS3,TNF	
D-myo-inositol-5-phosphate Metabolism	6.46E-01	8.74E-02	-0.632	ALPL,CA3,DUSP1,EPHX2,G6PC,NUDT2,PPP1R10,PPP1R11,PPP1R14A,PPP1R14B,PPP2CA,PPP2R1B,PPP3CC,PTPRF,RNGTT,SOCS3	
Superpathway of Inositol Phosphate Compounds	6.42E-01	8.56E-02	-0.832	ALPL,CA3,DUSP1,EPHX2,G6PC,IP6K2,ITPKB,NUDT2,PIK3R1,PPP1R10,PPP1R11,PPP1R14A,PPP1R14B,PPP2CA,PPP2R1B,PPP3CC,PTPRF,RNGTT,SOCS3	
Small Cell Lung Cancer Signaling	6.36E-01	9.47E-02	0.000	CDK2,CYCS,HDAC11,MAX,MYC,NFKBID,PIK3R1,RXRG,TRAF1	
LPS-stimulated MAPK Signaling	6.31E-01	9.64E-02	-0.378	CD14,ELP1,NFKBID,NRAS,PIK3R1,PRKCD,PRKD3,RAP2A	
Cell Cycle Regulation by BTG Family Proteins	6.31E-01	1.14E-01	NaN	BTG1,CDK2,PPP2CA,PPP2R1B	
Mitochondrial Dysfunction	6.25E-01	8.81E-02	NaN	ACO2,CASP3,COX10,COX6C,CPT1A,CYCS,HSD17B10,MT-ND6,NDUFA8,NDUFAF1,NDUFS6,OGDH,PSEN2,TXN2	
ERK5 Signaling	6.25E-01	9.86E-02	0.378	MAP3K8,MYC,NRAS,NTRK1,RAP2A,RPS6KA1,YWHAG	
Role of MAPK Signaling in Inhibiting the Pathogenesis of Influenza	6.25E-01	9.86E-02	0.378	ARAF,CASP3,IL1B,NFKBID,PLA2G12A,PLA2R1,TNF	
Gluconeogenesis I	6.2E-01	1.25E-01	NaN	ALDOA,ENO1,MDH2	
Myc Mediated Apoptosis Signaling	5.99E-01	1.04E-01	1.342	CASP3,CYCS,MAX,MYC,TNF	
Tumor Microenvironment Pathway	5.99E-01	8.62E-02	0.000	ARAF,COL3A1,IDO2,IL1B,ITGB3,JAK2,LEPR,MYC,NRAS,PDGFC,PIK3R1,RAP2A,SLC1A4,TIAM1,TNF	
Pyruvate Fermentation to Lactate	5.93E-01	2.5E-01	NaN	LDHA	
Heme Degradation	5.93E-01	2.5E-01	NaN	HMOX1	
Spermine and Spermidine Degradation I	5.93E-01	2.5E-01	NaN	PAOX	
Arginine Degradation I (Arginase Pathway)	5.93E-01	2.5E-01	NaN	ARG2	
L-cysteine Degradation I	5.93E-01	2.5E-01	NaN	GOT1	
dTMP De Novo Biosynthesis	5.93E-01	2.5E-01	NaN	DHFR	
Acetate Conversion to Acetyl-CoA	5.93E-01	2.5E-01	NaN	ACSS2	
PTEN Signaling	5.88E-01	8.72E-02	1.414	CASP3,CDKN1A,ELP1,FGFR2,GHR,ITGA8,ITGB3,ITGB5,KDR,NRAS,NTRK1,PIK3R1,RAP2A	
Caveolar-mediated Endocytosis Signaling	5.87E-01	9.59E-02	NaN	ACTG1,FLNA,FLNB,ITGA8,ITGB3,ITGB5,MR1	
DNA Double-Strand Break Repair by Non-Homologous End Joining	5.83E-01	1.43E-01	NaN	ATM,XRCC1	
Fatty Acid Activation	5.83E-01	1.43E-01	NaN	ACSL3,SLC27A1	
Phenylalanine Degradation IV (Mammalian, via Side Chain)	5.83E-01	1.43E-01	NaN	ACSF3,GOT1	
Phospholipases	5.8E-01	9.84E-02	-0.816	HMOX1,LIPC,PLA1A,PLA2G12A,PLA2R1,PLD4	
Role of Cytokines in Mediating Communication between Immune Cells	5.75E-01	1.08E-01	NaN	IL18,IL1A,IL1B,TNF	
TWEAK Signaling	5.75E-01	1.08E-01	-1.000	CASP3,CYCS,NFKBID,TRAF1	
p38 MAPK Signaling	5.67E-01	8.93E-02	2.333	DUSP1,HSPB1,IL18,IL1A,IL1B,MAX,MYC,PLA2G12A,RPS6KA1,TNF	
14-3-3-mediated Signaling	5.65E-01	8.8E-02	-0.707	NRAS,PIK3R1,PRKCD,PRKD3,RAP2A,RPS6KA1,SRPK2,TNF,TUBA8,TUBB,YWHAG	
Estrogen-mediated S-phase Entry	5.54E-01	1.15E-01	NaN	CDK2,CDKN1A,MYC	
Apelin Liver Signaling Pathway	5.54E-01	1.15E-01	NaN	COL3A1,COL5A3,TNF	
TNFR1 Signaling	5.53E-01	1E-01	1.000	CASP3,CYCS,NFKBID,TNF,TNFAIP3	
IL-15 Signaling	5.51E-01	9.33E-02	-1.134	JAK2,MYC,NRAS,PIK3R1,RAP2A,STAT5A,STAT5B	
tRNA Charging	5.5E-01	1.05E-01	-1.000	CARS1,MARS2,NARS2,TARS1	
Ceramide Signaling	5.45E-01	9.09E-02	0.000	CYCS,DIABLO,NRAS,PIK3R1,PPP2CA,PPP2R1B,RAP2A,TNF	
Granzyme B Signaling	5.41E-01	1.33E-01	NaN	CASP3,CYCS	
Differential Regulation of Cytokine Production in Macrophages and T Helper Cells by IL-17A and IL-17F	5.41E-01	1.33E-01	NaN	IL1B,TNF	
Superpathway of Citrulline Metabolism	5.41E-01	1.33E-01	NaN	ARG2,ASL	
PAK Signaling	5.39E-01	8.77E-02	-1.134	CASP3,ITGA8,ITGB3,ITGB5,MYL9,NRAS,PDGFC,PIK3R1,RAP2A,TNF	
UVC-Induced MAPK Signaling	5.32E-01	9.8E-02	-1.342	ARAF,NRAS,PRKCD,PRKD3,RAP2A	
RANK Signaling in Osteoclasts	5.29E-01	8.99E-02	0.816	ELP1,MAP3K13,MAP3K4,MAP3K6,MAP3K8,NFKBID,PIK3R1,PPP3CC	
Thyroid Hormone Metabolism II (via Conjugation and/or Degradation)	5.24E-01	1.11E-01	NaN	UGT2B17,UGT2B28,UGT2B7	
Antiproliferative Role of Somatostatin Receptor 2	5.17E-01	9.09E-02	-1.000	CDKN1A,CTH,GNG12,NPR1,NRAS,PIK3R1,RAP2A	
α-Adrenergic Signaling	5.13E-01	8.74E-02	-2.449	GNA14,GNG12,GYS2,ITPR3,NRAS,PRKCD,PRKD3,PYGL,RAP2A	
