© 2000-2021 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	p-value of overlap	B-H corrected p-value	Target Molecules in Dataset	Mechanistic Network
LGR4	 	transmembrane receptor	Activated	2.000	6.75E-03	5.17E-02	CDH1,LHPP,OAT,RDH16	 
ID3	 	transcription regulator	 	1.633	6.84E-03	5.20E-02	GADD45B,HOMER2,INHBB,IRF5,ITGB3,LEPR,NR4A1,REL,SOCS3	 
N-cor	 	group	 	 	6.97E-03	5.27E-02	CIDEC,DHRS3,ELOVL5,LHPP,SREBF1,USP18	33 (2)
TLR9	 	transmembrane receptor	Activated	2.970	7.10E-03	5.28E-02	GADD45B,LIPG,NR4A1,ORMDL1,PHLDA1,SERPINE1,SGPL1,SOCS3,USP18	23 (3)
CASR	 	G-protein coupled receptor	 	-1.912	7.22E-03	5.28E-02	CDH1,CLIP1,DSG1,SOCS3,THBD,TXNIP,UCP2	 
MTORC1	 	complex	 	0.152	7.39E-03	5.28E-02	FDPS,FGF21,KLF4,PPARGC1A	 
PRCP	 	peptidase	 	 	7.41E-03	5.28E-02	KLF4,THBD	 
GCK	-1.227	kinase	 	 	7.41E-03	5.28E-02	CDH1,SREBF1	 
PROC	 	peptidase	 	 	7.41E-03	5.28E-02	SERPINE1,THBD	 
DBI	 	other	 	 	7.41E-03	5.28E-02	ACSS2,LSS	 
HELZ2	 	transcription regulator	 	 	7.41E-03	5.28E-02	LEPR,MOGAT1	 
NDRG1	 	kinase	 	 	7.41E-03	5.28E-02	APOA4,CD82	 
EPO	 	cytokine	 	 	7.41E-03	5.28E-02	SOCS3,TFRC	 
Rhox5	 	transcription regulator	 	 	7.47E-03	5.28E-02	CA3,Cd24a,PPARGC1A	 
GATA6	 	transcription regulator	 	-1.715	7.77E-03	5.40E-02	DLST,FH,HSD3B1,LYVE1,MARCO,SORBS3	 
PRDM1	 	transcription regulator	Inhibited	-2.414	7.77E-03	5.40E-02	AFP,CLDN1,Eci3,Keg1,NLRP12,SLC16A5	 
STAT3	 	transcription regulator	 	0.126	7.80E-03	5.40E-02	CYP26A1,DUSP5,IHH,IRF5,PHLDA1,POLE4,PPARGC1A,SERPINE1,SMAD9,SOCS3,SREBF1,USP18	18 (2)
STAT5A	 	transcription regulator	 	0.555	7.81E-03	5.40E-02	DUSP5,FOSL2,KLF10,RPA1,SOCS3,SREBF1,STAT5B,TNFRSF14	 
ABCB6	 	transporter	 	0.277	8.06E-03	5.51E-02	CYP1A1,CYP2R1,CYP4A11,SLC25A37	 
TEAD4	 	transcription regulator	 	 	8.06E-03	5.51E-02	CIDEC,Elf5,FGFR2,RCAN1	 
CPT1B	 	enzyme	 	0.128	8.46E-03	5.75E-02	ACADL,ACADM,FH,GCK,MGLL,PPARGC1A,PTPRF,SLC27A1,SOCS3,SREBF1	 
MGP	 	other	 	 	8.52E-03	5.76E-02	AFP,CELA1,FOXA3	 
BSCL2	 	other	 	 	8.59E-03	5.77E-02	CIDEC,GCK,MGLL,MOGAT1,SUCNR1	 
SLC13A1	 	transporter	 	0.816	9.09E-03	6.08E-02	ACLY,APOA4,AQP8,FABP2,HSPA8,NRN1	 
EIF4G2	 	translation regulator	 	 	9.76E-03	6.39E-02	KRT19,SERPINE2	 
Cdk	 	group	 	 	9.76E-03	6.39E-02	PPARGC1A,UCP2	 
CYP2E1	 	enzyme	 	 	9.76E-03	6.39E-02	CYP4A11,Cyp4a14	 
DPP4	 	peptidase	 	 	9.76E-03	6.39E-02	CDH1,SREBF1	 
ADRB	 	group	 	1.195	9.85E-03	6.41E-02	FAM214A,FDPS,FGF21,KLF4,LSS,NSDHL,PPARGC1A	 
VDR	 	transcription regulator	 	-1.151	1.00E-02	6.50E-02	CDH1,CLIP1,DSG1,PTPRF,SOCS3,SREBF1,THBD,TXNIP,UCP2	 
LPIN1	 	phosphatase	 	 	1.09E-02	6.93E-02	ACADM,CPT1A,FDPS	 
CLDN6	 	other	 	 	1.09E-02	6.93E-02	CLDN1,ERN1,KLF4	 
FGFR2	-1.079	kinase	 	 	1.09E-02	6.93E-02	HES1,IHH,PLXNB2	 
ZMPSTE24	 	peptidase	 	-0.882	1.12E-02	7.08E-02	FMO2,GADD45B,SOCS3,STAT5B	 
G protein alphai	 	group	 	1.342	1.16E-02	7.30E-02	FOSL2,KLF4,PMVK,SOCS3,USP18	 
KMT2A	 	transcription regulator	 	0.447	1.16E-02	7.30E-02	ADRA1B,MGLL,MYCT1,TRIB1,ZFAND2A	 
Tcf7	 	transcription regulator	 	0.000	1.18E-02	7.32E-02	FDPS,GSAP,NRN1,PHLDA1,Prg4,REL,SC5D,SOCS3,TLCD5,TOX	 
CCNC	 	other	 	 	1.22E-02	7.32E-02	FGF21,PPARGC1A,SREBF1	 
ITCH	 	enzyme	 	 	1.22E-02	7.32E-02	ELOVL5,SC5D,TFRC	 
BCAP31	 	transporter	 	 	1.22E-02	7.32E-02	ERN1,GCK,SREBF1	 
PTEN	 	phosphatase	 	-0.333	1.22E-02	7.32E-02	ACAA1,CA3,CA8,CDH1,CLDN1,EHHADH,FDPS,HADHB,LHPP,LSS,PPARGC1A,SOCS3,SREBF1,VNN1	 
IKBKB	 	kinase	 	0.371	1.22E-02	7.32E-02	Ccl9,CDH1,GRN,ITGB3,RCAN1,REL,SERPINE2,SOCS3,TNFAIP2	 
KRAS	 	enzyme	 	 	1.22E-02	7.32E-02	ACLY,ADH4,CDH1,MYCN,PEG3,POR,SREBF1,TXNIP	 
Hsp90	 	group	 	 	1.24E-02	7.32E-02	HSPA1A/HSPA1B,ZFAND2A	 
LPCAT3	 	enzyme	 	 	1.24E-02	7.32E-02	CPT1A,Cyp4a14	 
BMX	 	kinase	 	 	1.24E-02	7.32E-02	HSPA1A/HSPA1B,PPARGC1A	 
Mup1 (includes others)	 	other	 	 	1.24E-02	7.32E-02	MLXIPL,PPARGC1A	 
KCNJ11	 	ion channel	 	 	1.24E-02	7.32E-02	ACADM,PPARGC1A	 
HIF1A	 	transcription regulator	 	0.098	1.27E-02	7.45E-02	ITGB3,NR4A1,REL,SERPINE1,SLC25A37,SOCS3,TFRC,TNFAIP2	 
FOXA2	 	transcription regulator	 	-1.026	1.36E-02	7.94E-02	Akr1c14,CA3,CPT1A,CYP26A1,DCT,GCK,MLXIPL,SH3PXD2A	 
PF4	 	cytokine	 	1.131	1.39E-02	8.12E-02	KLF4,MYCN,REL,USP18	 
TRPM8	 	ion channel	 	 	1.53E-02	8.86E-02	HSPA1A/HSPA1B,RBM3	 
NR4A1	4.232	ligand-dependent nuclear receptor	 	1.369	1.66E-02	9.51E-02	ACLY,DLST,EHF,FGF21,GCK,NR4A1,PPA1,SERPINE1,SREBF1	 
ID2	 	transcription regulator	 	1.134	1.76E-02	9.51E-02	GADD45B,HOMER2,INHBB,IRF5,ITGB3,LEPR,NR4A1,REL,SOCS3	 
MTOR	 	kinase	Activated	2.759	1.77E-02	9.51E-02	ACADL,ACADM,CNP,FDPS,MLXIPL,PPARGC1A,SOCS3,TXNIP	 
RETNLB	 	other	 	-1.342	1.79E-02	9.51E-02	Ccl9,IL13RA1,MYCT1,NR4A1,STOM	 
RXRA	 	ligand-dependent nuclear receptor	 	-0.246	1.81E-02	9.51E-02	ACADM,Ccl9,CYP4A11,GCLC,MARCO,SREBF1	 
ARNTL	 	transcription regulator	 	-1.969	1.83E-02	9.51E-02	GCK,IHH,MLXIPL,SREBF1	 
ATF2	 	transcription regulator	 	 	1.83E-02	9.51E-02	DUSP5,FGF21,PPARGC1A	 
MBOAT7	 	enzyme	 	 	1.84E-02	9.51E-02	ACLY,ACSS2	 
SUMO1	 	enzyme	 	 	1.84E-02	9.51E-02	ABCB11,CIDEC	 
Ncoa6	 	transcription regulator	 	 	1.84E-02	9.51E-02	SERPINE1,SREBF1	 
Mlcp	 	complex	 	 	1.94E-02	9.51E-02	NR4A1	 
Ikb	 	group	 	 	1.94E-02	9.51E-02	NR4A1	 
Mitochondrial complex 1	 	complex	 	 	1.94E-02	9.51E-02	PPARGC1A	 
Tug1	 	other	 	 	1.94E-02	9.51E-02	PPARGC1A	 
ZMIZ1	 	transcription regulator	 	 	1.94E-02	9.51E-02	SERPINE1	 
FXN	 	kinase	 	 	1.94E-02	9.51E-02	ACLY	 
TTL	 	enzyme	 	 	1.94E-02	9.51E-02	CLIP1	 
Ctf2	 	cytokine	 	 	1.94E-02	9.51E-02	SOCS3	 
SLC17A6	 	transporter	 	 	1.94E-02	9.51E-02	NR4A1	 
ESRP2	 	other	 	 	1.94E-02	9.51E-02	CDH1	 
OSBP	 	transporter	 	 	1.94E-02	9.51E-02	SREBF1	 
9530018H14Rik	 	other	 	 	1.94E-02	9.51E-02	CDH1	 
PROTEASE	 	group	 	 	1.94E-02	9.51E-02	HSD3B1	 
TOMM22	 	transporter	 	 	1.94E-02	9.51E-02	HSD3B1	 
JMJD6	 	transmembrane receptor	 	 	1.94E-02	9.51E-02	GRN	 
APC2	 	enzyme	 	 	1.94E-02	9.51E-02	CDH1	 
OSTN	 	other	 	 	1.94E-02	9.51E-02	PPARGC1A	 
FGF20	 	growth factor	 	 	1.94E-02	9.51E-02	MAP3K4	 
GDF2	 	growth factor	 	 	1.94E-02	9.51E-02	LYVE1	 
ASCL5	 	transcription regulator	 	 	1.94E-02	9.51E-02	CDH1	 
KLK6	 	peptidase	 	 	1.94E-02	9.51E-02	CDH1	 
FAIM	 	other	 	 	1.94E-02	9.51E-02	NR4A1	 
PRDM14	 	transcription regulator	 	 	1.94E-02	9.51E-02	POLE4	 
TIMM50	 	phosphatase	 	 	1.94E-02	9.51E-02	HSD3B1	 
A130040M12Rik	 	other	 	 	1.94E-02	9.51E-02	RAB23	 
Kap	 	other	 	 	1.94E-02	9.51E-02	Cyp4a14	 
INHBC	 	growth factor	 	 	1.94E-02	9.51E-02	INHBE	 
SMC1A	 	transporter	 	 	1.94E-02	9.51E-02	POLE4	 
TSHZ3	 	transcription regulator	 	-0.849	1.95E-02	9.51E-02	FOSL2,NR4A1,TXNIP,ZNF616	 
ADAMTS18	 	peptidase	 	 	2.00E-02	9.68E-02	FGFR2,LAMB3,MMP15	 
FECH	 	enzyme	 	 	2.00E-02	9.68E-02	APOA4,CYP2C8,CYP4A11	 
HOXC6	 	transcription regulator	 	 	2.00E-02	9.68E-02	BCO2,CHRNA2,FGFR2	 
Nr1h	 	group	Inhibited	-2.426	2.13E-02	1.03E-01	ACLY,ATP1B1,GCK,MLXIPL,PPARGC1A,SREBF1	 
NR5A2	 	ligand-dependent nuclear receptor	 	0.000	2.18E-02	1.03E-01	ABCB11,CELA1,GOT1,Hspa1b,POLE4	 
ARV1	 	transporter	 	 	2.19E-02	1.03E-01	FGF21,SREBF1	 
SLC30A7	 	transporter	 	 	2.19E-02	1.03E-01	EPHX2,SLC27A1	 
SLC22A5	1.048	transporter	 	 	2.19E-02	1.03E-01	ACADL,ACADM,HADHB	 
AGTR1	 	G-protein coupled receptor	 	 	2.19E-02	1.03E-01	Gstm6,SERPINE1,TXNIP	 
MALAT1	 	other	 	 	2.38E-02	1.12E-01	CA3,CIDEC,Neat1	 
SOX2	 	transcription regulator	 	0.507	2.41E-02	1.13E-01	CNP,Elf5,GADD45B,GCK,KLF4,KRT19,MYCN,POLE4,RASGEF1B,RCAN1,Slc22a21	 
BCO1	 	enzyme	 	 	2.55E-02	1.18E-01	BCO2,DECR1	 
MAPKAP1	 	other	 	 	2.55E-02	1.18E-01	PHF11,SREBF1	 
KDM5B	 	transcription regulator	 	 	2.55E-02	1.18E-01	Elf5,FGFR2	 
IKBKG	 	kinase	 	0.000	2.58E-02	1.18E-01	Ccl9,GRN,RCAN1,SERPINE2,SOCS3,TNFAIP2	 
26s Proteasome	 	complex	 	 	2.58E-02	1.18E-01	HSD3B1,SOCS3,TXNIP	 
NCSTN	 	peptidase	 	 	2.58E-02	1.18E-01	Ccl9,GRN,HES1	 
TCR	 	complex	 	1.982	2.61E-02	1.18E-01	CDH1,GADD45B,MYCN,NR4A1,REL	 
NR1H2	 	ligand-dependent nuclear receptor	 	-1.859	2.61E-02	1.18E-01	ABCA2,CDH1,FDPS,GCK,SREBF1	 
MET	 	kinase	 	0.277	2.61E-02	1.18E-01	CDH1,CLDN1,GCLC,Hspa1b,SOCS3	 
IRS1	 	enzyme	 	-1.808	2.68E-02	1.21E-01	GCK,KLF4,PPARGC1A,PTPRF,SREBF1,UCP2	 
TP63	 	transcription regulator	 	-1.000	2.73E-02	1.23E-01	FGFR2,HES1,REL,SLC41A2,ULK2	 
KMT2D	 	transcription regulator	 	1.890	2.75E-02	1.23E-01	ACADM,Acot1,ASL,PAOX,POLE4,XKRX,ZNF23	 
FOXA1	 	transcription regulator	 	-1.067	2.92E-02	1.29E-01	Akr1c14,DCT,MLXIPL,PFKFB1	 
JINK1/2	 	group	 	 	2.94E-02	1.29E-01	MLXIPL,SREBF1	 
ADRB3	 	G-protein coupled receptor	 	 	2.94E-02	1.29E-01	PPARGC1A,UCP2	 
FOXC2	 	transcription regulator	 	 	2.94E-02	1.29E-01	CDH1,ITGB3	 
SFPQ	 	other	 	 	2.94E-02	1.29E-01	RAB23,SRMS	 
CHUK	 	kinase	 	0.000	2.98E-02	1.30E-01	Ccl9,GRN,RCAN1,SERPINE2,SOCS3,TNFAIP2	 
CD44	 	other	 	 	2.98E-02	1.30E-01	ABCA2,CELA1,CIDEC,FKBP5,MOGAT1,NPNT	 
Histone h3	 	group	 	 	3.00E-02	1.30E-01	ADRA1B,AFP,FGFR2,HES1,MGLL,PPARGC1A,SOCS3,SREBF1,TRIB1	 
IGF1R	 	transmembrane receptor	 	-0.128	3.00E-02	1.30E-01	ACADM,ALDOA,GCK,INHBB,KRT19,LASP1,RBM3,SLC25A20,SREBF1	 
Pka	 	complex	 	 	3.01E-02	1.30E-01	FGF21,NR4A1,SREBF1	 
TAF4	 	transcription regulator	 	0.000	3.23E-02	1.38E-01	CDH1,CLDN1,EHF,KLF4,PPARGC1A	 
PIN1	 	enzyme	 	 	3.24E-02	1.38E-01	HES1,PPARGC1A,PTCRA	 
GNAQ	 	enzyme	 	 	3.24E-02	1.38E-01	SERPINE1,SOCS3,THBD	 
Foxp1	 	transcription regulator	 	 	3.24E-02	1.38E-01	MYCN,PPARGC1A,RASD1	 
CHD7	 	enzyme	 	 	3.35E-02	1.40E-01	MYCN,POLE4	 
SKP2	 	other	 	 	3.35E-02	1.40E-01	CDH1,USP18	 
FKBP5	1.136	enzyme	 	 	3.35E-02	1.40E-01	PPARGC1A,UCP2	 
SERTAD2	 	transcription regulator	 	 	3.35E-02	1.40E-01	ECH1,PPARGC1A	 
NOX4	 	enzyme	 	 	3.35E-02	1.40E-01	GCLC,SERPINE1	 
PDX1	 	transcription regulator	 	 	3.50E-02	1.40E-01	ARL4D,GCK,KLF10,RHOBTB1,TXNIP	 
TLR3	 	transmembrane receptor	Activated	2.607	3.50E-02	1.40E-01	GADD45B,LIPG,NR4A1,PHLDA1,SERPINE1,SOCS3,USP18	 
INHA	 	growth factor	 	-1.387	3.64E-02	1.40E-01	HSD17B2,INHBB,KRT19,TBCEL,TP53INP1	 
MEX3A	 	other	 	 	3.72E-02	1.40E-01	ACADL,CIDEC,PPARGC1A	 
MEN1	 	transcription regulator	 	 	3.72E-02	1.40E-01	CDH1,FKBP5,INHBB	 
EIF2S1	 	translation regulator	 	 	3.72E-02	1.40E-01	IFRD1,PHLDA1,PLIN4	 
MAF	 	transcription regulator	 	 	3.72E-02	1.40E-01	ACSS2,LSS,PMVK	 
MED13	 	transcription regulator	 	 	3.72E-02	1.40E-01	CIDEC,PCSK9,Sik1	 
Brd4	 	kinase	 	 	3.76E-02	1.40E-01	BLNK,CDH1,KLF4,POLE4	 
ALDH1A1	 	enzyme	 	 	3.78E-02	1.40E-01	ACADM,MLXIPL	 
FKBP4	 	enzyme	 	 	3.78E-02	1.40E-01	IHH,SREBF1	 
NT5E	 	phosphatase	 	 	3.78E-02	1.40E-01	IL13RA1,SERPINE1	 
ADIPOR1	 	transmembrane receptor	 	 	3.78E-02	1.40E-01	ACADM,PPARGC1A	 
GNRH1	 	other	 	 	3.78E-02	1.40E-01	HSD3B1,INHBB	 
KCP	 	other	 	 	3.85E-02	1.40E-01	PPARGC1A	 
atypical protein kinase C	 	group	 	 	3.85E-02	1.40E-01	SREBF1	 
SSBP2	 	transcription regulator	 	 	3.85E-02	1.40E-01	PTCRA	 
TFCP2L1	 	transcription regulator	 	 	3.85E-02	1.40E-01	POLE4	 
HMG20A	 	transcription regulator	 	 	3.85E-02	1.40E-01	CDH1	 
KLF14	 	transcription regulator	 	 	3.85E-02	1.40E-01	PPARGC1A	 
ECI1	0.635	enzyme	 	 	3.85E-02	1.40E-01	CYP4A11	 
MLXIP	 	transcription regulator	 	 	3.85E-02	1.40E-01	TXNIP	 
CHRNA1	 	transmembrane receptor	 	 	3.85E-02	1.40E-01	CDH1	 
E2F5	 	transcription regulator	 	 	3.85E-02	1.40E-01	SERPINE1	 
AKAP12	 	transporter	 	 	3.85E-02	1.40E-01	CDH1	 
MED12	 	transcription regulator	 	 	3.85E-02	1.40E-01	POLE4	 
PTK6	-1.739	kinase	 	 	3.85E-02	1.40E-01	FABP2	 
CCL1	 	cytokine	 	 	3.85E-02	1.40E-01	SERPINE1	 
LHB	 	other	 	 	3.85E-02	1.40E-01	HSD3B1	 
KLHL40	 	other	 	 	3.85E-02	1.40E-01	TP53INP1	 
STRA6	 	transporter	 	 	3.85E-02	1.40E-01	SOCS3	 
EEF1D	 	translation regulator	 	 	3.85E-02	1.40E-01	CDH1	 
THRSP	 	other	 	 	3.85E-02	1.40E-01	ACLY	 
HES7	 	transcription regulator	 	 	3.85E-02	1.40E-01	HES1	 
CHGA	 	other	 	 	3.85E-02	1.40E-01	SERPINE2	 
GCKR	 	other	 	 	3.85E-02	1.40E-01	GCK	 
NR1D2	 	ligand-dependent nuclear receptor	 	 	3.85E-02	1.40E-01	FGF21	 
MXD3	 	transcription regulator	 	 	3.85E-02	1.40E-01	MYCN	 
GAPDH	 	enzyme	 	 	3.85E-02	1.40E-01	TXNIP	 
DVL2	 	other	 	 	3.85E-02	1.40E-01	PLXNA2	 
CRTAP	 	other	 	 	3.85E-02	1.40E-01	SERPINE1	 
HSPA1A/HSPA1B	2.191	enzyme	 	 	3.85E-02	1.40E-01	Hspa1b	 
RNF11	 	enzyme	 	 	3.85E-02	1.40E-01	SERPINE1	 
VPS26B	 	transporter	 	 	3.85E-02	1.40E-01	SORT1	 
Histone h4	 	group	 	 	3.94E-02	1.43E-01	HES1,SHANK2,SOCS3,SREBF1	 
LEF1	 	transcription regulator	 	-0.447	4.08E-02	1.47E-01	GSAP,NRN1,PHLDA1,Prg4,TLCD5	 
CFB	 	peptidase	 	 	4.23E-02	1.51E-01	SREBF1,THBD	 
SENP1	 	peptidase	 	 	4.23E-02	1.51E-01	Ccl9,UCP2	 
SCP2	 	transporter	 	 	4.23E-02	1.51E-01	ACAA1,AKR1C4	 
ATP7B	 	transporter	 	 	4.24E-02	1.51E-01	ACLY,FDPS,LSS	 
FST	 	other	 	 	4.24E-02	1.51E-01	INHBB,PPARGC1A,UCP2	 
SP3	 	transcription regulator	 	 	4.51E-02	1.59E-01	KLF4,PTCRA,SREBF1	 
RAC2	 	enzyme	 	 	4.51E-02	1.59E-01	ALDOA,Cd24a,NR4A1	 
P2RY6	 	G-protein coupled receptor	 	 	4.69E-02	1.63E-01	ACADM,PPARGC1A	 
PRDM16	 	transcription regulator	 	 	4.69E-02	1.63E-01	FGF21,PPARGC1A	 
KLF5	 	transcription regulator	 	 	4.69E-02	1.63E-01	ACADM,UCP2	 
IRF6	 	transcription regulator	 	 	4.69E-02	1.63E-01	PPARGC1A,RCAN1	 
PRKAA1	 	kinase	 	1.213	4.71E-02	1.63E-01	FGFR2,IL13RA1,OAT,PPARGC1A,SOCS3	 
SP1	 	transcription regulator	 	0.000	4.71E-02	1.63E-01	Hspa1b,KLF4,PTCRA,SERPINE2,SREBF1	 
RARB	 	ligand-dependent nuclear receptor	 	-1.342	4.71E-02	1.63E-01	APOA4,CYP26A1,DHRS3,FGF21,KLF4	 
HRH3	 	G-protein coupled receptor	 	 	4.79E-02	1.65E-01	Acot1,ACOT2,Aldh1a7	 
NRIP1	 	transcription regulator	 	 	4.79E-02	1.65E-01	HADHB,OPLAH,SLC25A20	 
PAX7	 	transcription regulator	 	0.000	4.94E-02	1.70E-01	Cd24a,IL13RA1,NPNT,PEG3	 
AR	 	ligand-dependent nuclear receptor	 	-1.066	4.97E-02	1.70E-01	AQP8,AVPR1A,Cd24a,CDH1,FGFR2,FKBP5,HSD3B1,PTPRF,SLC41A2,TBC1D8,TIMM10,TNFAIP2	 
ADAM12	 	peptidase	 	1.980	5.59E-02	1.72E-01	Ccl9,LAMB3,SERPINE1,SERPINE2	 
MYC	 	transcription regulator	 	1.968	6.70E-02	1.95E-01	ALDOA,CIDEC,CNP,GOT1,OAT,RCAN1,SERPINE1,SREBF1,TFRC	 
SMAD3	 	transcription regulator	 	1.948	9.69E-02	2.24E-01	CYP1A1,JUND,POLE4,PPARGC1A,SERPINE1	 
NR1H3	 	ligand-dependent nuclear receptor	Inhibited	-2.155	1.04E-01	2.35E-01	ABCA2,FDPS,GCK,ITGB3,PPARGC1A,SREBF1,TRIB1	 
RARA	 	ligand-dependent nuclear receptor	Inhibited	-2.000	1.24E-01	2.52E-01	CYP26A1,DHRS3,FOSL2,KLF4	 
BCL6	 	transcription regulator	Activated	2.236	1.68E-01	3.00E-01	Acaa1b,DECR1,EHHADH,HADHB,IL13RA1	 
RICTOR	 	other	 	-1.992	2.58E-01	3.75E-01	GCK,LEPR,LHPP,PHF11,PPA1,SREBF1,SUCNR1	 
THRB	 	ligand-dependent nuclear receptor	 	-1.982	4.73E-01	5.54E-01	FDPS,MLXIPL,NUDT7,STAT5B	 
