© 2000-2021 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Xenobiotic Metabolism PXR Signaling Pathway	2.77E00	1.54E-01	-2.746	ALDH8A1,CDK2,Ces1g,CHST10,CITED2,CYP2C8,GSTA3,GSTA5,GSTM1,GSTM2,Gstm3,Gstm6,GSTT2/GSTT2B,HSP90AA1,HSP90AB1,NDST1,PPP1R10,PPP1R3C,PRKAR2A,PRKCA,PRKCD,PRKD3,SULT1C2,UGT2B17,UGT2B28,UGT2B7	
Huntington's Disease Signaling	2.76E00	1.38E-01	-1.604	CAPN10,CASP3,CASP4,CLTB,CREB3,GNA11,GNA14,GNG12,GNG2,HDAC11,HDAC9,HSPA14,HSPA1A/HSPA1B,Hspa1b,HSPA4,HSPA8,NTRK1,PIK3CB,PIK3R5,PLCB2,POLR2H,PRKCA,PRKCD,PRKD3,PSMA7,PSMB4,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMD12,PSMD3,PSMD4,PSMD6,SGK1,TGM2	
IL-17A Signaling in Airway Cells	2.74E00	2.06E-01	0.905	CXCL3,IKBKB,IL17RA,JAK3,MAPK14,NFKB2,NFKBID,NFKBIE,PIK3CB,PIK3R5,REL,RELB,STAT3	
Death Receptor Signaling	2.74E00	1.81E-01	-0.535	ACTG1,BIRC2,CASP3,ELP1,GAS2,HSPB1,IKBKB,MAP3K14,NFKB2,NFKBID,NFKBIE,REL,RELB,TIPARP,TNF,TNFRSF1A,TNFRSF1B	
Glutaryl-CoA Degradation	2.74E00	3.53E-01	0.816	ACAT2,CA1,EHHADH,HADHA,HADHB,HSD17B10	
Nicotine Degradation II	2.72E00	2.14E-01	-2.309	Aox3,CYP1A1,CYP1A2,CYP2C18,CYP2C8,CYP4B1,FMO2,INMT,POR,UGT2B17,UGT2B28,UGT2B7	
PI3K/AKT Signaling	2.72E00	1.47E-01	1.807	ELP1,FOXO1,FOXO3,GHR,HSP90AA1,HSP90AB1,IKBKB,IL17RA,IL22RA1,IL6R,ITGA8,ITGB3,ITGB5,ITGB8,JAK3,MAP3K8,NFKB2,NFKBID,NFKBIE,NOS3,PIK3CB,PPP2R1B,PPP2R5E,RAP2A,REL,RELB,SYNJ2,TSC1,YWHAG	
eNOS Signaling	2.72E00	1.57E-01	-2.668	ADCY1,ADCY9,AQP1,AQP8,CASP3,GUCY1A1,HSP90AA1,HSP90AB1,HSPA14,HSPA1A/HSPA1B,Hspa1b,HSPA4,HSPA8,ITPR3,NOS3,PIK3CB,PIK3R5,PRKAB1,PRKAB2,PRKAR2A,PRKCA,PRKCD,PRKD3,VEGFA	
April Mediated Signaling	2.71E00	2.38E-01	0.378	ELP1,IKBKB,MAP3K1,MAP3K14,MAPK14,NFKB2,NFKBID,NFKBIE,REL,RELB	
Acetone Degradation I (to Methylglyoxal)	2.7E00	2.76E-01	-1.134	CYP1A1,CYP1A2,CYP2C18,CYP2C8,CYP4A11,CYP4B1,POR,PTGR1	
Vitamin-C Transport	2.69E00	3.04E-01	-1.134	AKR1C4,GJB2,SLC23A2,SLC2A1,STOM,TXNRD1,TXNRD3	
Induction of Apoptosis by HIV1	2.68E00	2.03E-01	-0.302	BIRC2,CASP3,ELP1,IKBKB,MAP3K14,NFKB2,NFKBID,NFKBIE,REL,RELB,TNF,TNFRSF1A,TNFRSF1B	
B Cell Activating Factor Signaling	2.63E00	2.33E-01	1.633	ELP1,IKBKB,MAP3K1,MAP3K14,MAPK14,NFKB2,NFKBID,NFKBIE,REL,RELB	
Antioxidant Action of Vitamin C	2.6E00	1.71E-01	-0.905	HMOX1,IKBKB,MAPK14,NFKB2,NFKBID,NFKBIE,PLA2G12A,PLCB2,PLD4,REL,RELB,SLC23A2,SLC2A1,SLC2A2,STAT5B,TNF,TXNRD1,TXNRD3	
HIF1α Signaling	2.59E00	1.44E-01	-1.300	ADRA1B,ARNT,CCNG2,GCK,HMOX1,HSP90AA1,HSPA14,HSPA1A/HSPA1B,Hspa1b,HSPA4,HSPA8,IL6R,LDHA,MAP2K6,MMP15,MMP17,MMP8,NOX4,PIK3CB,PIK3R5,PRKCA,PRKCD,PRKD3,RAP2A,SERPINE1,SLC2A1,SLC2A2,STAT3,VEGFA	
Tryptophan Degradation III (Eukaryotic)	2.57E00	2.92E-01	0.378	ACAT2,CA1,EHHADH,HAAO,HADHA,HADHB,HSD17B10	
Adipogenesis pathway	2.56E00	1.6E-01	NaN	CEBPA,CEBPB,FBXW7,FGFR2,FGFRL1,FOXO1,FZD6,FZD7,HDAC11,HDAC9,KAT2B,KLF3,NR2F2,PER2,RPS6KA1,SREBF1,STAT5B,TNF,TNFRSF1A,TXNIP,XBP1	
TWEAK Signaling	2.56E00	2.43E-01	-1.134	BIRC2,CASP3,IKBKB,MAP3K14,NFKB2,NFKBID,NFKBIE,REL,RELB	
Spliceosomal Cycle	2.55E00	2.27E-01	2.530	DDX39B,HSPA8,PLRG1,PRPF18,RBM8A,RNF113A,SF3A1,SF3B4,U2AF2,YJU2	
Cholesterol Biosynthesis I	2.54E00	3.85E-01	-2.236	DHCR7,LSS,NSDHL,SC5D,TM7SF2	
Cholesterol Biosynthesis II (via 24,25-dihydrolanosterol)	2.54E00	3.85E-01	-2.236	DHCR7,LSS,NSDHL,SC5D,TM7SF2	
Cholesterol Biosynthesis III (via Desmosterol)	2.54E00	3.85E-01	-2.236	DHCR7,LSS,NSDHL,SC5D,TM7SF2	
Sirtuin Signaling Pathway	2.49E00	1.34E-01	-0.557	ACLY,ACSS2,ARG2,ATG101,ATG14,ATG16L1,CDH1,FOXO1,FOXO3,GADD45A,H3-3A/H3-3B,LDHA,MAP1LC3A,MYC,MYCN,NDRG1,NDUFS6,NFKB2,NOS3,NR1H4,PCK1,POLR1A,POLR1B,PPIF,REL,RELB,RRP9,SF3A1,SIRT4,SLC2A1,SREBF1,STAT3,TIMM10,TNF,TOMM40,TUBA8	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	2.49E00	1.94E-01	3.051	CXCL10,CXCL3,IL18,IL1A,IL1B,IL1RN,IRF9,MYD88,NFKB2,NLRP3,STAT2,TICAM1,TNF	
Macropinocytosis Signaling	2.48E00	1.87E-01	-0.707	ARF6,CD14,CSF1,ITGB3,ITGB5,ITGB8,PDGFA,PIK3CB,PIK3R5,PRKCA,PRKCD,PRKD3,RAP2A,USP6NL	
Autophagy	2.43E00	1.41E-01	0.557	ARNT,ATG101,ATG14,ATG16L1,ATM,CREB3,ERN1,FOXO1,FOXO3,IRS1,MAP1LC3A,MYC,MYD88,NFKB2,PIK3CB,PIK3R5,PPP2R1B,PPP2R5E,PRKAB1,PRKAB2,PRKAR2A,RIPK2,SESN1,TICAM1,TNF,TNFRSF1A,TNFRSF1B,TSC1,VEGFA	
Angiopoietin Signaling	2.43E00	1.84E-01	-1.265	ELP1,FOXO1,IKBKB,NFKB2,NFKBID,NFKBIE,NOS3,PIK3CB,PIK3R5,RAP2A,REL,RELB,STAT5B,TNIP1	
IL-23 Signaling Pathway	2.4E00	2.17E-01	0.707	IL1B,NFKB2,PIK3CB,PIK3R5,REL,RELB,RORA,SOCS3,STAT3,TNF	
Estrogen Biosynthesis	2.39E00	2.31E-01	-1.000	AKR1C4,CYP1A1,CYP1A2,CYP2C18,CYP2C8,CYP4B1,HSD17B10,HSD17B11,POR	
Senescence Pathway	2.38E00	1.31E-01	0.169	ATF3,ATM,CACNA2D4,CAPN10,CCNE1,CDK2,CEBPB,E2F8,ELF1,ELF3,ETS2,FOXO3,GADD45A,GATA4,IKBKB,IL1A,ITPR3,KAT2B,MAP2K6,MAPK14,MAPKAPK2,MCU,NFKB2,PDK4,PIK3CB,PIK3R5,PPP2R1B,PPP2R5E,RAP2A,RBL1,SAA1,SAA2-SAA4,Saa3,SERPINE1,SMAD6,TLR2,ZFP36L1	
Prolactin Signaling	2.38E00	1.76E-01	-1.604	CEBPB,IRF1,IRS1,MYC,PIK3CB,PIK3R5,PRKCA,PRKCD,PRKD3,RAP2A,SOCS2,SOCS3,SOCS5,STAT3,STAT5B	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	2.38E00	1.38E-01	NaN	ADAMTS4,BIRC2,CSF1,CSNK1D,ELP1,FOXO1,FZD6,FZD7,IKBKB,IL18,IL1A,IL1B,IL1RN,ITGB3,MAP2K6,MAP3K14,MAPK14,MMP8,NFKBID,NFKBIE,PIK3CB,PIK3R5,SMAD6,SMURF1,TAB2,TNF,TNFRSF1A,TNFRSF1B,WNT5B,WNT9B	
Androgen Biosynthesis	2.37E00	3.57E-01	-2.236	AKR1C4,HSD3B1,Hsd3b4 (includes others),HSD3B7,SRD5A1	
Role of IL-17A in Psoriasis	2.37E00	4.44E-01	2.000	CXCL3,IL17RA,S100A8,S100A9	
Ketolysis	2.37E00	4.44E-01	0.000	ACAT2,BDH2,HADHA,HADHB	
Activation of IRF by Cytosolic Pattern Recognition Receptors	2.36E00	2.04E-01	1.000	ELP1,IKBKB,IRF9,MAVS,NFKB2,NFKBID,NFKBIE,REL,RELB,STAT2,TNF	
Glutathione-mediated Detoxification	2.35E00	2.69E-01	-1.890	GSTA3,Gsta4,GSTA5,GSTM1,GSTM2,Gstm3,GSTT2/GSTT2B	
IGF-1 Signaling	2.35E00	1.67E-01	-1.265	CCN2,FOXO1,FOXO3,IGFBP1,IGFBP2,IGFBP5,IRS1,PIK3CB,PIK3R5,PRKAR2A,RAP2A,SOCS2,SOCS3,SOCS5,SRF,STAT3,YWHAG	
Prostate Cancer Signaling	2.33E00	1.62E-01	NaN	CCNE1,CDK2,CREB3,FOXO1,HDAC11,HDAC9,HSP90AA1,HSP90AB1,NFKB2,NFKBID,NFKBIE,PIK3CB,PIK3R5,RAP2A,RBL1,REL,RELB,SRD5A1	
Retinoate Biosynthesis I	2.32E00	2.42E-01	-2.646	ADH4,AKR1B1,AKR1C4,ALDH8A1,DHRS3,DHRS9,RDH11,SDR9C7	
Retinol Biosynthesis	2.31E00	2.25E-01	-2.333	AADAC,Ces1g,DHRS3,DHRS9,LIPC,LIPG,LRAT,PNPLA2,RDH11	
HGF Signaling	2.3E00	1.55E-01	-0.277	CDK2,ELF1,ELF3,ETS2,ITGA8,ITGB3,ITGB5,ITGB8,MAP3K1,MAP3K13,MAP3K14,MAP3K6,MAP3K8,PIK3CB,PIK3R5,PRKCA,PRKCD,PRKD3,RAP2A,STAT3	
Nicotine Degradation III	2.26E00	2.08E-01	-2.530	Aox3,CYP1A1,CYP1A2,CYP2C18,CYP2C8,CYP4B1,POR,UGT2B17,UGT2B28,UGT2B7	
Cholecystokinin/Gastrin-mediated Signaling	2.25E00	1.59E-01	-0.471	GNA12,IL18,IL1A,IL1B,IL1RN,ITPR3,MAP2K6,MAPK14,MEF2D,PLCB2,PRKCA,PRKCD,PRKD3,RAP2A,RHOB,RND3,SRF,TNF	
TR/RXR Activation	2.22E00	1.75E-01	NaN	APOA5,BCL3,CYP7A1,G6PC,GPS2,HP,NCOA2,NCOA3,PCK1,PIK3CB,PIK3R5,SLC16A2,SLC2A1,SREBF1	
Pyridoxal 5'-phosphate Salvage Pathway	2.16E00	1.85E-01	-2.111	CDK2,CSNK1D,G6PC,GRK5,HIPK1,MAP2K6,MAP3K6,MAP3K8,PDXK,PIM1,PRKCD,SGK1	
ERK/MAPK Signaling	2.16E00	1.36E-01	1.279	CREB3,DUSP1,ELF1,ELF3,ETS2,H3-3A/H3-3B,HSPB1,ITGA8,ITGB3,ITGB5,ITGB8,MYC,MYCN,PIK3CB,PIK3R5,PLA2G12A,PPP1R10,PPP1R3C,PPP2R1B,PPP2R5E,PRKAR2A,PRKCA,PRKCD,RAP2A,RPS6KA1,SRF,STAT3,YWHAG	
Regulation Of The Epithelial Mesenchymal Transition By Growth Factors Pathway	2.14E00	1.38E-01	-0.408	CDH1,FGFR2,FGFRL1,FOXO1,ID2,IKBKB,IL6R,JAK3,MAP2K6,MAP3K1,MAPK14,MEST,NFKB2,OCLN,PDGFA,PDGFRA,PIK3CB,PIK3R5,RAP2A,REL,RELB,SMURF1,STAT3,TNF,TNFRSF1A,TNFRSF1B	
Atherosclerosis Signaling	2.13E00	1.55E-01	NaN	APOA4,COL3A1,CSF1,F3,ICAM1,IL18,IL1A,IL1B,IL1RN,NFKB2,PCYOX1,PDGFA,PLA2G12A,REL,RELB,S100A8,SELE,TNF	
Bupropion Degradation	2.11E00	2.73E-01	-1.633	CYP1A1,CYP1A2,CYP2C18,CYP2C8,CYP4B1,POR	
IL-15 Production	2.09E00	1.54E-01	0.000	AATK,EPHA2,ERBB3,FGFR2,FGR,FRK,IRF1,JAK3,LYN,MAP2K6,NFKB2,NTRK1,PDGFRA,REL,RELB,ROR1,SYK,TEC	
STAT3 Pathway	2.08E00	1.48E-01	-0.243	CISH,FGFR2,GHR,IL17RA,IL1A,IL1B,IL22RA1,IL6R,MAPK14,MYC,NTRK1,PDGFRA,PIM1,PTPN2,RAP2A,SOCS2,SOCS3,SOCS5,STAT3,VEGFA	
Estrogen Receptor Signaling	2.05E00	1.19E-01	0.316	ADCY1,ADCY9,ARG2,CACNA2D4,CREB3,EIF2B2,EIF2B4,FOXO1,FOXO3,GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,GPS2,HES1,HSP90AA1,HSP90AB1,JAK3,LEPR,MCU,MED18,MMP15,MMP17,MMP8,MYC,MYL9,NCOA2,NCOA3,NDUFS6,NFKB2,NOS3,NR0B2,PIK3CB,PIK3R5,PLCB2,PRKAB1,PRKAB2,PRKAR2A,PRKCA,PRKCD,PRKD3,RAP2A,REL,RELB,VEGFA	
Renin-Angiotensin Signaling	2.05E00	1.53E-01	-0.577	ADCY1,ADCY9,ITPR3,MAP3K1,MAPK14,NFKB2,PIK3CB,PIK3R5,PRKAR2A,PRKCA,PRKCD,PRKD3,PTGER2,RAP2A,REL,RELB,STAT3,TNF	
P2Y Purigenic Receptor Signaling Pathway	2.05E00	1.5E-01	-1.807	ADCY1,ADCY9,CREB3,GNG12,GNG2,ITGB3,MYC,NFKB2,P2RY4,PIK3CB,PIK3R5,PLCB2,PRKAR2A,PRKCA,PRKCD,PRKD3,RAP2A,REL,RELB	
GNRH Signaling	2.04E00	1.37E-01	-1.528	ADCY1,ADCY9,CACNA2D4,CREB3,GNA11,GNA14,GNG12,GNG2,ITPR3,MAP2K6,MAP3K1,MAP3K13,MAP3K14,MAP3K6,MAP3K8,MAPK14,NFKB2,PLCB2,PRKAR2A,PRKCA,PRKCD,PRKD3,RAP2A,REL,RELB	
Arginine Degradation VI (Arginase 2 Pathway)	2.02E00	5E-01	NaN	ARG2,OAT,PYCR2	
Role of JAK1, JAK2 and TYK2 in Interferon Signaling	2.01E00	2.61E-01	NaN	NFKB2,PTPN2,REL,RELB,STAT2,STAT3	
IL-8 Signaling	2.01E00	1.34E-01	-0.894	CDH1,ELP1,GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,HMOX1,ICAM1,IKBKB,IRAK2,ITGB3,MYL9,NFKBIE,NOX4,PIK3CB,PIK3R5,PLCB2,PLD4,PRKCA,PRKCD,PRKD3,RAP2A,RHOB,RND3,VEGFA	
Isoleucine Degradation I	1.97E00	2.94E-01	1.342	ACAT2,EHHADH,HADHA,HADHB,HSD17B10	
Apelin Pancreas Signaling Pathway	1.97E00	2E-01	1.134	ERN1,NFKB2,PIK3CB,PIK3R5,PRKAB1,PRKAB2,PRKAR2A,REL,RELB	
α-Adrenergic Signaling	1.95E00	1.55E-01	-2.646	ADCY1,ADCY9,GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,ITPR3,PRKAR2A,PRKCA,PRKCD,PRKD3,PYGB,PYGL,RAP2A	
HOTAIR Regulatory Pathway	1.95E00	1.4E-01	1.886	AGO1,AGO2,AGO4,CDH1,COL3A1,H3-3A/H3-3B,ICAM1,IRF1,MMP15,MMP17,MMP8,MYC,NFKB2,PIK3CB,PIK3R5,REL,RELB,SNUPN,SRF,STAT3,WNT5B,WNT9B	
Coronavirus Pathogenesis Pathway	1.95E00	1.35E-01	0.600	CASP3,CCNE1,CDK2,E2F8,HDAC11,HDAC9,IKBKB,IL17RA,IL1B,IRF9,MAPK14,MAVS,NFKB2,NFKBID,NFKBIE,NLRP3,NPC1,RBL1,REL,RELB,SERPINE1,SIGMAR1,STAT2,STAT3,TICAM1	
Stearate Biosynthesis I (Animals)	1.95E00	1.89E-01	1.414	ACOT2,ACOT4,ACSL3,BDH2,CYP4A11,HNF4A,LIPT2,LPGAT1,PTGR1,SLC27A1	
Small Cell Lung Cancer Signaling	1.93E00	1.58E-01	0.000	BIRC2,CCNE1,CDK2,HDAC11,HDAC9,IKBKB,MYC,NFKB2,NFKBID,NFKBIE,PIK3CB,PIK3R5,RBL1,REL,RELB	
PTEN Signaling	1.92E00	1.41E-01	1.069	CASP3,ELP1,FGFR2,FOXO1,FOXO3,GHR,IKBKB,ITGA8,ITGB3,ITGB5,ITGB8,MAGIX,NFKB2,NTRK1,PDGFRA,PIK3CB,PIK3R5,RAP2A,REL,RELB,SYNJ2	
MSP-RON Signaling In Macrophages Pathway	1.92E00	1.54E-01	0.000	CREB3,ETV3,F11,IKBKB,KLKB1,NFKB2,NFKBIZ,PIK3CB,PIK3R5,RAP2A,REL,RELB,SBNO2,SOCS3,STAT3,TNF	
Melatonin Degradation I	1.9E00	1.96E-01	-2.333	CYP1A1,CYP1A2,CYP2C18,CYP2C8,CYP4B1,POR,UGT2B17,UGT2B28,UGT2B7	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	1.9E00	1.34E-01	NaN	CCN2,CD14,COL3A1,CSF1,CXCL3,FGFR2,ICAM1,IGFBP5,IL1A,IL1B,IL6R,KLF6,LAMA1,LEPR,MYL9,NFKB2,PDGFA,PDGFRA,REL,RELB,SERPINE1,TNF,TNFRSF1A,TNFRSF1B,VEGFA	
Lymphotoxin β Receptor Signaling	1.89E00	1.85E-01	0.000	BIRC2,CASP3,ELP1,IKBKB,MAP3K14,NFKB2,NFKBID,PIK3CB,PIK3R5,RELB	
B Cell Receptor Signaling	1.89E00	1.35E-01	1.091	BCL2A1,BCL6,CREB3,ELP1,FOXO1,IKBKB,LYN,MAP2K6,MAP3K1,MAP3K13,MAP3K14,MAP3K6,MAP3K8,MAPK14,NFKB2,NFKBID,NFKBIE,PIK3CB,PIK3R5,RAP2A,REL,RELB,SYK,SYNJ2	
Iron homeostasis signaling pathway	1.88E00	1.44E-01	NaN	ABCB10,ACO1,ACO2,ARNT,CDC34,HJV,HMOX1,HP,IL6R,JAK3,PDGFA,PDGFRA,SLC39A14,SLC40A1,SLC46A1,STAT3,STAT5B,STEAP3,TFRC	
ILK Signaling	1.87E00	1.33E-01	1.279	ACTG1,CASP3,CDH1,CREB3,FLNB,IRS1,ITGB3,ITGB5,ITGB8,KRT18,MAP2K6,MYC,MYL9,NFKB2,PIK3CB,PIK3R5,PPP2R1B,PPP2R5E,REL,RELB,RHOB,RND3,TNF,TNFRSF1A,VEGFA	
Bile Acid Biosynthesis, Neutral Pathway	1.86E00	3.33E-01	-1.000	AKR1C4,AKR1D1,CYP7A1,HSD3B7	
Necroptosis Signaling Pathway	1.85E00	1.41E-01	1.342	BIRC2,CAPN10,IKBKB,IRF9,NLRP3,PELI1,PLA2G12A,PPIF,PYGL,RBL1,RNF31,STAT2,TAB2,TICAM1,TIMM10,TNF,TNFRSF1A,TNFRSF1B,TNIP1,TOMM40	
Role of JAK family kinases in IL-6-type Cytokine Signaling	1.83E00	2.4E-01	NaN	IL6R,MAPK14,OSMR,SOCS3,STAT3,STAT5B	
Maturity Onset Diabetes of Young (MODY) Signaling	1.82E00	1.67E-01	NaN	APOA4,APOA5,CACNA2D4,FABP2,FOXA2,GCK,HNF4A,KLF11,NFKB2,OGDH,ONECUT1,SLC2A2	
MSP-RON Signaling In Cancer Cells Pathway	1.81E00	1.42E-01	1.698	ARNT,CREB3,ELF1,ELF3,ETS2,F11,KLKB1,MYC,NFKB2,PIK3CB,PIK3R5,PLAUR,RAP2A,REL,RELB,STAT3,TRIM24,VEGFA,YWHAG	
Inositol Pyrophosphates Biosynthesis	1.8E00	4.29E-01	NaN	IP6K1,IP6K2,IPMK	
Role of IL-17F in Allergic Inflammatory Airway Diseases	1.8E00	2E-01	1.000	CREB3,CXCL10,IL17RA,IL1B,NFKB2,REL,RELB,RPS6KA1	
Apelin Muscle Signaling Pathway	1.79E00	1.88E-01	NaN	GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,NOS3,PRKAB1,PRKAB2	
Acute Myeloid Leukemia Signaling	1.78E00	1.56E-01	-0.632	CEBPA,CSF3R,IDH1,MAP2K6,MYC,NFKB2,PIK3CB,PIK3R5,PIM1,RAP2A,REL,RELB,STAT3,STAT5B	
Androgen Signaling	1.78E00	1.35E-01	-0.707	CACNA2D4,GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,H3-3A/H3-3B,HSP90AA1,HSPA4,ITPR3,KAT2B,NCOA2,NFKB2,POLR2H,PRKAR2A,PRKCA,PRKCD,PRKD3,REL,RELB,TAF4B	
Inflammasome pathway	1.76E00	2.63E-01	1.342	IL18,IL1B,MYD88,NFKB2,NLRP3	
Cell Cycle: G1/S Checkpoint Regulation	1.75E00	1.69E-01	-0.632	ATM,CCNE1,CDC34,CDK2,E2F8,FOXO1,GNL3,HDAC11,HDAC9,MYC,RBL1	
G-Protein Coupled Receptor Signaling	1.75E00	1.22E-01	NaN	ADCY1,ADCY9,ADRA1B,CREB3,DUSP1,ELP1,FPR1,FPR2,GNA11,GNA14,HCAR2,IKBKB,MAP3K8,NFKB2,NFKBID,NFKBIE,PIK3CB,PIK3R5,PLCB2,PRKAR2A,PRKCA,PTGER2,PTGER4,PTH1R,RAP2A,REL,RELB,RGS12,RGS16,RGS4,RPS6KA1,STAT3,TDP2	
Glycogen Degradation III	1.73E00	3.08E-01	-1.000	MGAM,PGM3,PYGB,PYGL	
Endothelin-1 Signaling	1.72E00	1.3E-01	0.408	ADCY1,ADCY9,CASP3,CASP4,GNA11,GNA12,GNA14,GNAT1,GUCY1A1,HMOX1,ITPR3,MAPK14,MYC,NOS3,PIK3CB,PIK3R5,PLA2G12A,PLCB2,PLD4,PRKCA,PRKCD,PRKD3,PTGER2,RAP2A	
1,25-dihydroxyvitamin D3 Biosynthesis	1.71E00	6.67E-01	NaN	CYP2R1,POR	
S-adenosyl-L-methionine Biosynthesis	1.71E00	6.67E-01	NaN	MAT1A,MAT2B	
MIF-mediated Glucocorticoid Regulation	1.7E00	2.06E-01	2.236	CD14,NFKB2,NFKBID,NFKBIE,PLA2G12A,REL,RELB	
Adrenomedullin signaling pathway	1.69E00	1.28E-01	-0.426	ADCY1,ADCY9,ARNT,CASP3,CEBPB,GNA11,GNA14,GUCY1A1,IL18,IL1A,IL1B,IL1RN,ITPR3,MAP2K6,MAPK14,NFKB2,NOS3,PIK3CB,PIK3R5,PLCB2,PRKAR2A,RAP2A,REL,RELB,TNF	
IL-15 Signaling	1.68E00	1.6E-01	1.265	JAK3,MAPK14,MYC,NFKB2,PIK3CB,PIK3R5,RAP2A,REL,RELB,STAT3,STAT5B,SYK	
FAT10 Cancer Signaling Pathway	1.68E00	1.8E-01	0.816	IKBKB,NFKB2,NFKBIE,REL,RELB,STAT3,TNF,TNFRSF1A,TNFRSF1B	
Endocannabinoid Cancer Inhibition Pathway	1.66E00	1.37E-01	-0.229	ADCY1,ADCY9,ATF3,CASP3,CASP4,CCNE1,CDH1,CREB3,MAP2K6,MAPK14,MYC,NOS3,PIK3CB,PIK3R5,PRKAB1,PRKAB2,PRKAR2A,TRIB3,VEGFA	
Opioid Signaling Pathway	1.64E00	1.2E-01	-0.392	ADCY1,ADCY9,CACNA2D4,CLTB,CREB3,FGR,FRK,GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,GRK5,ITPR3,LYN,MAP2K6,MYC,NFKB2,NOS3,PRKAR2A,PRKCA,PRKCD,PRKD3,RAP2A,RGS12,RGS16,RGS3,RGS4,RPS6KA1,SIGMAR1,SRF	
Relaxin Signaling	1.64E00	1.34E-01	-1.155	ADCY1,ADCY9,GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,GUCY1A1,NFKB2,NFKBID,NFKBIE,NOS3,PIK3CB,PIK3R5,PRKAR2A,REL,RELB,TDP2,VEGFA	
Coagulation System	1.63E00	2E-01	-0.378	F11,F2R,F3,KLKB1,PLAUR,SERPINE1,THBD	
Role of RIG1-like Receptors in Antiviral Innate Immunity	1.63E00	2E-01	NaN	IKBKB,MAVS,NFKB2,NFKBID,NFKBIE,REL,RELB	
Mineralocorticoid Biosynthesis	1.63E00	3.75E-01	NaN	HSD3B1,Hsd3b4 (includes others),HSD3B7	
Superpathway of Melatonin Degradation	1.62E00	1.76E-01	-2.333	CYP1A1,CYP1A2,CYP2C18,CYP2C8,CYP4B1,POR,UGT2B17,UGT2B28,UGT2B7	
Agranulocyte Adhesion and Diapedesis	1.62E00	1.28E-01	NaN	ACTG1,C5AR1,Ccl2,CCL3L3,Ccl9,CLDN1,CLDN14,CXCL10,Cxcl11,CXCL13,CXCL2,CXCL3,ICAM1,IL18,IL1A,IL1B,IL1RN,MMP15,MMP17,MMP8,MYL9,SELE,TNF,TNFRSF1A	
IL-7 Signaling Pathway	1.6E00	1.56E-01	-0.333	BCL6,CDK2,FOXO1,FOXO3,JAK3,LYN,MAPK14,MYC,PIK3CB,PIK3R5,SLC2A1,STAT5B	
Systemic Lupus Erythematosus In B Cell Signaling Pathway	1.6E00	1.21E-01	1.512	FGR,FOXO1,FOXO3,IL18,IL1A,IL1B,IL6R,IRF9,LILRB4,LYN,MAP3K14,MAVS,MYC,MYD88,NFKB2,PIK3CB,PIK3R5,PRKCA,PRKCD,PRKD3,RAP2A,REL,RELB,STAT2,STAT3,SYK,SYNJ2,TICAM1,TLR8,TNF	
Natural Killer Cell Signaling	1.59E00	1.29E-01	2.683	COL3A1,HSPA14,HSPA1A/HSPA1B,Hspa1b,HSPA4,HSPA8,IL18,JAK3,MAP3K1,MAP3K13,MAP3K14,MAP3K6,MAP3K8,MAPK14,MYD88,NFKB2,PIK3CB,PIK3R5,RAP2A,REL,RELB,SYK	
Pancreatic Adenocarcinoma Signaling	1.58E00	1.38E-01	1.897	CCNE1,CDK2,E2F8,HDAC11,HDAC9,HMOX1,JAK3,NFKB2,PIK3CB,PIK3R5,PLD4,RALGDS,RBL1,REL,RELB,STAT3,VEGFA	
Superpathway of Citrulline Metabolism	1.51E00	2.67E-01	2.000	ARG2,ASL,NOS3,OAT	
NGF Signaling	1.5E00	1.38E-01	0.535	CREB3,IKBKB,MAP3K1,MAP3K13,MAP3K14,MAP3K6,MAP3K8,NFKB2,NTRK1,PIK3CB,PIK3R5,PRKCD,RAP2A,REL,RELB,RPS6KA1	
ERK5 Signaling	1.49E00	1.55E-01	0.302	CREB3,FOXO3,GNA12,MAP3K8,MEF2D,MYC,NTRK1,RAP2A,RPS6KA1,SGK1,YWHAG	
Role of MAPK Signaling in Inhibiting the Pathogenesis of Influenza	1.49E00	1.55E-01	0.905	CASP3,CXCL10,IL1B,MAP2K6,MAPK14,MYD88,NFKB2,NFKBID,NFKBIE,PLA2G12A,TNF	
Glucocorticoid Biosynthesis	1.48E00	3.33E-01	NaN	HSD3B1,Hsd3b4 (includes others),HSD3B7	
HMGB1 Signaling	1.48E00	1.29E-01	1.213	ICAM1,IL18,IL1A,IL1B,KAT2B,MAP2K6,MAPK14,NFKB2,PIK3CB,PIK3R5,RAP2A,REL,RELB,RHOB,RND3,SELE,SERPINE1,TNF,TNFRSF1A,TNFRSF1B	
