© 2000-2021 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
FcγRIIB Signaling in B Lymphocytes	3.18E-01	2.35E-02	NaN	BLNK,RASD1	
Regulation Of The Epithelial Mesenchymal Transition In Development Pathway	3.18E-01	2.35E-02	NaN	CDH1,REL	
Apelin Endothelial Signaling Pathway	3.16E-01	2.19E-02	NaN	HDAC5,RASD1,REL	
Sperm Motility	3.13E-01	2.07E-02	NaN	EPHA2,FGFR2,PDE4B,PTK6,SRMS	
Role of RIG1-like Receptors in Antiviral Innate Immunity	3.12E-01	2.86E-02	NaN	REL	
IL-17A Signaling in Fibroblasts	3.12E-01	2.86E-02	NaN	REL	
Regulation of Cellular Mechanics by Calpain Protease	3.07E-01	2.3E-02	NaN	ITGB3,RASD1	
Ceramide Signaling	3.02E-01	2.27E-02	NaN	RASD1,REL	
PI3K Signaling in B Lymphocytes	2.99E-01	2.13E-02	NaN	BLNK,RASD1,REL	
Hepatic Fibrosis Signaling Pathway	2.98E-01	1.98E-02	1.890	ITGB3,LEPR,RASD1,REL,RHOBTB1,SERPINE1,SUCNR1,TFRC	
RANK Signaling in Osteoclasts	2.97E-01	2.25E-02	NaN	MAP3K4,REL	
TWEAK Signaling	2.94E-01	2.7E-02	NaN	REL	
Inhibition of Matrix Metalloproteases	2.94E-01	2.7E-02	NaN	MMP15	
Notch Signaling	2.94E-01	2.7E-02	NaN	HES1	
PI3K/AKT Signaling	2.88E-01	2.03E-02	NaN	IL13RA1,ITGB3,RASD1,REL	
Semaphorin Neuronal Repulsive Signaling Pathway	2.87E-01	2.08E-02	NaN	ITGB3,PDE4B,PLXNA2	
Coronavirus Replication Pathway	2.87E-01	2.63E-02	NaN	TUBB	
Glucocorticoid Receptor Signaling	2.79E-01	1.92E-02	NaN	FKBP5,HSPA1A/HSPA1B,Hspa1b,HSPA8,IL13RA1,KRT19,PFKFB1,RASD1,SERPINE1,STAT5B	
Melanocyte Development and Pigmentation Signaling	2.77E-01	2.15E-02	NaN	DCT,RASD1	
Role of IL-17F in Allergic Inflammatory Airway Diseases	2.72E-01	2.5E-02	NaN	REL	
Relaxin Signaling	2.68E-01	2.01E-02	NaN	GDE1,PDE4B,REL	
Primary Immunodeficiency Signaling	2.64E-01	2.44E-02	NaN	BLNK	
Signaling by Rho Family GTPases	2.6E-01	1.92E-02	NaN	CDH1,CLIP1,ITGB3,REL,RHOBTB1	
MIF Regulation of Innate Immunity	2.57E-01	2.38E-02	NaN	REL	
April Mediated Signaling	2.57E-01	2.38E-02	NaN	REL	
Colorectal Cancer Metastasis Signaling	2.55E-01	1.91E-02	NaN	CDH1,MMP15,RASD1,REL,RHOBTB1	
Gustation Pathway	2.54E-01	1.96E-02	NaN	GDE1,LPAR6,PDE4B	
RhoGDI Signaling	2.53E-01	1.92E-02	NaN	CDH1,DLC1,ITGB3,RHOBTB1	
B Cell Activating Factor Signaling	2.51E-01	2.33E-02	NaN	REL	
Triacylglycerol Biosynthesis	2.51E-01	2.33E-02	NaN	MOGAT1	
Ovarian Cancer Signaling	2.47E-01	1.94E-02	NaN	HDAC11,HDAC5,RASD1	
NER (Nucleotide Excision Repair, Enhanced Pathway)	2.46E-01	2E-02	NaN	POLE4,RPA1	
Spliceosomal Cycle	2.45E-01	2.27E-02	NaN	HSPA8	
HOTAIR Regulatory Pathway	2.41E-01	1.91E-02	NaN	CDH1,MMP15,REL	
nNOS Signaling in Neurons	2.38E-01	2.22E-02	NaN	RASD1	
PFKFB4 Signaling Pathway	2.38E-01	2.22E-02	NaN	GCK	
Mouse Embryonic Stem Cell Pluripotency	2.37E-01	1.96E-02	NaN	RASD1,SMAD9	
IGF-1 Signaling	2.37E-01	1.96E-02	NaN	RASD1,SOCS3	
Apoptosis Signaling	2.34E-01	1.94E-02	NaN	RASD1,REL	
iNOS Signaling	2.32E-01	2.17E-02	NaN	REL	
Ephrin A Signaling	2.32E-01	2.17E-02	NaN	EPHA2	
Paxillin Signaling	2.25E-01	1.9E-02	NaN	ITGB3,RASD1	
Antioxidant Action of Vitamin C	2.25E-01	1.9E-02	NaN	REL,STAT5B	
Apelin Muscle Signaling Pathway	2.21E-01	2.08E-02	NaN	PPARGC1A	
TNFR1 Signaling	2.1E-01	2E-02	NaN	REL	
Cell Cycle: G2/M DNA Damage Checkpoint Regulation	2.1E-01	2E-02	NaN	PTPMT1	
FAT10 Cancer Signaling Pathway	2.1E-01	2E-02	NaN	REL	
UVC-Induced MAPK Signaling	2.05E-01	1.96E-02	NaN	RASD1	
Synaptic Long Term Potentiation	-0E00	7.87E-03	NaN	RASD1	
Axonal Guidance Signaling	-0E00	1.84E-02	NaN	EPHA2,ITGB3,MMP15,PLXNA2,PLXNB2,RASD1,SEMA4A,SHANK2,TUBB	
Fc Epsilon RI Signaling	-0E00	8.85E-03	NaN	RASD1	
Actin Cytoskeleton Signaling	-0E00	1.27E-02	NaN	FGF21,ITGB3,RASD1	
Synaptic Long Term Depression	-0E00	5.32E-03	NaN	RASD1	
Mitochondrial Dysfunction	-0E00	1.26E-02	NaN	CPT1A,UCP2	
Tight Junction Signaling	-0E00	1.16E-02	NaN	CLDN1,REL	
Regulation of Actin-based Motility by Rho	-0E00	1.85E-02	NaN	ITGB3,RHOBTB1	
Role of BRCA1 in DNA Damage Response	-0E00	1.25E-02	NaN	RPA1	
Erythropoietin Signaling Pathway	-0E00	1.81E-02	NaN	RASD1,REL,STAT5B	
14-3-3-mediated Signaling	-0E00	1.6E-02	NaN	RASD1,TUBB	
α-Adrenergic Signaling	-0E00	9.71E-03	NaN	RASD1	
Activation of IRF by Cytosolic Pattern Recognition Receptors	-0E00	1.85E-02	NaN	REL	
IL-12 Signaling and Production in Macrophages	-0E00	1.69E-02	NaN	APOA4,REL	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	-0E00	6.99E-03	NaN	REL	
Role of NFAT in Regulation of the Immune Response	-0E00	1.04E-02	NaN	BLNK,RASD1,RCAN1,REL	
CD40 Signaling	-0E00	1.52E-02	NaN	REL	
Calcium-induced T Lymphocyte Apoptosis	-0E00	3.86E-03	NaN	NR4A1	
IL-17 Signaling	-0E00	6.37E-03	NaN	RASD1	
Airway Pathology in Chronic Obstructive Pulmonary Disease	-0E00	9.52E-03	NaN	FGF21	
fMLP Signaling in Neutrophils	-0E00	1.56E-02	NaN	RASD1,REL	
CXCR4 Signaling	-0E00	1.23E-02	NaN	RASD1,RHOBTB1	
Induction of Apoptosis by HIV1	-0E00	1.56E-02	NaN	REL	
CCR3 Signaling in Eosinophils	-0E00	7.81E-03	NaN	RASD1	
CD28 Signaling in T Helper Cells	-0E00	3.16E-03	NaN	REL	
Dendritic Cell Maturation	-0E00	5.43E-03	NaN	LEPR,REL	
Cellular Effects of Sildenafil (Viagra)	-0E00	7.04E-03	NaN	PDE4B	
Endothelin-1 Signaling	-0E00	1.09E-02	NaN	MAPK15,RASD1	
Factors Promoting Cardiogenesis in Vertebrates	-0E00	6.9E-03	NaN	SMAD9	
CNTF Signaling	-0E00	1.79E-02	NaN	RASD1	
Agrin Interactions at Neuromuscular Junction	-0E00	1.49E-02	NaN	RASD1	
Renin-Angiotensin Signaling	-0E00	1.69E-02	NaN	RASD1,REL	
Thrombin Signaling	-0E00	1.47E-02	NaN	RASD1,REL,RHOBTB1	
Cardiac Hypertrophy Signaling	-0E00	1.61E-02	NaN	ADRA1B,MAP3K4,RASD1,RHOBTB1	
iCOS-iCOSL Signaling in T Helper Cells	-0E00	3.26E-03	NaN	REL	
Corticotropin Releasing Hormone Signaling	-0E00	1.38E-02	NaN	JUND,NR4A1	
Mitotic Roles of Polo-Like Kinase	-0E00	1.56E-02	NaN	PLK3	
Role of CHK Proteins in Cell Cycle Checkpoint Control	-0E00	1.82E-02	NaN	RPA1	
Polyamine Regulation in Colon Cancer	-0E00	1.67E-02	NaN	PSMD9	
GNRH Signaling	-0E00	1.65E-02	NaN	MAP3K4,RASD1,REL	
Cholecystokinin/Gastrin-mediated Signaling	-0E00	1.77E-02	NaN	RASD1,RHOBTB1	
Human Embryonic Stem Cell Pluripotency	-0E00	6.13E-03	NaN	FGFR2	
ATM Signaling	-0E00	1.05E-02	NaN	GADD45B	
Antiproliferative Role of Somatostatin Receptor 2	-0E00	1.3E-02	NaN	RASD1	
Androgen Signaling	-0E00	6.13E-03	NaN	REL	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	-0E00	1.69E-02	NaN	RASD1,SMAD9	
CREB Signaling in Neurons	-0E00	1.21E-02	-1.890	ADRA1B,AVPR1A,FGFR2,GPR155,LPAR6,RASD1,SUCNR1	
Type I Diabetes Mellitus Signaling	-0E00	6.51E-03	NaN	REL,SOCS3	
p70S6K Signaling	-0E00	7.69E-03	NaN	RASD1	
ERK5 Signaling	-0E00	1.41E-02	NaN	RASD1	
mTOR Signaling	-0E00	1E-02	NaN	RASD1,RHOBTB1	
G Beta Gamma Signaling	-0E00	7.87E-03	NaN	RASD1	
Communication between Innate and Adaptive Immune Cells	-0E00	3.56E-03	NaN	Ccl9	
Sphingosine-1-phosphate Signaling	-0E00	8.93E-03	NaN	RHOBTB1	
Crosstalk between Dendritic Cells and Natural Killer Cells	-0E00	1.41E-02	NaN	REL	
Systemic Lupus Erythematosus Signaling	-0E00	5.25E-03	NaN	LSM1,RASD1	
Cdc42 Signaling	-0E00	5.6E-03	NaN	CLIP1,ITGB3	
FAK Signaling	-0E00	1.72E-02	NaN	ITGB3,RASD1	
EIF2 Signaling	-0E00	1.46E-02	NaN	MYCN,RASD1,SREBF1	
PAK Signaling	-0E00	1.75E-02	NaN	ITGB3,RASD1	
RhoA Signaling	-0E00	1.68E-02	NaN	DLC1,LPAR6	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	-0E00	9.22E-03	NaN	ITGB3,SMAD9	
Phospholipase C Signaling	-0E00	1.51E-02	NaN	BLNK,HDAC11,HDAC5,ITGB3,RASD1,REL,RHOBTB1	
HER-2 Signaling in Breast Cancer	-0E00	1.6E-02	NaN	ITGB3,RASD1,REL	
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	-0E00	3.44E-03	NaN	REL	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	-0E00	6.49E-03	NaN	RASD1,SOCS3	
Regulation of eIF4 and p70S6K Signaling	-0E00	1.18E-02	NaN	ITGB3,RASD1	
Role of NFAT in Cardiac Hypertrophy	-0E00	1.86E-02	NaN	HDAC11,HDAC5,RASD1,RCAN1	
IL-1 Signaling	-0E00	1.09E-02	NaN	REL	
Breast Cancer Regulation by Stathmin1	-0E00	1.24E-02	-1.134	ADRA1B,AVPR1A,GPR155,LPAR6,RASD1,SUCNR1,TUBB	
Glioblastoma Multiforme Signaling	-0E00	1.19E-02	NaN	RASD1,RHOBTB1	
Neuroprotective Role of THOP1 in Alzheimer's Disease	-0E00	9.35E-03	NaN	F11	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	-0E00	6.78E-03	NaN	RASD1,REL	
Nur77 Signaling in T Lymphocytes	-0E00	3.37E-03	NaN	NR4A1	
PKCθ Signaling in T Lymphocytes	-0E00	8.38E-03	NaN	MAP3K4,RASD1,REL	
Role of MAPK Signaling in the Pathogenesis of Influenza	-0E00	1.3E-02	NaN	RASD1	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	-0E00	1.85E-02	NaN	REL	
MSP-RON Signaling Pathway	-0E00	1.82E-02	NaN	F11	
OX40 Signaling Pathway	-0E00	3.73E-03	NaN	REL	
Cell Cycle Control of Chromosomal Replication	-0E00	1.89E-02	NaN	RPA1	
IL-17A Signaling in Airway Cells	-0E00	1.59E-02	NaN	REL	
Role of IL-17A in Arthritis	-0E00	1.89E-02	NaN	REL	
Gap Junction Signaling	-0E00	1.04E-02	NaN	RASD1,TUBB	
VEGF Family Ligand-Receptor Interactions	-0E00	1.22E-02	NaN	RASD1	
ErbB Signaling	-0E00	1.1E-02	NaN	RASD1	
ErbB4 Signaling	-0E00	1.49E-02	NaN	RASD1	
GDNF Family Ligand-Receptor Interactions	-0E00	1.33E-02	NaN	RASD1	
Pyridoxal 5'-phosphate Salvage Pathway	-0E00	1.54E-02	NaN	GRK5	
Phospholipases	-0E00	1.64E-02	NaN	LIPG	
Salvage Pathways of Pyrimidine Ribonucleotides	-0E00	1.09E-02	NaN	GRK5	
Gαi Signaling	-0E00	7.35E-03	NaN	RASD1	
Agranulocyte Adhesion and Diapedesis	-0E00	1.6E-02	NaN	Ccl9,CLDN1,MMP15	
Granulocyte Adhesion and Diapedesis	-0E00	1.82E-02	NaN	Ccl9,CLDN1,MMP15	
Tec Kinase Signaling	-0E00	1.04E-02	NaN	ITGB3,REL,RHOBTB1,STAT5B	
UVA-Induced MAPK Signaling	-0E00	1.03E-02	NaN	RASD1	
PCP pathway	-0E00	1.67E-02	NaN	JUND	
Wnt/Ca+ pathway	-0E00	1.56E-02	NaN	REL	
Estrogen Receptor Signaling	-0E00	1.77E-02	0.816	HES1,LEPR,MCU,MMP15,PPARGC1A,RASD1,REL	
Toll-like Receptor Signaling	-0E00	1.35E-02	NaN	REL	
ERK/MAPK Signaling	-0E00	1.46E-02	NaN	ITGB3,MYCN,RASD1	
SAPK/JNK Signaling	-0E00	6.41E-03	NaN	MAP3K4,RASD1	
Cardiac β-adrenergic Signaling	-0E00	1.21E-02	NaN	GDE1,PDE4B	
Wnt/β-catenin Signaling	-0E00	5.95E-03	NaN	CDH1	
Chemokine Signaling	-0E00	1.33E-02	NaN	RASD1	
Neurotrophin/TRK Signaling	-0E00	1.33E-02	NaN	RASD1	
Integrin Signaling	-0E00	1.47E-02	NaN	ITGB3,RASD1,RHOBTB1	
Death Receptor Signaling	-0E00	1.06E-02	NaN	REL	
Dopamine Receptor Signaling	-0E00	1.35E-02	NaN	COMT	
cAMP-mediated signaling	-0E00	9.13E-03	NaN	GDE1,PDE4B	
NF-κB Signaling	-0E00	5.32E-03	NaN	FGFR2,RASD1	
VEGF Signaling	-0E00	1.04E-02	NaN	RASD1	
T Cell Receptor Signaling	-0E00	7.48E-03	NaN	DUSP5,RASD1,REL	
PDGF Signaling	-0E00	1.16E-02	NaN	RASD1	
Phagosome Maturation	-0E00	6.76E-03	NaN	TUBB	
Autophagy	-0E00	4.85E-03	NaN	ERN1	
PD-1, PD-L1 cancer immunotherapy pathway	-0E00	1.08E-02	NaN	STAT5B	
Cancer Drug Resistance By Drug Efflux	-0E00	1.72E-02	NaN	RASD1	
Th1 and Th2 Activation Pathway	-0E00	1.29E-02	NaN	SOCS3,STAT5B	
Th1 Pathway	-0E00	9.17E-03	NaN	SOCS3	
Th2 Pathway	-0E00	1.64E-02	NaN	SOCS3,STAT5B	
GP6 Signaling Pathway	-0E00	1.61E-02	NaN	ITGB3,LAMB3	
IL-7 Signaling Pathway	-0E00	1.3E-02	NaN	STAT5B	
Neuroinflammation Signaling Pathway	-0E00	7.04E-03	NaN	MAPK15,REL	
Opioid Signaling Pathway	-0E00	1.13E-02	NaN	GRK5,MAPK15,RASD1	
Adrenomedullin signaling pathway	-0E00	1.54E-02	NaN	MAPK15,RASD1,REL	
Th17 Activation Pathway	-0E00	7.27E-03	NaN	REL,SOCS3	
SPINK1 Pancreatic Cancer Pathway	-0E00	1.85E-02	NaN	CELA1	
SPINK1 General Cancer Pathway	-0E00	1.79E-02	NaN	RASD1	
Endocannabinoid Neuronal Synapse Pathway	-0E00	1.37E-02	NaN	MAPK15,MGLL	
Endocannabinoid Cancer Inhibition Pathway	-0E00	7.19E-03	NaN	CDH1	
Apelin Cardiomyocyte Signaling Pathway	-0E00	1.03E-02	NaN	MAPK15	
FAT10 Signaling Pathway	-0E00	1.85E-02	NaN	PSMD9	
T Cell Exhaustion Signaling Pathway	-0E00	5.75E-03	NaN	RASD1,TNFRSF14	
Synaptogenesis Signaling Pathway	-0E00	1.67E-02	1.000	CDH1,CNTNAP1,EPHA2,HSPA8,RASD1	
Systemic Lupus Erythematosus In T Cell Signaling Pathway	-0E00	7.13E-03	NaN	LEPR,RASD1,RHOBTB1	
Systemic Lupus Erythematosus In B Cell Signaling Pathway	-0E00	1.61E-02	NaN	BLNK,IRF5,RASD1,REL	
Inhibition of ARE-Mediated mRNA Degradation Pathway	-0E00	1.31E-02	NaN	MAPK15,PSMD9	
BEX2 Signaling Pathway	-0E00	1.32E-02	NaN	REL	
Necroptosis Signaling Pathway	-0E00	1.41E-02	NaN	TIMM10,TOMM40	
Insulin Secretion Signaling Pathway	-0E00	1.16E-02	NaN	GCK,SEC61G,STAT5B	
Ephrin Receptor Signaling	-0E00	1.52E-02	NaN	EPHA2,ITGB3,RASD1	
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	-0E00	9.35E-03	NaN	RASD1	
