© 2000-2021 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	7.08E-01	5.06E-02	0.333	APOA4,MAP3K13,MAP3K4,MAP3K8,NFKBIA,PIK3R1,PRKD3,RND3,TNF	
Trehalose Degradation II (Trehalase)	7.03E-01	1.67E-01	NaN	GCK	
Zymosterol Biosynthesis	7.03E-01	1.67E-01	NaN	NSDHL	
TCA Cycle II (Eukaryotic)	6.97E-01	8.7E-02	NaN	FH,IDH3A	
Apelin Cardiac Fibroblast Signaling Pathway	6.97E-01	8.7E-02	NaN	NOS3,SERPINE1	
Pyridoxal 5'-phosphate Salvage Pathway	6.82E-01	6.15E-02	NaN	G6PC,GRK5,MAP3K8,PIM1	
MSP-RON Signaling In Cancer Cells Pathway	6.76E-01	5.22E-02	1.890	ETS2,F11,MYC,NFKBIA,PIK3R1,PLAUR,YWHAG	
IL-22 Signaling	6.7E-01	8.33E-02	NaN	SOCS3,STAT5B	
Sphingosine-1-phosphate Signaling	6.6E-01	5.36E-02	1.633	CASP3,CASP7,PDGFA,PIK3R1,PLCB2,RND3	
RANK Signaling in Osteoclasts	6.6E-01	5.62E-02	0.000	MAP3K13,MAP3K4,MAP3K8,NFKBIA,PIK3R1	
Triacylglycerol Degradation	6.56E-01	6.67E-02	NaN	ABHD2,MGLL,PNPLA2	
Apelin Pancreas Signaling Pathway	6.56E-01	6.67E-02	NaN	DDIT3,ERN1,PIK3R1	
ErbB4 Signaling	6.52E-01	5.97E-02	NaN	NRG4,PIK3R1,PRKD3,PSEN2	
Cholecystokinin/Gastrin-mediated Signaling	6.48E-01	5.31E-02	0.816	IL1A,IL1B,PLCB2,PRKD3,RND3,TNF	
Thioredoxin Pathway	6.44E-01	1.43E-01	NaN	TXNRD3	
Inositol Pyrophosphates Biosynthesis	6.44E-01	1.43E-01	NaN	IP6K2	
Coronavirus Pathogenesis Pathway	6.44E-01	4.86E-02	1.000	CASP3,DDIT3,HDAC11,HDAC5,IL1B,MAVS,NFKBIA,NLRP3,SERPINE1	
Role of JAK family kinases in IL-6-type Cytokine Signaling	6.42E-01	8E-02	NaN	SOCS3,STAT5B	
Growth Hormone Signaling	6.36E-01	5.88E-02	-1.000	PIK3R1,PRKD3,SOCS3,STAT5B	
Role of JAK1 and JAK3 in γc Cytokine Signaling	6.36E-01	5.88E-02	NaN	IRS2,PIK3R1,SOCS3,STAT5B	
Ephrin A Signaling	6.36E-01	6.52E-02	NaN	EFNA1,EPHA2,PIK3R1	
ILK Signaling	6.18E-01	4.79E-02	1.000	CASP3,FERMT2,FLNB,IRS2,ITGB3,MYC,PIK3R1,RND3,TNF	
Estrogen-mediated S-phase Entry	6.18E-01	7.69E-02	NaN	CDKN1A,MYC	
Ethanol Degradation II	6.18E-01	7.69E-02	NaN	ACSS2,ADH4	
Glioma Invasiveness Signaling	6.09E-01	5.71E-02	2.000	ITGB3,PIK3R1,PLAUR,RND3	
GM-CSF Signaling	6.09E-01	5.71E-02	NaN	CISH,PIK3R1,PIM1,STAT5B	
IL-15 Production	6.06E-01	5.13E-02	-0.816	EPHA2,ERBB3,FGFR2,KDR,NTRK1,PTK6	
p53 Signaling	5.97E-01	5.32E-02	NaN	CDKN1A,COQ8A,GADD45A,PIK3R1,TIGAR	
Death Receptor Signaling	5.97E-01	5.32E-02	-0.447	CASP3,CASP7,HSPB1,NFKBIA,TNF	
ERK5 Signaling	5.95E-01	5.63E-02	2.000	MAP3K8,MYC,NTRK1,YWHAG	
Role of MAPK Signaling in Inhibiting the Pathogenesis of Influenza	5.95E-01	5.63E-02	1.000	CASP3,IL1B,NFKBIA,TNF	
Sucrose Degradation V (Mammalian)	5.93E-01	1.25E-01	NaN	ALDOA	
Sphingomyelin Metabolism	5.93E-01	1.25E-01	NaN	SGMS2	
Role of p14/p19ARF in Tumor Suppression	5.93E-01	7.41E-02	NaN	PIK3R1,SF3A1	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	5.85E-01	4.9E-02	1.633	IL1A,IL1B,MAVS,NLRP3,PIK3R1,PRKD3,TNF	
Sperm Motility	5.85E-01	4.55E-02	-2.000	EPHA2,ERBB3,FGFR2,GNA14,KDR,NTRK1,PDE4B,PLCB2,PRKD3,PTK6,SLC16A10	
Glioblastoma Multiforme Signaling	5.8E-01	4.76E-02	0.707	CDKN1A,FZD6,FZD7,MYC,PDGFA,PIK3R1,PLCB2,RND3	
Leptin Signaling in Obesity	5.69E-01	5.48E-02	NaN	LEPR,PIK3R1,PLCB2,SOCS3	
Factors Promoting Cardiogenesis in Vertebrates	5.67E-01	4.83E-02	-0.378	CER1,FZD6,FZD7,GATA4,MYC,PLCB2,PRKD3	
Sumoylation Pathway	5.64E-01	5.15E-02	0.000	CBX4,NFKBIA,RFC5,RND3,SENP1	
Glioma Signaling	5.54E-01	4.92E-02	NaN	CDKN1A,HDAC11,HDAC5,PDGFA,PIK3R1,PRKD3	
Role of IL-17A in Psoriasis	5.5E-01	1.11E-01	NaN	CXCL3	
Heme Biosynthesis II	5.5E-01	1.11E-01	NaN	ALAS1	
Superpathway of Inositol Phosphate Compounds	5.48E-01	4.5E-02	-1.000	CA3,DUSP1,G6PC,IP6K2,MTMR4,NUDT2,PIK3R1,PLCB2,PTPRF,SOCS3	
PI3K/AKT Signaling	5.48E-01	4.57E-02	0.707	CDKN1A,HSP90AA1,HSP90AB1,ITGB3,MAP3K8,NFKBIA,NOS3,PIK3R1,YWHAG	
Virus Entry via Endocytic Pathways	5.42E-01	5.05E-02	NaN	FLNB,ITGB3,PIK3R1,PRKD3,TFRC	
Cardiac Hypertrophy Signaling	5.38E-01	4.42E-02	-0.302	ADRA1B,EIF2B4,GATA4,GNA14,HSPB1,MAP3K13,MAP3K4,MAP3K8,PIK3R1,PLCB2,RND3	
PTEN Signaling	5.33E-01	4.7E-02	0.447	CASP3,CDKN1A,FGFR2,ITGB3,KDR,NTRK1,PIK3R1	
14-3-3-mediated Signaling	5.26E-01	4.8E-02	0.447	PIK3R1,PLCB2,PRKD3,TNF,TUBA8,YWHAG	
Role of IL-17A in Arthritis	5.23E-01	5.66E-02	NaN	CXCL3,NFKBIA,PIK3R1	
Thyroid Cancer Signaling	5.19E-01	5.19E-02	1.000	IRS2,MYC,NTRK1,PIK3R1	
IL-7 Signaling Pathway	5.19E-01	5.19E-02	NaN	BCL6,MYC,PIK3R1,STAT5B	
IL-8 Signaling	5.11E-01	4.46E-02	0.378	GNA14,HMOX1,ITGB3,KDR,NFKBIA,PIK3R1,PLCB2,PRKD3,RND3	
Embryonic Stem Cell Differentiation into Cardiac Lineages	5.11E-01	1E-01	NaN	GATA4	
Calcium Transport I	5.11E-01	1E-01	NaN	ATP2A2	
NAD Phosphorylation and Dephosphorylation	5.11E-01	1E-01	NaN	ACP3	
γ-glutamyl Cycle	5.11E-01	1E-01	NaN	GCLC	
IGF-1 Signaling	5.11E-01	4.9E-02	NaN	IGFBP1,IRS2,PIK3R1,SOCS3,YWHAG	
Activation of IRF by Cytosolic Pattern Recognition Receptors	5.09E-01	5.56E-02	NaN	MAVS,NFKBIA,TNF	
Lymphotoxin β Receptor Signaling	5.09E-01	5.56E-02	NaN	CASP3,NFKBIA,PIK3R1	
NF-κB Activation by Viruses	5.07E-01	5.13E-02	0.000	ITGB3,NFKBIA,PIK3R1,PRKD3	
Axonal Guidance Signaling	5.04E-01	4.1E-02	NaN	ADAMTS1,ADAMTS4,EFNA1,EPHA2,FZD6,FZD7,GNA14,ITGB3,MMP17,NTRK1,PDGFA,PIK3R1,PLCB2,PLXNA2,PLXNB2,PRKD3,RGS3,SEMA4A,SHANK2,TUBA8	
MSP-RON Signaling Pathway	4.95E-01	5.45E-02	NaN	F11,PIK3R1,TNF	
Circadian Rhythm Signaling	4.92E-01	6.25E-02	NaN	BHLHE40,PER2	
MSP-RON Signaling In Macrophages Pathway	4.91E-01	4.81E-02	-0.447	F11,NFKBIZ,PIK3R1,SOCS3,TNF	
Senescence Pathway	4.87E-01	4.24E-02	0.905	ATF3,BHLHE40,CDKN1A,CEBPB,ETS2,GADD45A,GATA4,IL1A,MAPK15,MCU,PIK3R1,SERPINE1	
Role of BRCA1 in DNA Damage Response	4.84E-01	5E-02	NaN	BLM,CDKN1A,GADD45A,RFC5	
Role of Lipids/Lipid Rafts in the Pathogenesis of Influenza	4.78E-01	9.09E-02	NaN	FDPS	
Assembly of RNA Polymerase I Complex	4.78E-01	9.09E-02	NaN	POLR1A	
Purine Nucleotides De Novo Biosynthesis II	4.78E-01	9.09E-02	NaN	PPAT	
Insulin Secretion Signaling Pathway	4.75E-01	4.25E-02	-0.632	AGO3,EIF2B4,GCK,GNA14,KLF11,PIK3R1,PLCB2,PRKD3,SEC61G,SLC2A3,STAT5B	
Nucleotide Excision Repair Pathway	4.74E-01	6.06E-02	NaN	ERCC6,POLR2H	
HOTAIR Regulatory Pathway	4.69E-01	4.46E-02	1.134	AGO3,CDKN1A,FOXA1,MMP17,MYC,NFKBIA,PIK3R1	
D-myo-inositol-5-phosphate Metabolism	4.66E-01	4.37E-02	-1.134	CA3,DUSP1,G6PC,MTMR4,NUDT2,PLCB2,PTPRF,SOCS3	
VEGF Family Ligand-Receptor Interactions	4.63E-01	4.88E-02	0.000	KDR,NOS3,PIK3R1,PRKD3	
MIF-mediated Glucocorticoid Regulation	4.57E-01	5.88E-02	NaN	CD14,NFKBIA	
LPS-stimulated MAPK Signaling	4.53E-01	4.82E-02	0.000	CD14,NFKBIA,PIK3R1,PRKD3	
PEDF Signaling	4.53E-01	4.82E-02	NaN	CASP7,NFKBIA,PIK3R1,PNPLA2	
Cleavage and Polyadenylation of Pre-mRNA	4.47E-01	8.33E-02	NaN	CSTF1	
Assembly of RNA Polymerase III Complex	4.47E-01	8.33E-02	NaN	SF3A1	
Role of RIG1-like Receptors in Antiviral Innate Immunity	4.41E-01	5.71E-02	NaN	MAVS,NFKBIA	
Polyamine Regulation in Colon Cancer	4.33E-01	5E-02	NaN	MAX,MYC,ODC1	
Germ Cell-Sertoli Cell Junction Signaling	4.33E-01	4.32E-02	NaN	MAP3K13,MAP3K4,MAP3K8,PIK3R1,RND3,TNF,TUBA8	
Human Embryonic Stem Cell Pluripotency	4.26E-01	4.29E-02	NaN	FGFR2,FZD6,FZD7,GNA14,NTRK1,PDGFA,PIK3R1	
Apelin Endothelial Signaling Pathway	4.26E-01	4.38E-02	0.447	GNA14,HDAC5,NOS3,PIK3R1,PLCB2,PRKD3	
Guanosine Nucleotides Degradation III	4.2E-01	7.69E-02	NaN	ACP3	
Insulin Receptor Signaling	4.19E-01	4.35E-02	0.000	ACLY,EIF2B4,IRS2,PIK3R1,PTPRF,SOCS3	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	4.16E-01	4.15E-02	NaN	ADAMTS4,FZD6,FZD7,IL1A,IL1B,ITGB3,NFKBIA,PIK3R1,TNF	
Bladder Cancer Signaling	4.12E-01	4.42E-02	NaN	CDKN1A,HDAC11,HDAC5,MMP17,MYC	
Notch Signaling	4.11E-01	5.41E-02	NaN	HES1,PSEN2	
PAK Signaling	4.03E-01	4.39E-02	1.000	CASP3,ITGB3,PDGFA,PIK3R1,TNF	
Molecular Mechanisms of Cancer	4.01E-01	3.93E-02	NaN	CASP3,CASP7,CDKN1A,FZD6,FZD7,GNA14,HDAC11,HDAC5,ITGB3,MAX,MYC,NFKBIA,PIK3R1,PLCB2,PRKD3,PSEN2,RND3	
3-phosphoinositide Biosynthesis	4.01E-01	4.15E-02	-0.378	CA3,DUSP1,G6PC,MTMR4,NUDT2,PIK3R1,PTPRF,SOCS3	
IL-17A Signaling in Airway Cells	3.99E-01	4.76E-02	NaN	CXCL3,NFKBIA,PIK3R1	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	3.99E-01	4.19E-02	-0.816	CA3,DUSP1,G6PC,MTMR4,NUDT2,PTPRF,SOCS3	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	3.99E-01	4.19E-02	-0.816	CA3,DUSP1,G6PC,MTMR4,NUDT2,PTPRF,SOCS3	
tRNA Charging	3.97E-01	5.26E-02	NaN	MARS2,NARS2	
Coronavirus Replication Pathway	3.97E-01	5.26E-02	NaN	BAG3,TUBA8	
Choline Biosynthesis III	3.95E-01	7.14E-02	NaN	HMOX1	
Urate Biosynthesis/Inosine 5'-phosphate Degradation	3.95E-01	7.14E-02	NaN	ACP3	
Necroptosis Signaling Pathway	3.9E-01	4.23E-02	0.816	NLRP3,PYGL,TIMM10,TNF,TOMM40,UBC	
Induction of Apoptosis by HIV1	3.88E-01	4.69E-02	NaN	CASP3,NFKBIA,TNF	
Mitotic Roles of Polo-Like Kinase	3.88E-01	4.69E-02	NaN	HSP90AA1,HSP90AB1,WEE1	
Atherosclerosis Signaling	3.88E-01	4.31E-02	NaN	APOA4,IL1A,IL1B,PDGFA,TNF	
NGF Signaling	3.88E-01	4.31E-02	0.447	MAP3K13,MAP3K4,MAP3K8,NTRK1,PIK3R1	
Wnt/Ca+ pathway	3.88E-01	4.69E-02	NaN	FZD6,FZD7,PLCB2	
Acute Myeloid Leukemia Signaling	3.87E-01	4.44E-02	NaN	MYC,PIK3R1,PIM1,STAT5B	
Intrinsic Prothrombin Activation Pathway	3.83E-01	5.13E-02	NaN	F11,THBD	
Natural Killer Cell Signaling	3.8E-01	4.12E-02	1.134	HSPA1A/HSPA1B,Hspa1b,HSPA8,MAP3K13,MAP3K4,MAP3K8,PIK3R1	
ErbB Signaling	3.79E-01	4.4E-02	0.000	ERBB3,NRG4,PIK3R1,PRKD3	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	3.74E-01	4.24E-02	NaN	FZD6,FZD7,GATA4,GATA6,PIK3R1	
Granzyme B Signaling	3.73E-01	6.67E-02	NaN	CASP3	
Superpathway of Citrulline Metabolism	3.73E-01	6.67E-02	NaN	NOS3	
Adenosine Nucleotides Degradation II	3.73E-01	6.67E-02	NaN	ACP3	
CD40 Signaling	3.69E-01	4.55E-02	NaN	NFKBIA,PIK3R1,TNFAIP3	
PD-1, PD-L1 cancer immunotherapy pathway	3.63E-01	4.3E-02	0.000	PDCD4,PIK3R1,STAT5B,TNF	
TGF-β Signaling	3.55E-01	4.26E-02	1.000	HNF4A,INHBB,SERPINE1,TGIF1	
Extrinsic Prothrombin Activation Pathway	3.52E-01	6.25E-02	NaN	THBD	
Mismatch Repair in Eukaryotes	3.52E-01	6.25E-02	NaN	RFC5	
Chondroitin Sulfate Degradation (Metazoa)	3.52E-01	6.25E-02	NaN	Chil3/Chil4	
Parkinson's Signaling	3.52E-01	6.25E-02	NaN	CASP3	
MIF Regulation of Innate Immunity	3.46E-01	4.76E-02	NaN	CD14,NFKBIA	
ATM Signaling	3.46E-01	4.21E-02	NaN	BLM,CDKN1A,GADD45A,NFKBIA	
tRNA Splicing	3.46E-01	4.76E-02	NaN	GDE1,PDE4B	
Relaxin Signaling	3.45E-01	4.03E-02	NaN	GDE1,GNA14,NFKBIA,NOS3,PDE4B,PIK3R1	
Pancreatic Adenocarcinoma Signaling	3.38E-01	4.07E-02	NaN	CDKN1A,HDAC11,HDAC5,HMOX1,PIK3R1	
VEGF Signaling	3.38E-01	4.17E-02	NaN	EIF2B4,KDR,NOS3,PIK3R1	
EIF2 Signaling	3.34E-01	3.9E-02	0.378	AGO3,ATF3,DDIT3,EIF2B4,MYC,PIK3R1,SREBF1,TRIB3	
Dermatan Sulfate Degradation (Metazoa)	3.33E-01	5.88E-02	NaN	Chil3/Chil4	
Autophagy	3.3E-01	3.88E-02	0.000	ATG101,ATG16L1,DDIT3,ERN1,IRS2,MYC,PIK3R1,TNF	
3-phosphoinositide Degradation	3.28E-01	3.91E-02	-0.816	CA3,DUSP1,G6PC,MTMR4,NUDT2,PTPRF,SOCS3	
Colorectal Cancer Metastasis Signaling	3.23E-01	3.82E-02	1.667	CASP3,FZD6,FZD7,GNA14,MMP17,MYC,PIK3R1,PTGER2,RND3,TNF	
G Protein Signaling Mediated by Tubby	3.23E-01	4.55E-02	NaN	GNA14,PLCB2	
Clathrin-mediated Endocytosis Signaling	3.18E-01	3.87E-02	NaN	APOA4,HSPA8,ITGB3,PDGFA,PIK3R1,TFRC,UBC	
Purine Nucleotides Degradation II (Aerobic)	3.15E-01	5.56E-02	NaN	ACP3	
Fatty Acid α-oxidation	3.15E-01	5.56E-02	NaN	BCO2	
P2Y Purigenic Receptor Signaling Pathway	3.12E-01	3.94E-02	0.000	ITGB3,MYC,PIK3R1,PLCB2,PRKD3	
PFKFB4 Signaling Pathway	3.12E-01	4.44E-02	NaN	GCK,TKT	
HMGB1 Signaling	3.1E-01	3.87E-02	2.236	IL1A,IL1B,PIK3R1,RND3,SERPINE1,TNF	
fMLP Signaling in Neutrophils	3.06E-01	3.91E-02	0.000	GNA14,NFKBIA,PIK3R1,PLCB2,PRKD3	
iNOS Signaling	3.02E-01	4.35E-02	NaN	CD14,NFKBIA	
Methionine Degradation I (to Homocysteine)	2.98E-01	5.26E-02	NaN	NSUN4	
IL-15 Signaling	2.91E-01	4E-02	NaN	MYC,PIK3R1,STAT5B	
Apoptosis Signaling	2.9E-01	3.88E-02	-1.000	CASP3,CASP7,NFKBIA,TNF	
Phagosome Formation	2.89E-01	3.82E-02	NaN	ITGB3,PIK3R1,PLCB2,PRKD3,RND3	
Leukocyte Extravasation Signaling	2.87E-01	3.74E-02	0.447	CLDN1,CLDN14,DLC1,MAP3K4,MMP17,PIK3R1,PRKD3	
Cardiomyocyte Differentiation via BMP Receptors	2.83E-01	5E-02	NaN	GATA4	
Renal Cell Carcinoma Signaling	2.83E-01	3.95E-02	NaN	FH,PIK3R1,UBC	
Assembly of RNA Polymerase II Complex	2.82E-01	4.17E-02	NaN	GTF2F1,POLR2H	
Apelin Muscle Signaling Pathway	2.82E-01	4.17E-02	NaN	GNA14,NOS3	
Airway Pathology in Chronic Obstructive Pulmonary Disease	2.77E-01	3.81E-02	NaN	CXCL3,IL1A,IL1B,TNF	
Estrogen-Dependent Breast Cancer Signaling	2.76E-01	3.9E-02	NaN	HSD17B2,PIK3R1,STAT5B	
Glutathione Redox Reactions I	2.69E-01	4.76E-02	NaN	GSTM2	
Ethanol Degradation IV	2.69E-01	4.76E-02	NaN	ACSS2	
Cysteine Biosynthesis III (mammalia)	2.69E-01	4.76E-02	NaN	NSUN4	
IL-3 Signaling	2.68E-01	3.85E-02	NaN	PIK3R1,PRKD3,STAT5B	
Androgen Signaling	2.68E-01	3.68E-02	NaN	DNAJB1,GNA14,GTF2F1,HSP90AA1,POLR2H,PRKD3	
Melanoma Signaling	2.64E-01	4E-02	NaN	CDKN1A,PIK3R1	
FAT10 Cancer Signaling Pathway	2.64E-01	4E-02	NaN	NFKBIA,TNF	
UVB-Induced MAPK Signaling	2.56E-01	3.92E-02	NaN	PIK3R1,PRKD3	
IL-17A Signaling in Gastric Cells	2.43E-01	4.35E-02	NaN	TNF	
NAD Salvage Pathway II	2.43E-01	4.35E-02	NaN	ACP3	
Glycolysis I	2.43E-01	4.35E-02	NaN	ALDOA	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	2.32E-01	3.7E-02	NaN	NFKBIA,PIK3R1	
Gluconeogenesis I	2.31E-01	4.17E-02	NaN	ALDOA	
Role of CHK Proteins in Cell Cycle Checkpoint Control	2.25E-01	3.64E-02	NaN	CDKN1A,RFC5	
D-myo-inositol (1,4,5)-Trisphosphate Biosynthesis	2.1E-01	3.85E-02	NaN	PLCB2	
Apelin Liver Signaling Pathway	2.1E-01	3.85E-02	NaN	TNF	
Dilated Cardiomyopathy Signaling Pathway	-0E00	1.41E-02	NaN	ATP2A2,BAG3	
Synaptic Long Term Potentiation	-0E00	2.36E-02	NaN	GNA14,PLCB2,PRKD3	
Amyotrophic Lateral Sclerosis Signaling	-0E00	2.65E-02	NaN	CASP3,CASP7,PIK3R1	
Fc Epsilon RI Signaling	-0E00	2.65E-02	NaN	PIK3R1,PRKD3,TNF	
Actin Cytoskeleton Signaling	-0E00	2.54E-02	NaN	CD14,ITGB3,PDGFA,PIK3R1,TIAM1,TIAM2	
Synaptic Long Term Depression	-0E00	2.13E-02	-1.000	GNA14,NOS3,PLCB2,PRKD3	
Mitochondrial Dysfunction	-0E00	2.52E-02	NaN	CASP3,CPT1A,NDUFS6,PSEN2	
Ceramide Signaling	-0E00	2.27E-02	NaN	PIK3R1,TNF	
Tight Junction Signaling	-0E00	3.49E-02	NaN	CLDN1,CLDN14,CSTF1,OCLN,TIAM1,TNF	
Regulation of Actin-based Motility by Rho	-0E00	1.85E-02	NaN	ITGB3,RND3	
α-Adrenergic Signaling	-0E00	2.91E-02	NaN	GNA14,PRKD3,PYGL	
Caveolar-mediated Endocytosis Signaling	-0E00	2.74E-02	NaN	FLNB,ITGB3	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	-0E00	3.26E-02	NaN	HMOX1,PIK3R1,PRKD3	
Role of NFAT in Regulation of the Immune Response	-0E00	1.56E-02	-1.000	GATA4,GNA14,NFKBIA,PIK3R1,PLCB2,RCAN1	
FcγRIIB Signaling in B Lymphocytes	-0E00	1.18E-02	NaN	PIK3R1	
CCR5 Signaling in Macrophages	-0E00	6.47E-03	NaN	GNA14,PRKD3	
Calcium-induced T Lymphocyte Apoptosis	-0E00	7.72E-03	NaN	ATP2A2,PRKD3	
Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	-0E00	8.55E-03	NaN	CASP3,CASP7	
CXCR4 Signaling	-0E00	3.09E-02	0.000	GNA14,PIK3R1,PLCB2,PRKD3,RND3	
4-1BB Signaling in T Lymphocytes	-0E00	3.03E-02	NaN	NFKBIA	
CTLA4 Signaling in Cytotoxic T Lymphocytes	-0E00	3.52E-03	NaN	PIK3R1	
B Cell Activating Factor Signaling	-0E00	2.33E-02	NaN	NFKBIA	
T Helper Cell Differentiation	-0E00	7.35E-03	NaN	BCL6,TNF	
CCR3 Signaling in Eosinophils	-0E00	3.12E-02	NaN	GNA14,PIK3R1,PLCB2,PRKD3	
Oncostatin M Signaling	-0E00	2.38E-02	NaN	STAT5B	
CD28 Signaling in T Helper Cells	-0E00	6.33E-03	NaN	NFKBIA,PIK3R1	
Dendritic Cell Maturation	-0E00	2.17E-02	1.414	CD83,IL1A,IL1B,LEPR,NFKBIA,PIK3R1,PLCB2,TNF	
Mechanisms of Viral Exit from Host Cells	-0E00	2.56E-02	NaN	PRKD3	
Reelin Signaling in Neurons	-0E00	8.13E-03	NaN	PIK3R1	
Melatonin Signaling	-0E00	2.9E-02	NaN	PLCB2,PRKD3	
Cellular Effects of Sildenafil (Viagra)	-0E00	2.11E-02	NaN	NOS3,PDE4B,PLCB2	
Neuropathic Pain Signaling In Dorsal Horn Neurons	-0E00	3.03E-02	NaN	PIK3R1,PLCB2,PRKD3	
CNTF Signaling	-0E00	1.79E-02	NaN	PIK3R1	
Agrin Interactions at Neuromuscular Junction	-0E00	2.99E-02	NaN	ERBB3,NRG4	
Renin-Angiotensin Signaling	-0E00	3.39E-02	NaN	PIK3R1,PRKD3,PTGER2,TNF	
Semaphorin Signaling in Neurons	-0E00	3.45E-02	NaN	PLXNA2,RND3	
Thrombin Signaling	-0E00	3.43E-02	0.816	GATA4,GATA6,GNA14,PIK3R1,PLCB2,PRKD3,RND3	
CDK5 Signaling	-0E00	1.83E-02	NaN	LAMB3,MAPK15	
iCOS-iCOSL Signaling in T Helper Cells	-0E00	6.51E-03	NaN	NFKBIA,PIK3R1	
Cell Cycle Regulation by BTG Family Proteins	-0E00	2.86E-02	NaN	BTG1	
Corticotropin Releasing Hormone Signaling	-0E00	1.38E-02	NaN	NOS3,PRKD3	
FLT3 Signaling in Hematopoietic Progenitor Cells	-0E00	2.53E-02	NaN	PIK3R1,STAT5B	
GNRH Signaling	-0E00	3.3E-02	-1.633	GNA14,MAP3K13,MAP3K4,MAP3K8,PLCB2,PRKD3	
Melanocyte Development and Pigmentation Signaling	-0E00	2.15E-02	NaN	DCT,PIK3R1	
Antiproliferative Role of Somatostatin Receptor 2	-0E00	2.6E-02	NaN	CDKN1A,PIK3R1	
CREB Signaling in Neurons	-0E00	3.11E-02	-2.000	ACKR4,ADRA1B,FGFR2,FZD6,FZD7,GNA14,GPR155,GPR17,HCAR2,KDR,LGR4,NTRK1,PIK3R1,PLCB2,POLR2H,PRKD3,PTGER2,SUCNR1	
Type I Diabetes Mellitus Signaling	-0E00	1.63E-02	-0.447	CASP3,IL1B,NFKBIA,SOCS3,TNF	
Endometrial Cancer Signaling	-0E00	3.33E-02	NaN	MYC,PIK3R1	
Basal Cell Carcinoma Signaling	-0E00	2.9E-02	NaN	FZD6,FZD7	
Allograft Rejection Signaling	-0E00	3.82E-03	NaN	TNF	
Graft-versus-Host Disease Signaling	-0E00	1.23E-02	NaN	IL1A,IL1B,TNF	
Non-Small Cell Lung Cancer Signaling	-0E00	3.23E-02	NaN	HDAC11,HDAC5,PIK3R1	
Gα12/13 Signaling	-0E00	1.54E-02	NaN	NFKBIA,PIK3R1	
p70S6K Signaling	-0E00	3.08E-02	NaN	PIK3R1,PLCB2,PRKD3,YWHAG	
mTOR Signaling	-0E00	2.5E-02	1.000	DDIT4,HMOX1,PIK3R1,PRKD3,RND3	
G Beta Gamma Signaling	-0E00	1.57E-02	NaN	GNA14,PRKD3	
Communication between Innate and Adaptive Immune Cells	-0E00	2.14E-02	NaN	CCL3L3,Ccl9,CD83,IL1A,IL1B,TNF	
Crosstalk between Dendritic Cells and Natural Killer Cells	-0E00	2.82E-02	NaN	CD83,TNF	
Systemic Lupus Erythematosus Signaling	-0E00	1.31E-02	NaN	IL1A,IL1B,PIK3R1,PRPF3,TNF	
Cdc42 Signaling	-0E00	8.4E-03	NaN	CDC42SE1,CLIP1,ITGB3	
FAK Signaling	-0E00	3.45E-02	NaN	ARHGAP26,ITGB3,PIK3R1,TNS1	
April Mediated Signaling	-0E00	2.38E-02	NaN	NFKBIA	
Retinoic acid Mediated Apoptosis Signaling	-0E00	2.27E-02	NaN	CASP3	
Rac Signaling	-0E00	2.21E-02	NaN	ITGB3,PIK3R1,TIAM1	
RhoA Signaling	-0E00	3.36E-02	0.000	CDC42EP1,DLC1,RND3,SEPTIN10	
Phospholipase C Signaling	-0E00	1.51E-02	-1.342	HDAC11,HDAC5,HMOX1,ITGB3,PLCB2,PRKD3,RND3	
Ovarian Cancer Signaling	-0E00	3.23E-02	NaN	FZD6,FZD7,HDAC11,HDAC5,PIK3R1	
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	-0E00	1.03E-02	NaN	IL1A,IL1B,TNF	
Protein Kinase A Signaling	-0E00	3.44E-02	0.302	CDC14B,DUSP1,FLNB,GDE1,NFKBIA,NOS3,PDE4B,PLCB2,PRKD3,PTP4A1,PTPRF,PYGL,YWHAG	
Regulation of eIF4 and p70S6K Signaling	-0E00	2.35E-02	NaN	AGO3,EIF2B4,ITGB3,PIK3R1	
Role of NFAT in Cardiac Hypertrophy	-0E00	3.26E-02	-0.447	GATA4,HDAC11,HDAC5,PIK3R1,PLCB2,PRKD3,RCAN1	
IL-1 Signaling	-0E00	3.26E-02	NaN	GNA14,IL1A,NFKBIA	
Breast Cancer Regulation by Stathmin1	-0E00	2.47E-02	-2.138	ACKR4,ADRA1B,FZD6,FZD7,GPR155,GPR17,HCAR2,LGR4,PIK3R1,PLCB2,PRKD3,PTGER2,SUCNR1,TUBA8	
Neuroprotective Role of THOP1 in Alzheimer's Disease	-0E00	9.35E-03	NaN	F11	
