© 2000-2021 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
CCR5 Signaling in Macrophages	-0E00	3.24E-03	NaN	PRKCD	
CD40 Signaling	-0E00	1.52E-02	NaN	MAPKAPK2	
Calcium-induced T Lymphocyte Apoptosis	-0E00	7.72E-03	NaN	NR4A1,PRKCD	
CD27 Signaling in Lymphocytes	-0E00	1.79E-02	NaN	MAP3K4	
IL-3 Signaling	-0E00	1.28E-02	NaN	PRKCD	
fMLP Signaling in Neutrophils	-0E00	7.81E-03	NaN	PRKCD	
CXCR4 Signaling	-0E00	6.17E-03	NaN	PRKCD	
Thrombopoietin Signaling	-0E00	1.59E-02	NaN	PRKCD	
IL-15 Production	-0E00	1.71E-02	NaN	EPHA2,FGFR2	
T Helper Cell Differentiation	-0E00	3.68E-03	NaN	IL18	
CCR3 Signaling in Eosinophils	-0E00	7.81E-03	NaN	PRKCD	
Dendritic Cell Maturation	-0E00	1.36E-02	1.342	CD83,IL18,IL1A,IL1B,LEPR	
Melatonin Signaling	-0E00	1.45E-02	NaN	PRKCD	
Angiopoietin Signaling	-0E00	1.32E-02	NaN	NOS3	
Cellular Effects of Sildenafil (Viagra)	-0E00	1.41E-02	NaN	NOS3,PDE4B	
Neuropathic Pain Signaling In Dorsal Horn Neurons	-0E00	1.01E-02	NaN	PRKCD	
Endothelin-1 Signaling	-0E00	1.09E-02	NaN	NOS3,PRKCD	
Relaxin Signaling	-0E00	2.01E-02	NaN	GDE1,NOS3,PDE4B	
Factors Promoting Cardiogenesis in Vertebrates	-0E00	6.9E-03	NaN	PRKCD	
Renin-Angiotensin Signaling	-0E00	8.47E-03	NaN	PRKCD	
Thrombin Signaling	-0E00	4.9E-03	NaN	PRKCD	
Cardiac Hypertrophy Signaling	-0E00	1.2E-02	NaN	ADRA1B,MAP3K4,MAPKAPK2	
CDK5 Signaling	-0E00	9.17E-03	NaN	LAMB3	
Molecular Mechanisms of Cancer	-0E00	4.62E-03	NaN	HDAC11,PRKCD	
HGF Signaling	-0E00	1.55E-02	NaN	MAP3K4,PRKCD	
GNRH Signaling	-0E00	1.1E-02	NaN	MAP3K4,PRKCD	
Human Embryonic Stem Cell Pluripotency	-0E00	6.13E-03	NaN	FGFR2	
Melanocyte Development and Pigmentation Signaling	-0E00	1.08E-02	NaN	DCT	
ATM Signaling	-0E00	1.05E-02	NaN	GADD45B	
Androgen Signaling	-0E00	1.84E-02	NaN	DNAJB1,HSP90AA1,PRKCD	
Germ Cell-Sertoli Cell Junction Signaling	-0E00	1.23E-02	NaN	MAP3K4,TUBB	
CREB Signaling in Neurons	-0E00	1.04E-02	-1.633	ADRA1B,CCRL2,FGFR2,GPR155,PRKCD,SUCNR1	
Prostate Cancer Signaling	-0E00	1.8E-02	NaN	HDAC11,HSP90AA1	
Renal Cell Carcinoma Signaling	-0E00	1.32E-02	NaN	FH	
Type I Diabetes Mellitus Signaling	-0E00	6.51E-03	NaN	IL1B,SOCS3	
Small Cell Lung Cancer Signaling	-0E00	1.05E-02	NaN	HDAC11	
Glioma Signaling	-0E00	1.64E-02	NaN	HDAC11,PRKCD	
Bladder Cancer Signaling	-0E00	8.85E-03	NaN	HDAC11	
Graft-versus-Host Disease Signaling	-0E00	1.23E-02	NaN	IL18,IL1A,IL1B	
Type II Diabetes Mellitus Signaling	-0E00	2E-02	NaN	PRKCD,SLC27A1,SOCS3	
Chronic Myeloid Leukemia Signaling	-0E00	9.43E-03	NaN	HDAC11	
Non-Small Cell Lung Cancer Signaling	-0E00	1.08E-02	NaN	HDAC11	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	-0E00	1.69E-02	NaN	APOA4,MAP3K4,PRKCD	
p70S6K Signaling	-0E00	7.69E-03	NaN	PRKCD	
mTOR Signaling	-0E00	5E-03	NaN	PRKCD	
Pancreatic Adenocarcinoma Signaling	-0E00	8.13E-03	NaN	HDAC11	
G Beta Gamma Signaling	-0E00	7.87E-03	NaN	PRKCD	
Communication between Innate and Adaptive Immune Cells	-0E00	1.78E-02	NaN	Ccl9,CD83,IL18,IL1A,IL1B	
Systemic Lupus Erythematosus Signaling	-0E00	7.87E-03	NaN	IL18,IL1A,IL1B	
ILK Signaling	-0E00	1.6E-02	NaN	FERMT2,FLNB,SNAI2	
FAK Signaling	-0E00	8.62E-03	NaN	ARHGAP26	
EIF2 Signaling	-0E00	9.76E-03	NaN	ATF5,DDIT3	
Hereditary Breast Cancer Signaling	-0E00	1.44E-02	NaN	GADD45B,HDAC11	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	-0E00	1.38E-02	NaN	IL18,IL1A,IL1B	
Phospholipase C Signaling	-0E00	4.32E-03	NaN	HDAC11,PRKCD	
Ovarian Cancer Signaling	-0E00	1.29E-02	NaN	GJA1,HDAC11	
HER-2 Signaling in Breast Cancer	-0E00	1.6E-02	NaN	IL1A,PRKCD,TP53RK	
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	-0E00	1.03E-02	NaN	IL18,IL1A,IL1B	
Role of NFAT in Cardiac Hypertrophy	-0E00	1.4E-02	NaN	HDAC11,PRKCD,RCAN1	
IL-1 Signaling	-0E00	1.09E-02	NaN	IL1A	
Breast Cancer Regulation by Stathmin1	-0E00	1.06E-02	-0.816	ADRA1B,CCRL2,GPR155,PRKCD,SUCNR1,TUBB	
RANK Signaling in Osteoclasts	-0E00	1.12E-02	NaN	MAP3K4	
Glioblastoma Multiforme Signaling	-0E00	5.95E-03	NaN	PRKCD	
Neuroprotective Role of THOP1 in Alzheimer's Disease	-0E00	9.35E-03	NaN	F11	
Nur77 Signaling in T Lymphocytes	-0E00	6.73E-03	NaN	NR4A1,PRKCD	
PKCθ Signaling in T Lymphocytes	-0E00	2.79E-03	NaN	MAP3K4	
MSP-RON Signaling Pathway	-0E00	1.82E-02	NaN	F11	
PI3K Signaling in B Lymphocytes	-0E00	7.09E-03	NaN	ATF5	
P2Y Purigenic Receptor Signaling Pathway	-0E00	7.87E-03	NaN	PRKCD	
Cyclins and Cell Cycle Regulation	-0E00	1.23E-02	NaN	HDAC11	
Role of Tissue Factor in Cancer	-0E00	8.93E-03	NaN	IL1B	
IL-17A Signaling in Airway Cells	-0E00	1.59E-02	NaN	IL17RB	
Role of JAK1 and JAK3 in γc Cytokine Signaling	-0E00	1.47E-02	NaN	SOCS3	
Dopamine-DARPP32 Feedback in cAMP Signaling	-0E00	5.65E-03	NaN	PRKCD	
NGF Signaling	-0E00	1.72E-02	NaN	MAP3K4,PRKCD	
Signaling by Rho Family GTPases	-0E00	3.85E-03	NaN	SEPTIN10	
RhoGDI Signaling	-0E00	1.44E-02	NaN	ARHGAP12,ARHGAP6,DLC1	
Sertoli Cell-Sertoli Cell Junction Signaling	-0E00	2E-02	NaN	MAP3K4,NOS3,OCLN,TUBB	
Gap Junction Signaling	-0E00	1.55E-02	NaN	GJA1,PRKCD,TUBB	
Telomerase Signaling	-0E00	1.94E-02	NaN	HDAC11,HSP90AA1	
Mouse Embryonic Stem Cell Pluripotency	-0E00	1.96E-02	NaN	ID2,ID3	
Hematopoiesis from Pluripotent Stem Cells	-0E00	4.2E-03	NaN	IL1A	
ErbB Signaling	-0E00	1.1E-02	NaN	PRKCD	
ErbB4 Signaling	-0E00	1.49E-02	NaN	PRKCD	
Heparan Sulfate Biosynthesis	-0E00	1.45E-02	NaN	PLA1A	
Heparan Sulfate Biosynthesis (Late Stages)	-0E00	1.61E-02	NaN	PLA1A	
Phospholipases	-0E00	1.64E-02	NaN	PLA1A	
3-phosphoinositide Biosynthesis	-0E00	2.07E-02	0.000	CA3,EPHX2,PTPRF,SOCS3	
Epithelial Adherens Junction Signaling	-0E00	1.32E-02	NaN	SNAI2,TUBB	
Gαq Signaling	-0E00	1.82E-02	NaN	ADRA1B,PRKCD,RGS16	
Remodeling of Epithelial Adherens Junctions	-0E00	1.56E-02	NaN	TUBB	
Regulation of the Epithelial-Mesenchymal Transition Pathway	-0E00	1.55E-02	NaN	FGFR2,ID2,SNAI2	
Sperm Motility	-0E00	1.65E-02	NaN	EPHA2,FGFR2,PDE4B,PRKCD	
Tec Kinase Signaling	-0E00	2.6E-03	NaN	PRKCD	
UVA-Induced MAPK Signaling	-0E00	1.03E-02	NaN	PARP16	
UVB-Induced MAPK Signaling	-0E00	1.96E-02	NaN	PRKCD	
UVC-Induced MAPK Signaling	-0E00	1.96E-02	NaN	PRKCD	
Oxidative Phosphorylation	-0E00	1E-02	NaN	NDUFS6	
PCP pathway	-0E00	1.67E-02	NaN	JUND	
Cell Cycle: G1/S Checkpoint Regulation	-0E00	1.54E-02	NaN	HDAC11	
ERK/MAPK Signaling	-0E00	4.85E-03	NaN	PRKCD	
SAPK/JNK Signaling	-0E00	3.21E-03	NaN	MAP3K4	
PI3K/AKT Signaling	-0E00	2.03E-02	NaN	HSP90AA1,IL13RA1,IL17RB,NOS3	
PTEN Signaling	-0E00	6.71E-03	NaN	FGFR2	
Cardiac β-adrenergic Signaling	-0E00	1.21E-02	NaN	GDE1,PDE4B	
JAK/Stat Signaling	-0E00	1.22E-02	NaN	SOCS3	
Cell Cycle: G2/M DNA Damage Checkpoint Regulation	-0E00	2E-02	NaN	PTPMT1	
B Cell Receptor Signaling	-0E00	5.62E-03	NaN	MAP3K4	
Wnt/β-catenin Signaling	-0E00	5.95E-03	NaN	GJA1	
Integrin Signaling	-0E00	9.8E-03	NaN	ARHGAP26,BCAR3	
Death Receptor Signaling	-0E00	1.06E-02	NaN	PARP16	
IGF-1 Signaling	-0E00	9.8E-03	NaN	SOCS3	
cAMP-mediated signaling	-0E00	9.13E-03	NaN	GDE1,PDE4B	
Glutamate Receptor Signaling	-0E00	1.54E-02	NaN	SLC1A4	
NF-κB Signaling	-0E00	1.06E-02	0.000	FGFR2,IL18,IL1A,IL1B	
VEGF Signaling	-0E00	1.04E-02	NaN	NOS3	
G-Protein Coupled Receptor Signaling	-0E00	1.48E-02	NaN	ADRA1B,GDE1,PDE4B,RGS16	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	-0E00	8.77E-03	NaN	PRKCD	
Gustation Pathway	-0E00	1.31E-02	NaN	GDE1,PDE4B	
Phagosome Formation	-0E00	7.63E-03	NaN	PRKCD	
Phagosome Maturation	-0E00	6.76E-03	NaN	TUBB	
PD-1, PD-L1 cancer immunotherapy pathway	-0E00	1.08E-02	NaN	PDCD4	
Sumoylation Pathway	-0E00	2.06E-02	NaN	CBX4,NR3C1	
Th1 and Th2 Activation Pathway	-0E00	1.94E-02	NaN	IL17RB,IL18,SOCS3	
Th1 Pathway	-0E00	1.83E-02	NaN	IL18,SOCS3	
Th2 Pathway	-0E00	1.64E-02	NaN	IL17RB,SOCS3	
Osteoarthritis Pathway	-0E00	1.33E-02	NaN	HES1,IL1B,PPARGC1A	
GP6 Signaling Pathway	-0E00	1.61E-02	NaN	LAMB3,PRKCD	
Neuroinflammation Signaling Pathway	-0E00	7.04E-03	NaN	IL18,IL1B	
Opioid Signaling Pathway	-0E00	1.5E-02	1.000	GRK5,NOS3,PRKCD,RGS16	
Iron homeostasis signaling pathway	-0E00	1.52E-02	NaN	ABCB10,TFRC	
Th17 Activation Pathway	-0E00	1.09E-02	NaN	HSP90AA1,IL1B,SOCS3	
SPINK1 Pancreatic Cancer Pathway	-0E00	1.85E-02	NaN	CELA1	
Endocannabinoid Neuronal Synapse Pathway	-0E00	6.85E-03	NaN	MGLL	
Endocannabinoid Developing Neuron Pathway	-0E00	8.2E-03	NaN	MGLL	
Apelin Cardiomyocyte Signaling Pathway	-0E00	2.06E-02	NaN	NOS3,PRKCD	
Synaptogenesis Signaling Pathway	-0E00	1.67E-02	0.447	CNTNAP1,EFNA1,EPHA2,HSPA8,PRKCD	
Systemic Lupus Erythematosus In T Cell Signaling Pathway	-0E00	4.75E-03	NaN	LEPR,NOS3	
Systemic Lupus Erythematosus In B Cell Signaling Pathway	-0E00	2.02E-02	-0.447	IL18,IL1A,IL1B,IRF5,PRKCD	
Senescence Pathway	-0E00	1.77E-02	1.342	GADD45B,IL1A,MAPKAPK2,MCU,SERPINE1	
White Adipose Tissue Browning Pathway	-0E00	1.49E-02	NaN	FGFR2,PPARGC1A	
Inhibition of ARE-Mediated mRNA Degradation Pathway	-0E00	1.96E-02	NaN	MAPKAPK2,PSMD4,PSMD9	
HOTAIR Regulatory Pathway	-0E00	6.37E-03	NaN	SNAI2	
Necroptosis Signaling Pathway	-0E00	7.04E-03	NaN	TIMM10	
Insulin Secretion Signaling Pathway	-0E00	1.16E-02	NaN	PRKCD,SEC61G,SPCS3	
Semaphorin Neuronal Repulsive Signaling Pathway	-0E00	6.94E-03	NaN	PDE4B	
Regulation Of The Epithelial Mesenchymal Transition In Development Pathway	-0E00	1.18E-02	NaN	SNAI2	
Kinetochore Metaphase Signaling Pathway	-0E00	9.62E-03	NaN	ZWINT	
MSP-RON Signaling In Cancer Cells Pathway	-0E00	7.46E-03	NaN	F11	
Ephrin Receptor Signaling	-0E00	1.01E-02	NaN	EFNA1,EPHA2	
Ferroptosis Signaling Pathway	-0E00	1.63E-02	NaN	GCLC,TFRC	
Role of MAPK Signaling in Inhibiting the Pathogenesis of Influenza	-0E00	1.41E-02	NaN	IL1B	
