© 2000-2021 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Iron homeostasis signaling pathway	7.28E-01	7.58E-02	NaN	BMP1,CD163,CDC34,HP,IL6R,PCBP1,PDGFA,SLC39A14,STAT3,STAT5B	
CD27 Signaling in Lymphocytes	7.19E-01	8.93E-02	-1.000	ELP1,FOS,MAP2K6,MAP3K13,NFKBIA	
Nicotine Degradation II	7.19E-01	8.93E-02	-1.342	B3GAT3,CYP2B6,CYP2J2,CYP2U1,CYP4B1	
ERK5 Signaling	7.17E-01	8.45E-02	-0.447	AKT1,FOS,MEF2D,SGK1,SH2D2A,YWHAH	
Crosstalk between Dendritic Cells and Natural Killer Cells	7.17E-01	8.45E-02	1.000	ACTA1,ACTG1,LTBR,TNF,TNFRSF1B,TNFSF10	
PI3K/AKT Signaling	7.17E-01	7.11E-02	0.632	AKT1,CCND1,CDKN1A,ELP1,FOXO1,IL13RA1,IL6R,INPP5F,NFKBIA,OCRL,SYNJ2,TP53,TSC1,YWHAH	
PTEN Signaling	7.14E-01	7.38E-02	0.000	AKT1,BCAR1,CCND1,CDKN1A,ELP1,FOXO1,FOXO4,INPP5F,OCRL,SYNJ2,YWHAH	
Mouse Embryonic Stem Cell Pluripotency	7.1E-01	7.84E-02	2.121	AKT1,FZD5,FZD7,ID2,ID3,STAT3,TAB1,TP53	
Differential Regulation of Cytokine Production in Macrophages and T Helper Cells by IL-17A and IL-17F	7.06E-01	1.33E-01	NaN	IL1B,TNF	
Catecholamine Biosynthesis	6.95E-01	2.5E-01	NaN	DDC	
Proline Biosynthesis I	6.95E-01	2.5E-01	NaN	PYCR2	
L-cysteine Degradation I	6.95E-01	2.5E-01	NaN	GOT1	
dTMP De Novo Biosynthesis	6.95E-01	2.5E-01	NaN	DHFR	
Acetate Conversion to Acetyl-CoA	6.95E-01	2.5E-01	NaN	ACSS2	
Cardiac Hypertrophy Signaling	6.88E-01	6.83E-02	-1.604	ADCY1,ADCY9,ADRA1B,AKT1,EIF2B2,EIF2B3,EIF2B4,GATA4,GNAT1,IL6R,MAP2K6,MAP3K13,MEF2D,RHOBTB1,RND1,RND3,TAB1	
Epithelial Adherens Junction Signaling	6.88E-01	7.28E-02	NaN	ACTA1,ACTG1,AKT1,DLL1,MYH9,MYO18A,RAPGEF1,TUBA1A,TUBA1B,TUBA1C,ZYX	
Triacylglycerol Biosynthesis	6.84E-01	9.3E-02	0.000	LIPT2,LPGAT1,LPIN1,LPIN2	
PPARα/RXRα Activation	6.8E-01	7.07E-02	-0.302	ADCY1,ADCY9,BCL3,CLOCK,ELP1,FASN,IL1B,MAP2K6,NCOR2,NFKBIA,NR2C2,PPARGC1A,STAT5B	
Leptin Signaling in Obesity	6.8E-01	8.22E-02	1.000	ADCY1,ADCY9,AKT1,FOXO1,SOCS3,STAT3	
RANK Signaling in Osteoclasts	6.7E-01	7.87E-02	-1.342	AKT1,ELP1,FOS,MAP2K6,MAP3K13,NFKBIA,TAB2	
Extrinsic Prothrombin Activation Pathway	6.64E-01	1.25E-01	NaN	F3,FGB	
Dopamine Receptor Signaling	6.62E-01	8.11E-02	NaN	ADCY1,ADCY9,DDC,PPP1CA,PPP1R10,PPP1R11	
Retinoic acid Mediated Apoptosis Signaling	6.6E-01	9.09E-02	2.000	PARP10,PARP2,PARP9,TNFSF10	
Spliceosomal Cycle	6.6E-01	9.09E-02	2.000	DDX39B,PLRG1,RNF113A,SF3A3	
Acute Myeloid Leukemia Signaling	6.54E-01	7.78E-02	0.000	AKT1,CCND1,CEBPA,MAP2K6,PIM1,STAT3,STAT5B	
Ovarian Cancer Signaling	6.4E-01	7.1E-02	2.000	AKT1,CCND1,E2F2,FZD5,FZD7,GJA1,PROK1,RBL2,TP53,VEGFA,WNT5B	
Th1 and Th2 Activation Pathway	6.4E-01	7.1E-02	NaN	CXCR4,DLL1,ICAM1,IL6R,MAP2K6,NFIL3,PSEN2,S1PR1,SOCS3,STAT3,STAT5B	
PCP pathway	6.38E-01	8.33E-02	2.000	CELSR1,FZD5,FZD7,JUND,WNT5B	
Endocannabinoid Cancer Inhibition Pathway	6.38E-01	7.19E-02	-1.265	ADCY1,ADCY9,AKT1,CAMKK2,CCND1,CCNE1,CDKN1A,MAP2K6,PROK1,VEGFA	
Superpathway of Inositol Phosphate Compounds	6.29E-01	6.76E-02	0.000	DUSP1,DUSP10,G6PC,INPP5F,IP6K2,IPMK,OCRL,PPM1K,PPP1CA,PPP1R10,PPP1R11,PPTC7,PTPN1,SOCS3,SYNJ2	
Glutaryl-CoA Degradation	6.23E-01	1.18E-01	NaN	ACAT2,TBXAS1	
Isoleucine Degradation I	6.23E-01	1.18E-01	NaN	ACAT2,SDS	
Pregnenolone Biosynthesis	6.23E-01	1.18E-01	NaN	Cyp2b13/Cyp2b9,CYP2B6	
Ephrin A Signaling	6.14E-01	8.7E-02	NaN	BCAR1,EFNA1,EPHA1,EPHA2	
Proline Biosynthesis II (from Arginine)	6.11E-01	2E-01	NaN	PYCR2	
Serotonin and Melatonin Biosynthesis	6.11E-01	2E-01	NaN	DDC	
Tetrapyrrole Biosynthesis II	6.11E-01	2E-01	NaN	ALAD	
NAD Salvage Pathway III	6.11E-01	2E-01	NaN	NMRK1	
Galactose Degradation I (Leloir Pathway)	6.11E-01	2E-01	NaN	GALE	
Tyrosine Degradation I	6.11E-01	2E-01	NaN	TAT	
Folate Polyglutamylation	6.11E-01	2E-01	NaN	FPGS	
IL-7 Signaling Pathway	6.11E-01	7.79E-02	0.000	AKT1,CCND1,CDK2,FOXO1,FOXO4,STAT5B	
Th1 Pathway	6.09E-01	7.34E-02	-1.134	DLL1,ICAM1,IL6R,MAP2K6,NFIL3,PSEN2,SOCS3,STAT3	
IL-3 Signaling	5.95E-01	7.69E-02	0.816	AKT1,FOS,FOXO1,RAPGEF1,STAT3,STAT5B	
TGF-β Signaling	5.93E-01	7.45E-02	0.000	FOS,INHBA,MAP2K6,RNF111,SERPINE1,SMAD6,TAB1	
3-phosphoinositide Biosynthesis	5.87E-01	6.74E-02	0.333	DUSP1,DUSP10,G6PC,INPP5F,IPMK,OCRL,PPM1K,PPP1CA,PPP1R10,PPP1R11,PPTC7,PTPN1,SOCS3	
Thrombopoietin Signaling	5.83E-01	7.94E-02	-0.447	FOS,IRS2,STAT3,STAT5B,THPO	
Myc Mediated Apoptosis Signaling	5.73E-01	8.33E-02	1.000	TNF,TNFRSF1A,TNFRSF1B,TP53	
Inhibition of Angiogenesis by TSP1	5.7E-01	9.09E-02	NaN	AKT1,TP53,VEGFA	
Retinoate Biosynthesis I	5.7E-01	9.09E-02	NaN	DHRS3,DHRS9,RDH13	
Role of BRCA1 in DNA Damage Response	5.64E-01	7.5E-02	0.000	CDKN1A,E2F2,GADD45A,POU2F1,RBL2,TP53	
CXCR4 Signaling	5.64E-01	6.79E-02	1.134	ADCY1,ADCY9,AKT1,BCAR1,CXCR4,EGR1,FOS,GNAT1,RHOBTB1,RND1,RND3	
HGF Signaling	5.62E-01	6.98E-02	0.707	AKT1,CCND1,CDK2,CDKN1A,ETS2,FOS,MAP3K13,RAPGEF1,STAT3	
Chondroitin Sulfate Biosynthesis	5.54E-01	8.16E-02	-1.000	B3GALT6,B3GAT3,SULT1B1,Sult1d1	
Superpathway of Methionine Degradation	5.47E-01	8.82E-02	NaN	CTH,GOT1,MGMT	
Arginine Degradation VI (Arginase 2 Pathway)	5.42E-01	1.67E-01	NaN	PYCR2	
Glycine Cleavage Complex	5.42E-01	1.67E-01	NaN	GLDC	
Tryptophan Degradation to 2-amino-3-carboxymuconate Semialdehyde	5.42E-01	1.67E-01	NaN	KYNU	
Ceramide Degradation	5.42E-01	1.67E-01	NaN	ACER2	
GDP-mannose Biosynthesis	5.42E-01	1.67E-01	NaN	GMPPB	
Phagosome Formation	5.39E-01	6.87E-02	NaN	MARCO,MRC1,RHOBTB1,RND1,RND3,Tlr12,TLR2,TLR5,TLR8	
Ephrin Receptor Signaling	5.39E-01	6.57E-02	1.890	AKT1,BCAR1,CXCR4,EFNA1,EPHA1,EPHA2,GNAT1,KALRN,PDGFA,PROK1,RAPGEF1,STAT3,VEGFA	
Melanoma Signaling	5.35E-01	8E-02	1.000	AKT1,CCND1,CDKN1A,TP53	
TNFR1 Signaling	5.35E-01	8E-02	0.000	FOS,NFKBIA,TNF,TNFRSF1A	
Serotonin Degradation	5.35E-01	8E-02	-2.000	B3GAT3,DHRS9,SULT1B1,Sult1d1	
Amyloid Processing	5.35E-01	8E-02	NaN	AKT1,BACE1,CSNK1D,PSEN2	
Gαq Signaling	5.33E-01	6.67E-02	0.378	ADRA1B,AKT1,GNAT1,GPLD1,NFKBIA,PLD4,RGS16,RGS4,RHOBTB1,RND1,RND3	
Neuroinflammation Signaling Pathway	5.33E-01	6.34E-02	1.500	AKT1,BACE1,ELP1,FOS,ICAM1,IL1B,IL6R,IRAK3,IRAK4,NFE2L2,PSEN2,Tlr12,TLR2,TLR5,TLR8,TNF,TNFRSF1A,VCAM1	
Relaxin Signaling	5.24E-01	6.71E-02	0.000	ADCY1,ADCY9,AKT1,CTH,FICD,FOS,GNAT1,MPPE1,NFKBIA,VEGFA	
Coagulation System	5.23E-01	8.57E-02	NaN	F3,FGB,SERPINE1	
Cardiomyocyte Differentiation via BMP Receptors	5.23E-01	1E-01	NaN	GATA4,SMAD6	
D-myo-inositol-5-phosphate Metabolism	5.21E-01	6.56E-02	0.333	DUSP1,DUSP10,G6PC,INPP5F,OCRL,PPM1K,PPP1CA,PPP1R10,PPP1R11,PPTC7,PTPN1,SOCS3	
Atherosclerosis Signaling	5.2E-01	6.9E-02	NaN	CSF1,CXCR4,F3,ICAM1,IL1B,PDGFA,TNF,VCAM1	
Agrin Interactions at Neuromuscular Junction	5.17E-01	7.46E-02	1.000	ACTA1,ACTG1,DAG1,ERBB3,GABPB1	
UVB-Induced MAPK Signaling	5.17E-01	7.84E-02	NaN	AKT1,FOS,H3-3A/H3-3B,TP53	
IL-15 Production	5.09E-01	6.84E-02	0.000	CLK1,EPHA1,EPHA2,ERBB3,FGR,MAP2K6,PTK6,TEC	
MSP-RON Signaling In Cancer Cells Pathway	5.06E-01	6.72E-02	2.333	AKT1,CCND1,ETS2,FOS,NFKBIA,PROK1,STAT3,VEGFA,YWHAH	
Growth Hormone Signaling	5.02E-01	7.35E-02	-0.447	CEBPA,FOS,SOCS3,STAT3,STAT5B	
Transcriptional Regulatory Network in Embryonic Stem Cells	4.99E-01	7.69E-02	NaN	GATA4,H3-3A/H3-3B,RFX4,STAT3	
Dermatan Sulfate Biosynthesis	4.99E-01	7.69E-02	-1.000	B3GALT6,B3GAT3,SULT1B1,Sult1d1	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	4.98E-01	6.78E-02	NaN	AKT1,BMP1,FZD5,FZD7,GATA4,STAT3,TP53,WNT5B	
Cysteine Biosynthesis III (mammalia)	4.95E-01	9.52E-02	NaN	CTH,MGMT	
STAT3 Pathway	4.95E-01	6.67E-02	0.447	CDKN1A,CISH,IL13RA1,IL1B,IL6R,PIM1,SOCS3,STAT3,VEGFA	
Basal Cell Carcinoma Signaling	4.87E-01	7.25E-02	NaN	BMP1,FZD5,FZD7,TP53,WNT5B	
Phosphatidylcholine Biosynthesis I	4.87E-01	1.43E-01	NaN	CHKA	
Salvage Pathways of Pyrimidine Deoxyribonucleotides	4.87E-01	1.43E-01	NaN	TYMP	
Aspartate Degradation II	4.87E-01	1.43E-01	NaN	GOT1	
Leukocyte Extravasation Signaling	4.85E-01	6.42E-02	0.707	ACTA1,ACTG1,ARHGAP6,BCAR1,CLDN1,CLDN14,CLDN2,CLDN3,CXCR4,ICAM1,TEC,VCAM1	
Inhibition of ARE-Mediated mRNA Degradation Pathway	4.84E-01	6.54E-02	1.000	AKT1,EDC4,EXOSC10,PSMB9,TNF,TNFRSF1A,TNFRSF1B,TNFSF10,YWHAH,ZFP36	
Stearate Biosynthesis I (Animals)	4.81E-01	7.55E-02	NaN	FASN,LIPT2,LPGAT1,TBXAS1	
Notch Signaling	4.81E-01	8.11E-02	NaN	DLL1,HES1,PSEN2	
PDGF Signaling	4.8E-01	6.98E-02	1.633	FOS,INPP5F,OCRL,PDGFA,STAT3,SYNJ2	
Apoptosis Signaling	4.78E-01	6.8E-02	0.000	ELP1,GAS2,NFKBIA,TNF,TNFRSF1A,TNFRSF1B,TP53	
ERK/MAPK Signaling	4.71E-01	6.31E-02	1.732	BCAR1,DUSP1,ESR1,ETS2,FOS,H3-3A/H3-3B,MKNK2,PPP1CA,PPP1R10,PPP1R11,RAPGEF1,STAT3,YWHAH	
Autophagy	4.71E-01	6.31E-02	-0.277	AKT1,AMBRA1,CAMKK2,FOS,FOXO1,GABARAPL1,IRS2,TNF,TNFRSF1A,TNFRSF1B,TP53,TSC1,VEGFA	
Ubiquinol-10 Biosynthesis (Eukaryotic)	4.67E-01	9.09E-02	NaN	Cyp2b13/Cyp2b9,CYP2B6	
Docosahexaenoic Acid (DHA) Signaling	4.62E-01	7.89E-02	NaN	AKT1,FOXO1,IL1B	
Coronavirus Replication Pathway	4.62E-01	7.89E-02	NaN	TUBA1A,TUBA1B,TUBA1C	
Glioma Signaling	4.55E-01	6.56E-02	NaN	AKT1,CAMK1D,CCND1,CDKN1A,E2F2,PDGFA,RBL2,TP53	
HOTAIR Regulatory Pathway	4.47E-01	6.37E-02	1.667	AKT1,ATXN1,CDKN1A,ESR1,H3-3A/H3-3B,ICAM1,NFKBIA,SNUPN,STAT3,WNT5B	
Chronic Myeloid Leukemia Signaling	4.44E-01	6.6E-02	NaN	AKT1,CCND1,CDKN1A,E2F2,RBL2,STAT5B,TP53	
Serotonin Receptor Signaling	4.44E-01	7.69E-02	NaN	ADCY1,ADCY9,DDC	
IL-17A Signaling in Gastric Cells	4.42E-01	8.7E-02	NaN	FOS,TNF	
Role of JAK1, JAK2 and TYK2 in Interferon Signaling	4.42E-01	8.7E-02	NaN	STAT2,STAT3	
Dopamine Degradation	4.42E-01	8.7E-02	NaN	SULT1B1,Sult1d1	
Vitamin-C Transport	4.42E-01	8.7E-02	NaN	GJB2,STOM	
Sphingosine and Sphingosine-1-phosphate Metabolism	4.41E-01	1.25E-01	NaN	ACER2	
Sucrose Degradation V (Mammalian)	4.41E-01	1.25E-01	NaN	TKFC	
Histidine Degradation III	4.41E-01	1.25E-01	NaN	HAL	
Sphingomyelin Metabolism	4.41E-01	1.25E-01	NaN	SGMS2	
Mineralocorticoid Biosynthesis	4.41E-01	1.25E-01	NaN	HSD3B7	
Gap Junction Signaling	4.37E-01	6.22E-02	NaN	ACTA1,ACTG1,ADCY1,ADCY9,AKT1,CSNK1D,CTH,GJA1,GJB2,TUBA1A,TUBA1B,TUBA1C	
Dilated Cardiomyopathy Signaling Pathway	4.27E-01	6.34E-02	-1.890	ACTA1,ACTG1,ADCY1,ADCY9,AKT1,CAMK1D,LAMA4,MYH9,MYO18A	
B Cell Receptor Signaling	4.17E-01	6.18E-02	-1.265	AKT1,EGR1,ELP1,FOXO1,INPP5F,MAP2K6,MAP3K13,NFKBIA,OCRL,PIK3AP1,SYNJ2	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	4.09E-01	6.52E-02	0.816	ACTA1,ACTG1,AKT1,FGR,GPLD1,PLD4	
Semaphorin Signaling in Neurons	4.06E-01	6.9E-02	NaN	NRP1,RHOBTB1,RND1,RND3	
Cancer Drug Resistance By Drug Efflux	4.06E-01	6.9E-02	NaN	AKT1,FOXO1,FOXO4,TP53	
Heme Biosynthesis II	4.01E-01	1.11E-01	NaN	ALAD	
Ketolysis	4.01E-01	1.11E-01	NaN	ACAT2	
Glucocorticoid Biosynthesis	4.01E-01	1.11E-01	NaN	HSD3B7	
Folate Transformations I	4.01E-01	1.11E-01	NaN	MTHFR	
PD-1, PD-L1 cancer immunotherapy pathway	3.98E-01	6.45E-02	0.816	AKT1,CDK2,STAT5B,TNF,TNFRSF1A,TNFRSF1B	
Angiopoietin Signaling	3.95E-01	6.58E-02	-0.447	AKT1,ELP1,FOXO1,NFKBIA,STAT5B	
Renal Cell Carcinoma Signaling	3.95E-01	6.58E-02	NaN	AKT1,FOS,RAPGEF1,RBX1,VEGFA	
MIF Regulation of Innate Immunity	3.91E-01	7.14E-02	NaN	FOS,NFKBIA,TP53	
April Mediated Signaling	3.91E-01	7.14E-02	NaN	ELP1,FOS,NFKBIA	
tRNA Splicing	3.91E-01	7.14E-02	NaN	FICD,MPPE1,TSEN2	
Estrogen-Dependent Breast Cancer Signaling	3.83E-01	6.49E-02	0.447	AKT1,CCND1,ESR1,FOS,STAT5B	
ATM Signaling	3.77E-01	6.32E-02	NaN	CDK2,CDKN1A,GADD45A,GADD45G,NFKBIA,TP53	
Ethanol Degradation II	3.77E-01	7.69E-02	NaN	ACSS2,DHRS9	
B Cell Activating Factor Signaling	3.76E-01	6.98E-02	NaN	ELP1,FOS,NFKBIA	
Erythropoietin Signaling Pathway	3.73E-01	6.02E-02	-1.265	AKT1,CCND1,FOS,IL1B,IRS2,NFKBIA,STAT5B,TNF,TNFSF10,TP53	
Bladder Cancer Signaling	3.73E-01	6.19E-02	NaN	CCND1,CDKN1A,E2F2,PROK1,RBL2,TP53,VEGFA	
AMPK Signaling	3.68E-01	5.88E-02	-1.265	ADRA1B,AKT1,CAMKK2,CCND1,CDKN1A,FASN,FOXO1,FOXO4,GNAT1,IRS2,KAT2B,PPARGC1A,PPM1K,TSC1	
Embryonic Stem Cell Differentiation into Cardiac Lineages	3.67E-01	1E-01	NaN	GATA4	
NAD biosynthesis II (from tryptophan)	3.67E-01	1E-01	NaN	KYNU	
Prostanoid Biosynthesis	3.67E-01	1E-01	NaN	TBXAS1	
γ-glutamyl Cycle	3.67E-01	1E-01	NaN	GCLC	
Glycine Betaine Degradation	3.67E-01	1E-01	NaN	SDS	
Xenobiotic Metabolism General Signaling Pathway	3.62E-01	6.06E-02	-0.378	AKT1,GCLC,MAP2K6,MAP3K13,NFE2L2,NR1H4,NR1I2,RBX1	
IL-4 Signaling	3.51E-01	6.25E-02	NaN	AKT1,IL13RA1,INPP5F,OCRL,SYNJ2	
Xenobiotic Metabolism PXR Signaling Pathway	3.51E-01	5.92E-02	-1.897	CDK2,CYP2B6,NCOR2,NR1I2,PPARGC1A,PPP1CA,PPP1R10,PPP1R11,SULT1B1,Sult1d1	
Role of Oct4 in Mammalian Embryonic Stem Cell Pluripotency	3.47E-01	6.67E-02	NaN	ETS2,TASOR,TP53	
Antigen Presentation Pathway	3.39E-01	7.14E-02	NaN	PSMB9,TAP1	
Ketogenesis	3.35E-01	9.09E-02	NaN	ACAT2	
Glycogen Degradation II	3.35E-01	9.09E-02	NaN	TYMP	
Purine Nucleotides De Novo Biosynthesis II	3.35E-01	9.09E-02	NaN	ADSL	
IL-12 Signaling and Production in Macrophages	3.29E-01	5.93E-02	NaN	AKT1,CEBPB,ELP1,FOS,NFKBIA,TLR2,TNF	
Gαi Signaling	3.29E-01	5.88E-02	1.890	ADCY1,ADCY9,GNAT1,HCAR2,P2RY12,RGS4,S1PR1,STAT3	
NER (Nucleotide Excision Repair, Enhanced Pathway)	3.29E-01	6E-02	-0.816	ERCC6,H3-3A/H3-3B,POLE4,POLK,RBX1,RNF111	
Apelin Endothelial Signaling Pathway	3.21E-01	5.84E-02	0.378	ADCY1,ADCY9,AKT1,FOS,GNAT1,ICAM1,MEF2D,VCAM1	
RhoA Signaling	3.21E-01	5.88E-02	1.633	ACTA1,ACTG1,ARHGAP6,CDC42EP1,CDC42EP2,EPHA1,RND3	
Role of Wnt/GSK-3β Signaling in the Pathogenesis of Influenza	3.2E-01	6.15E-02	NaN	CSNK1D,FZD5,FZD7,WNT5B	
Xenobiotic Metabolism Signaling	3.15E-01	5.66E-02	NaN	CAMK1D,CYP2B6,GCLC,IL1B,MAP2K6,MAP3K13,MGMT,NCOR2,NFE2L2,NR1I2,PPARGC1A,RBX1,SULT1B1,Sult1d1,TNF	
Regulation of the Epithelial-Mesenchymal Transition Pathway	3.11E-01	5.7E-02	NaN	AKT1,CLDN3,EGR1,ESRP2,FZD5,FZD7,ID2,MAP2K6,PSEN2,STAT3,WNT5B	
Assembly of RNA Polymerase III Complex	3.09E-01	8.33E-02	NaN	BRF2	
UDP-N-acetyl-D-galactosamine Biosynthesis II	3.09E-01	8.33E-02	NaN	GALE	
Apelin Muscle Signaling Pathway	3.07E-01	6.25E-02	NaN	AKT1,GNAT1,PPARGC1A	
Prolactin Signaling	3.01E-01	5.88E-02	-1.000	CEBPB,FOS,SOCS3,STAT3,STAT5B	
Estrogen Receptor Signaling	2.99E-01	5.56E-02	1.706	ADCY1,ADCY9,AKT1,CCND1,CDKN1A,EIF2B2,EIF2B3,EIF2B4,ESR1,FOS,FOXO1,FOXO4,GNAT1,HES1,HNRNPD,MCU,NCOR2,PELP1,PPARGC1A,PROK1,TP53,VEGFA	
Th2 Pathway	2.98E-01	5.74E-02	-0.816	CXCR4,DLL1,ICAM1,PSEN2,S1PR1,SOCS3,STAT5B	
Role of JAK1 and JAK3 in γc Cytokine Signaling	2.88E-01	5.88E-02	NaN	IRS2,SOCS3,STAT3,STAT5B	
Glycogen Degradation III	2.85E-01	7.69E-02	NaN	TYMP	
Mevalonate Pathway I	2.85E-01	7.69E-02	NaN	ACAT2	
G-Protein Coupled Receptor Signaling	2.85E-01	5.54E-02	NaN	ADCY1,ADCY9,ADRA1B,AKT1,DUSP1,ELP1,FICD,HCAR2,MPPE1,NFKBIA,P2RY12,RGS16,RGS4,S1PR1,STAT3	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	2.79E-01	5.59E-02	2.236	DDX58,IL1B,RNASEL,TLR2,TLR5,TLR8,TNF,TNFSF10	
Heparan Sulfate Biosynthesis	2.79E-01	5.8E-02	-1.000	B3GALT6,B3GAT3,SULT1B1,Sult1d1	
mTOR Signaling	2.7E-01	5.5E-02	0.447	AKT1,DDIT4,EIF3D,GPLD1,PLD4,PROK1,RHOBTB1,RND1,RND3,TSC1,VEGFA	
Factors Promoting Cardiogenesis in Vertebrates	2.66E-01	5.52E-02	1.633	BMP1,CCND1,FZD5,FZD7,GATA4,LRP5,LRP6,WNT5B	
Granzyme A Signaling	2.64E-01	7.14E-02	NaN	H1-3	
Androgen Biosynthesis	2.64E-01	7.14E-02	NaN	HSD3B7	
Phenylalanine Degradation IV (Mammalian, via Side Chain)	2.64E-01	7.14E-02	NaN	GOT1	
4-1BB Signaling in T Lymphocytes	2.63E-01	6.06E-02	NaN	ELP1,NFKBIA	
Pyrimidine Ribonucleotides Interconversion	2.63E-01	6.06E-02	NaN	CTPS1,PCK1	
Role of MAPK Signaling in Inhibiting the Pathogenesis of Influenza	2.6E-01	5.63E-02	1.000	IL1B,MAP2K6,NFKBIA,TNF	
CDK5 Signaling	2.57E-01	5.5E-02	-0.816	ADCY1,ADCY9,EGR1,PPP1CA,PPP1R10,PPP1R11	
ErbB Signaling	2.51E-01	5.49E-02	-0.447	AKT1,ERBB3,FOS,FOXO1,MAP2K6	
RAN Signaling	2.44E-01	6.67E-02	NaN	XPO1	
Granzyme B Signaling	2.44E-01	6.67E-02	NaN	LMNB1	
Caveolar-mediated Endocytosis Signaling	2.43E-01	5.48E-02	NaN	ACTA1,ACTG1,FLOT1,PTPN1	
FAT10 Signaling Pathway	2.42E-01	5.56E-02	NaN	NUB1,PSMB9,TNF	
Role of RIG1-like Receptors in Antiviral Innate Immunity	2.38E-01	5.71E-02	NaN	DDX58,NFKBIA	
Pyrimidine Ribonucleotides De Novo Biosynthesis	2.38E-01	5.71E-02	NaN	CTPS1,PCK1	
Mismatch Repair in Eukaryotes	2.26E-01	6.25E-02	NaN	MSH3	
Chondroitin Sulfate Degradation (Metazoa)	2.26E-01	6.25E-02	NaN	Chil3/Chil4	
Dermatan Sulfate Degradation (Metazoa)	2.1E-01	5.88E-02	NaN	Chil3/Chil4	
Superpathway of Geranylgeranyldiphosphate Biosynthesis I (via Mevalonate)	2.1E-01	5.88E-02	NaN	ACAT2	
Natural Killer Cell Signaling	-0E00	2.94E-02	1.342	AKT1,HSPA14,IRAK4,MAP3K13,TNFSF10	
Neuregulin Signaling	-0E00	3.45E-02	0.000	AKT1,ERBB3,ERRFI1,STAT5B	
Synaptic Long Term Potentiation	-0E00	3.15E-02	0.000	ADCY1,PPP1CA,PPP1R10,PPP1R11	
Axonal Guidance Signaling	-0E00	4.71E-02	NaN	AKT1,BCAR1,BMP1,CXCR4,EFNA1,EPHA1,EPHA2,FZD5,FZD7,GNAT1,KALRN,MME,NRP1,NTN4,PDGFA,PROK1,RND1,SHANK2,TUBA1A,TUBA1B,TUBA1C,VEGFA,WNT5B	
Amyotrophic Lateral Sclerosis Signaling	-0E00	2.65E-02	NaN	PROK1,TP53,VEGFA	
Fc Epsilon RI Signaling	-0E00	5.31E-02	-1.342	AKT1,INPP5F,MAP2K6,OCRL,SYNJ2,TNF	
Actin Cytoskeleton Signaling	-0E00	2.97E-02	2.000	ACTA1,ACTG1,ARHGAP24,BCAR1,MYH9,MYO18A,PDGFA	
Synaptic Long Term Depression	-0E00	1.06E-02	NaN	CTH,GNAT1	
Huntington's Disease Signaling	-0E00	2.97E-02	NaN	AKT1,DNAJB1,HSPA14,NCOR2,PSMB9,SGK1,TGM2,TP53	
Mitochondrial Dysfunction	-0E00	1.26E-02	NaN	BACE1,PSEN2	
Regulation of Actin-based Motility by Rho	-0E00	3.7E-02	NaN	ACTA1,RHOBTB1,RND1,RND3	
α-Adrenergic Signaling	-0E00	2.91E-02	NaN	ADCY1,ADCY9,GNAT1	
Clathrin-mediated Endocytosis Signaling	-0E00	3.31E-02	NaN	ACTA1,ACTG1,MYO1E,PDGFA,PROK1,VEGFA	
Role of NFAT in Regulation of the Immune Response	-0E00	2.6E-02	-0.378	AKT1,CSNK1D,ELP1,FOS,GATA4,GNAT1,MEF2D,NFKBIA,RCAN1,XPO1	
FcγRIIB Signaling in B Lymphocytes	-0E00	1.18E-02	NaN	AKT1	
LPS-stimulated MAPK Signaling	-0E00	4.82E-02	NaN	ELP1,FOS,MAP2K6,NFKBIA	
NF-κB Activation by Viruses	-0E00	3.85E-02	NaN	AKT1,ELP1,NFKBIA	
CCR5 Signaling in Macrophages	-0E00	6.47E-03	NaN	FOS,GNAT1	
Calcium-induced T Lymphocyte Apoptosis	-0E00	3.86E-03	NaN	MEF2D	
Airway Pathology in Chronic Obstructive Pulmonary Disease	-0E00	4.76E-02	NaN	IL1B,LCN2,PRTN3,TNF,TNFSF10	
fMLP Signaling in Neutrophils	-0E00	1.56E-02	NaN	GNAT1,NFKBIA	
CTLA4 Signaling in Cytotoxic T Lymphocytes	-0E00	3.52E-03	NaN	AKT1	
T Helper Cell Differentiation	-0E00	1.84E-02	NaN	IL6R,STAT3,TNF,TNFRSF1A,TNFRSF1B	
CCR3 Signaling in Eosinophils	-0E00	7.81E-03	NaN	GNAT1	
Oncostatin M Signaling	-0E00	4.76E-02	NaN	STAT3,STAT5B	
CD28 Signaling in T Helper Cells	-0E00	1.27E-02	NaN	AKT1,ELP1,FOS,NFKBIA	
IL-15 Signaling	-0E00	4E-02	NaN	AKT1,STAT3,STAT5B	
Virus Entry via Endocytic Pathways	-0E00	2.02E-02	NaN	ACTA1,ACTG1	
Role of Cytokines in Mediating Communication between Immune Cells	-0E00	5.41E-02	NaN	IL1B,TNF	
Dendritic Cell Maturation	-0E00	3.26E-02	1.732	AKT1,ELP1,ICAM1,IL1B,LTBR,NFKBIA,STAT2,TAB1,TLR2,TNF,TNFRSF1A,TNFRSF1B	
