© 2000-2021 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Coronavirus Pathogenesis Pathway	9.87E-01	2.58E-02	NaN	BCL2,CCL5,MAPK12,MT-RNR2,STING1	
B Cell Activating Factor Signaling	9.83E-01	4.65E-02	NaN	MAPK12,TRAF5	
Ceramide Signaling	9.67E-01	3.33E-02	NaN	BCL2,PIK3CG,S1PR4	
MIF Regulation of Innate Immunity	9.67E-01	4.55E-02	NaN	LY96,MAPK12	
tRNA Splicing	9.67E-01	4.55E-02	NaN	PDE4A,PDE7A	
PI3K/AKT Signaling	9.67E-01	2.54E-02	NaN	BCL2,IL2RG,ITGA11,ITGA4,PIK3CG	
Endocannabinoid Cancer Inhibition Pathway	9.67E-01	2.82E-02	NaN	ADCY4,CCND2,PIK3CG,TCF4	
Pathogenesis of Multiple Sclerosis	9.63E-01	1.11E-01	NaN	CCL5	
3-phosphoinositide Biosynthesis	9.59E-01	2.53E-02	NaN	MTMR2,PIK3CG,PTPN22,PTPN7,PTPRC	
Apelin Pancreas Signaling Pathway	9.51E-01	4.44E-02	NaN	MAPK12,PIK3CG	
Th17 Activation Pathway	9.43E-01	2.32E-02	NaN	CD247,CD3D,CD3E,CD3G,TRBC1,TRBC2	
Systemic Lupus Erythematosus In T Cell Signaling Pathway	9.43E-01	2.11E-02	NaN	CD247,CD3D,CD3E,CD3G,PIK3CG,RAC2,TRBC1,TRBC2	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	9.36E-01	3.23E-02	NaN	PIK3CG,PRKCH,RAC2	
iNOS Signaling	9.36E-01	4.35E-02	NaN	LY96,MAPK12	
nNOS Signaling in Neurons	9.36E-01	4.35E-02	NaN	DLG4,PRKCH	
ErbB Signaling	9.36E-01	3.23E-02	NaN	MAPK12,PIK3CG,PRKCH	
Factors Promoting Cardiogenesis in Vertebrates	9.32E-01	2.74E-02	NaN	MAPK12,MEF2C,PRKCH,TCF4	
Melanocyte Development and Pigmentation Signaling	9.28E-01	3.19E-02	NaN	ADCY4,BCL2,PIK3CG	
mTOR Signaling	9.21E-01	2.45E-02	NaN	MT-RNR2,PIK3CG,PRKCH,PRR5L,RAC2	
Ephrin A Signaling	9.21E-01	4.26E-02	NaN	EPHA3,PIK3CG	
Calcium Transport I	9.21E-01	1E-01	NaN	ATP2A3	
Integrin Signaling	9.14E-01	2.44E-02	NaN	ITGA11,ITGA4,PIK3CG,RAC2,WIPF1	
VEGF Signaling	8.96E-01	3.09E-02	NaN	BCL2,FLT4,PIK3CG	
p53 Signaling	8.86E-01	3.06E-02	NaN	BCL2,CCND2,PIK3CG	
UVC-Induced MAPK Signaling	8.6E-01	3.92E-02	NaN	MAPK12,PRKCH	
G-Protein Coupled Receptor Signaling	8.6E-01	2.19E-02	NaN	ADCY4,GABBR1,GNA14,PDE4A,PDE7A,PIK3CG	
Sumoylation Pathway	8.6E-01	2.97E-02	NaN	CTBP2,MAPK12,RAC2	
Epithelial Adherens Junction Signaling	8.57E-01	2.56E-02	NaN	HGF,NOTCH4,SNAI1,TCF4	
Mouse Embryonic Stem Cell Pluripotency	8.42E-01	2.91E-02	NaN	MAPK12,PIK3CG,TCF4	
HOTAIR Regulatory Pathway	8.36E-01	2.52E-02	NaN	COL1A2,JAM2,PIK3CG,TCF4	
Virus Entry via Endocytic Pathways	8.33E-01	2.88E-02	NaN	PIK3CG,PRKCH,RAC2	
IGF-1 Signaling	8.33E-01	2.88E-02	NaN	IGF1R,IGFBP3,PIK3CG	
Lymphotoxin β Receptor Signaling	8.21E-01	3.7E-02	NaN	PIK3CG,TRAF5	
Chronic Myeloid Leukemia Signaling	8.15E-01	2.83E-02	NaN	CCND2,CTBP2,PIK3CG	
EGF Signaling	8.1E-01	3.64E-02	NaN	MAPK12,PIK3CG	
Prostate Cancer Signaling	7.9E-01	2.75E-02	NaN	BCL2,GSTP1,PIK3CG	
Superpathway of Inositol Phosphate Compounds	7.83E-01	2.2E-02	NaN	MTMR2,PIK3CG,PTPN22,PTPN7,PTPRC	
Erythropoietin Signaling Pathway	7.77E-01	2.38E-02	NaN	CCND2,PIK3CG,PRKCH,RAC2	
Glioblastoma Multiforme Signaling	7.77E-01	2.38E-02	NaN	CCND2,IGF1R,PIK3CG,RAC2	
Osteoarthritis Pathway	7.67E-01	2.17E-02	NaN	ITGA11,ITGA4,MEF2C,RUNX2,TCF4	
Semaphorin Signaling in Neurons	7.62E-01	3.39E-02	NaN	RAC2,SEMA4D	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	7.52E-01	2.33E-02	NaN	MTMR2,PTPN22,PTPN7,PTPRC	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	7.52E-01	2.33E-02	NaN	MTMR2,PTPN22,PTPN7,PTPRC	
FAK Signaling	7.35E-01	2.59E-02	NaN	ITGA11,ITGA4,PIK3CG	
Parkinson's Signaling	7.3E-01	6.25E-02	NaN	MAPK12	
NGF Signaling	7.26E-01	2.56E-02	NaN	MAP3K12,MAPK12,PIK3CG	
p38 MAPK Signaling	7.19E-01	2.54E-02	NaN	MAP4K1,MAPK12,MEF2C	
Thrombopoietin Signaling	7.17E-01	3.17E-02	NaN	PIK3CG,PRKCH	
Induction of Apoptosis by HIV1	7.17E-01	3.17E-02	NaN	BCL2,MAPK12	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	7.17E-01	3.17E-02	NaN	CCL5,PIK3CG	
Hepatic Cholestasis	6.88E-01	2.19E-02	NaN	ADCY4,LY96,MAPK12,PRKCH	
ErbB4 Signaling	6.88E-01	3.03E-02	NaN	PIK3CG,PRKCH	
Differential Regulation of Cytokine Production in Macrophages and T Helper Cells by IL-17A and IL-17F	6.86E-01	5.56E-02	NaN	CCL5	
Mitochondrial L-carnitine Shuttle Pathway	6.86E-01	5.56E-02	NaN	CPT1C	
Acute Phase Response Signaling	6.82E-01	2.17E-02	NaN	MAPK12,PIK3CG,RBP1,TCF4	
3-phosphoinositide Degradation	6.82E-01	2.17E-02	NaN	MTMR2,PTPN22,PTPN7,PTPRC	
Pancreatic Adenocarcinoma Signaling	6.78E-01	2.42E-02	NaN	BCL2,MAPK12,PIK3CG	
IL-17A Signaling in Airway Cells	6.78E-01	2.99E-02	NaN	MAPK12,PIK3CG	
Role of JAK1 and JAK3 in γc Cytokine Signaling	6.78E-01	2.99E-02	NaN	IL2RG,PIK3CG	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	6.76E-01	1.92E-02	NaN	CCL5,CXCL12,PIK3CG,PRKCH,TCF4,TRAF5	
GADD45 Signaling	6.66E-01	5.26E-02	NaN	CCND2	
The Visual Cycle	6.66E-01	5.26E-02	NaN	RBP1	
14-3-3-mediated Signaling	6.64E-01	2.38E-02	NaN	MAPK12,PIK3CG,PRKCH	
D-myo-inositol-5-phosphate Metabolism	6.6E-01	2.13E-02	NaN	MTMR2,PTPN22,PTPN7,PTPRC	
Inflammasome pathway	6.46E-01	5E-02	NaN	NLRP1	
Regulation Of The Epithelial Mesenchymal Transition By Growth Factors Pathway	6.38E-01	2.08E-02	NaN	HGF,MAPK12,PIK3CG,SNAI1	
ILK Signaling	6.35E-01	2.07E-02	NaN	MAPK12,PIK3CG,RAC2,SNAI1	
TREM1 Signaling	6.31E-01	2.78E-02	NaN	NLRC3,NOD1	
Leptin Signaling in Obesity	6.23E-01	2.74E-02	NaN	ADCY4,PIK3CG	
Role of MAPK Signaling in Inhibiting the Pathogenesis of Influenza	6.14E-01	2.7E-02	NaN	CCL5,MAPK12	
IL-12 Signaling and Production in Macrophages	6.13E-01	2.24E-02	NaN	MAPK12,PIK3CG,PRKCH	
Cardiomyocyte Differentiation via BMP Receptors	6.09E-01	4.55E-02	NaN	MEF2C	
Caveolar-mediated Endocytosis Signaling	6.06E-01	2.67E-02	NaN	ITGA11,ITGA4	
GDNF Family Ligand-Receptor Interactions	5.99E-01	2.63E-02	NaN	MAPK12,PIK3CG	
PI3K Signaling in B Lymphocytes	5.95E-01	2.19E-02	NaN	IGHM,PIK3CG,PTPRC	
Differential Regulation of Cytokine Production in Intestinal Epithelial Cells by IL-17A and IL-17F	5.93E-01	4.35E-02	NaN	CCL5	
Glutathione Redox Reactions I	5.93E-01	4.35E-02	NaN	GSTP1	
Thyroid Cancer Signaling	5.9E-01	2.6E-02	NaN	PIK3CG,TCF4	
Estrogen-Dependent Breast Cancer Signaling	5.9E-01	2.6E-02	NaN	IGF1R,PIK3CG	
Toll-like Receptor Signaling	5.9E-01	2.6E-02	NaN	LY96,MAPK12	
Xenobiotic Metabolism Signaling	5.78E-01	1.85E-02	NaN	GSTP1,MAP3K12,MAPK12,PIK3CG,PRKCH	
IL-22 Signaling	5.77E-01	4.17E-02	NaN	MAPK12	
Glycolysis I	5.77E-01	4.17E-02	NaN	ENO2	
IL-3 Signaling	5.73E-01	2.53E-02	NaN	PIK3CG,PRKCH	
FLT3 Signaling in Hematopoietic Progenitor Cells	5.73E-01	2.53E-02	NaN	MAPK12,PIK3CG	
Role of JAK family kinases in IL-6-type Cytokine Signaling	5.62E-01	4E-02	NaN	MAPK12	
Gluconeogenesis I	5.62E-01	4E-02	NaN	ENO2	
Autophagy	5.5E-01	1.9E-02	NaN	BCL2,HGF,MAPK12,PIK3CG	
Glutathione-mediated Detoxification	5.47E-01	3.85E-02	NaN	GSTP1	
EIF2 Signaling	5.45E-01	1.89E-02	NaN	BCL2,IGF1R,MT-RNR2,PIK3CG	
ERK/MAPK Signaling	5.41E-01	1.88E-02	NaN	ITGA11,ITGA4,PIK3CG,RAC2	
TR/RXR Activation	5.38E-01	2.38E-02	NaN	NRGN,PIK3CG	
BMP signaling pathway	5.3E-01	2.35E-02	NaN	MAPK12,RUNX2	
Regulation Of The Epithelial Mesenchymal Transition In Development Pathway	5.3E-01	2.35E-02	NaN	SNAI1,TCF4	
Prolactin Signaling	5.23E-01	2.33E-02	NaN	PIK3CG,PRKCH	
Role of p14/p19ARF in Tumor Suppression	5.2E-01	3.57E-02	NaN	PIK3CG	
IL-4 Signaling	5.03E-01	2.25E-02	NaN	IL2RG,PIK3CG	
Acute Myeloid Leukemia Signaling	4.98E-01	2.22E-02	NaN	PIK3CG,TCF4	
Ovarian Cancer Signaling	4.95E-01	1.92E-02	NaN	BCL2,PIK3CG,TCF4	
Crosstalk between Dendritic Cells and Natural Killer Cells	4.91E-01	2.2E-02	NaN	IL2RG,NCR3	
cAMP-mediated signaling	4.88E-01	1.77E-02	NaN	ADCY4,GABBR1,PDE4A,PDE7A	
HMGB1 Signaling	4.81E-01	1.89E-02	NaN	MAPK12,PIK3CG,RAC2	
Non-Small Cell Lung Cancer Signaling	4.79E-01	2.15E-02	NaN	CCND2,PIK3CG	
Inhibition of Angiogenesis by TSP1	4.72E-01	3.12E-02	NaN	MAPK12	
Death Receptor Signaling	4.72E-01	2.13E-02	NaN	BCL2,TNFRSF25	
Circadian Rhythm Signaling	4.62E-01	3.03E-02	NaN	VIP	
Retinoate Biosynthesis I	4.62E-01	3.03E-02	NaN	RBP1	
UVA-Induced MAPK Signaling	4.55E-01	2.06E-02	NaN	MAPK12,PIK3CG	
4-1BB Signaling in T Lymphocytes	4.51E-01	2.94E-02	NaN	MAPK12	
DNA Methylation and Transcriptional Repression Signaling	4.51E-01	2.94E-02	NaN	CHD3	
Coagulation System	4.41E-01	2.86E-02	NaN	F2R	
Neuropathic Pain Signaling In Dorsal Horn Neurons	4.38E-01	2E-02	NaN	PIK3CG,PRKCH	
TWEAK Signaling	4.32E-01	2.78E-02	NaN	TNFRSF25	
MIF-mediated Glucocorticoid Regulation	4.32E-01	2.78E-02	NaN	LY96	
Interferon Signaling	4.32E-01	2.78E-02	NaN	BCL2	
Granulocyte Adhesion and Diapedesis	4.18E-01	1.72E-02	NaN	CCL5,CXCL12,ITGA4	
Telomerase Signaling	4.17E-01	1.92E-02	NaN	IL2RG,PIK3CG	
IL-17A Signaling in Fibroblasts	4.13E-01	2.63E-02	NaN	MAPK12	
Antioxidant Action of Vitamin C	4.02E-01	1.87E-02	NaN	MAPK12,SLC2A3	
IL-17 Signaling	3.99E-01	1.68E-02	NaN	MAPK12,PIK3CG,TRAF5	
Retinol Biosynthesis	3.97E-01	2.5E-02	NaN	RBP1	
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	3.93E-01	1.83E-02	NaN	BCL2,MAPK12	
PPARα/RXRα Activation	3.91E-01	1.66E-02	NaN	ADCY4,GNA14,MEF2C	
Mechanisms of Viral Exit from Host Cells	3.88E-01	2.44E-02	NaN	PRKCH	
CDK5 Signaling	3.83E-01	1.8E-02	NaN	ADCY4,MAPK12	
Serotonin Receptor Signaling	3.8E-01	2.38E-02	NaN	ADCY4	
Clathrin-mediated Endocytosis Signaling	3.54E-01	1.56E-02	NaN	DAB2,F2R,PIK3CG	
IL-23 Signaling Pathway	3.51E-01	2.17E-02	NaN	PIK3CG	
Gap Junction Signaling	3.47E-01	1.55E-02	NaN	ADCY4,PIK3CG,PRKCH	
Agranulocyte Adhesion and Diapedesis	3.37E-01	1.52E-02	NaN	CCL5,CXCL12,ITGA4	
Melanoma Signaling	3.24E-01	2E-02	NaN	PIK3CG	
Myc Mediated Apoptosis Signaling	3.24E-01	2E-02	NaN	BCL2	
Amyloid Processing	3.24E-01	2E-02	NaN	MAPK12	
Synaptic Long Term Potentiation	3.2E-01	1.59E-02	NaN	GNA14,PRKCH	
IL-6 Signaling	3.12E-01	1.56E-02	NaN	MAPK12,PIK3CG	
Transcriptional Regulatory Network in Embryonic Stem Cells	3.01E-01	1.85E-02	NaN	EOMES	
Role of PKR in Interferon Induction and Antiviral Response	2.98E-01	1.52E-02	NaN	MAPK12,NLRP1	
NRF2-mediated Oxidative Stress Response	2.97E-01	1.42E-02	NaN	GSTP1,PIK3CG,PRKCH	
Adipogenesis pathway	2.95E-01	1.5E-02	NaN	CTBP2,RBP1	
CNTF Signaling	2.9E-01	1.79E-02	NaN	PIK3CG	
MSP-RON Signaling In Cancer Cells Pathway	2.81E-01	1.46E-02	NaN	PIK3CG,TCF4	
MSP-RON Signaling Pathway	2.8E-01	1.72E-02	NaN	PIK3CG	
Cancer Drug Resistance By Drug Efflux	2.8E-01	1.72E-02	NaN	PIK3CG	
Hereditary Breast Cancer Signaling	2.75E-01	1.44E-02	NaN	CCND2,PIK3CG	
LPS/IL-1 Mediated Inhibition of RXR Function	2.73E-01	1.36E-02	NaN	CPT1C,GSTP1,LY96	
Polyamine Regulation in Colon Cancer	2.7E-01	1.67E-02	NaN	TCF4	
Endometrial Cancer Signaling	2.7E-01	1.67E-02	NaN	PIK3CG	
PCP pathway	2.7E-01	1.67E-02	NaN	MAPK12	
SPINK1 General Cancer Pathway	2.65E-01	1.64E-02	NaN	PIK3CG	
NAD Signaling Pathway	2.57E-01	1.38E-02	NaN	HGF,PIK3CG	
Activation of IRF by Cytosolic Pattern Recognition Receptors	2.56E-01	1.59E-02	NaN	MAPK12	
ErbB2-ErbB3 Signaling	2.52E-01	1.56E-02	NaN	PIK3CG	
Aryl Hydrocarbon Receptor Signaling	2.51E-01	1.36E-02	NaN	CCND2,GSTP1	
Pyridoxal 5'-phosphate Salvage Pathway	2.47E-01	1.54E-02	NaN	PRKCH	
Eicosanoid Signaling	2.47E-01	1.54E-02	NaN	CYSLTR2	
Phagosome Maturation	2.46E-01	1.34E-02	NaN	CTSW,RAC2	
Remodeling of Epithelial Adherens Junctions	2.43E-01	1.52E-02	NaN	HGF	
Cell Cycle: G1/S Checkpoint Regulation	2.39E-01	1.49E-02	NaN	CCND2	
Melatonin Signaling	2.27E-01	1.43E-02	NaN	PRKCH	
Basal Cell Carcinoma Signaling	2.27E-01	1.43E-02	NaN	TCF4	
GM-CSF Signaling	2.27E-01	1.43E-02	NaN	PIK3CG	
IL-10 Signaling	2.2E-01	1.39E-02	NaN	MAPK12	
ERK5 Signaling	2.2E-01	1.39E-02	NaN	MEF2C	
Role of Wnt/GSK-3β Signaling in the Pathogenesis of Influenza	2.13E-01	1.35E-02	NaN	TCF4	
Angiopoietin Signaling	2.06E-01	1.32E-02	NaN	PIK3CG	
Neurotrophin/TRK Signaling	2.06E-01	1.32E-02	NaN	PIK3CG	
Dopamine Receptor Signaling	2.06E-01	1.32E-02	NaN	ADCY4	
LXR/RXR Activation	-0E00	8.13E-03	NaN	LY96	
FXR/RXR Activation	-0E00	8E-03	NaN	MAPK12	
Tight Junction Signaling	-0E00	1.13E-02	NaN	F2RL2,JAM2	
ATM Signaling	-0E00	1.04E-02	NaN	MAPK12	
Aldosterone Signaling in Epithelial Cells	-0E00	1.25E-02	NaN	PIK3CG,PRKCH	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	-0E00	8.47E-03	NaN	PIK3CG	
Neuroprotective Role of THOP1 in Alzheimer's Disease	-0E00	9.01E-03	NaN	NTS	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	-0E00	1.25E-02	NaN	CCL5	
Cyclins and Cell Cycle Regulation	-0E00	1.2E-02	NaN	CCND2	
Salvage Pathways of Pyrimidine Ribonucleotides	-0E00	1.04E-02	NaN	PRKCH	
HIPPO signaling	-0E00	1.19E-02	NaN	DLG4	
Unfolded protein response	-0E00	1.12E-02	NaN	BCL2	
JAK/Stat Signaling	-0E00	1.22E-02	NaN	PIK3CG	
Wnt/β-catenin Signaling	-0E00	1.18E-02	NaN	MAP4K1,TCF4	
Insulin Receptor Signaling	-0E00	7.35E-03	NaN	PIK3CG	
Apoptosis Signaling	-0E00	9.8E-03	NaN	BCL2	
PDGF Signaling	-0E00	1.16E-02	NaN	PIK3CG	
Iron homeostasis signaling pathway	-0E00	7.52E-03	NaN	SLC25A37	
Inhibition of ARE-Mediated mRNA Degradation Pathway	-0E00	6.29E-03	NaN	MAPK12	
Xenobiotic Metabolism AHR Signaling Pathway	-0E00	1.27E-02	NaN	GSTP1	
Xenobiotic Metabolism CAR Signaling Pathway	-0E00	1.17E-02	NaN	GSTP1,PRKCH	
Xenobiotic Metabolism PXR Signaling Pathway	-0E00	1.14E-02	NaN	GSTP1,PRKCH	
Kinetochore Metaphase Signaling Pathway	-0E00	9.71E-03	NaN	REC8	
MSP-RON Signaling In Macrophages Pathway	-0E00	8.77E-03	NaN	PIK3CG	
